"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia CAJATAMBO",,,,,,,,
"Viviendas particulares (001)",2464,2086,317,10,10,38,3,
"Ocupantes presentes (002)",8145,6980,1007,15,30,107,6,
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",2251,1896,294,10,10,38,3,
"Ocupantes presentes (005)",7441,6356,927,15,30,107,6,
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",1,,1,,,,,
"Ocupantes presentes (008)",5,,5,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",11,,11,,,,,
"Ocupantes presentes (011)",32,,32,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",48,42,6,,,,,
"Ocupantes presentes (014)",201,172,29,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",142,142,,,,,,
"Ocupantes presentes (017)",441,441,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,
"Ocupantes presentes (020)",1,1,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",10,5,5,,,,,
"Ocupantes presentes (023)",24,10,14,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",1475,1145,275,10,10,34,1,
"Ocupantes presentes (029)",4977,3932,900,15,30,99,1,
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",1407,1099,253,10,10,34,1,
"Ocupantes presentes (032)",4718,3751,822,15,30,99,1,
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",1,,1,,,,,
"Ocupantes presentes (035)",5,,5,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",11,,11,,,,,
"Ocupantes presentes (038)",32,,32,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",48,42,6,,,,,
"Ocupantes presentes (041)",201,172,29,,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,
"Ocupantes presentes (047)",1,1,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",7,3,4,,,,,
"Ocupantes presentes (050)",20,8,12,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",989,941,42,,,4,2,
"Ocupantes presentes (056)",3168,3048,107,,,8,5,
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",844,797,41,,,4,2,
"Ocupantes presentes (059)",2723,2605,105,,,8,5,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",142,142,,,,,,
"Ocupantes presentes (071)",441,441,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",3,2,1,,,,,
"Ocupantes presentes (077)",4,2,2,,,,,
"Otro tipo",,,,,,,,
