"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CANCHIS (000)",91638,15049,2705,34299,26336,3497,4827,2276,2649
"Quechua (001)",53695,11144,987,21751,14032,1531,2374,683,1193
"Aymara (002)",107,13,2,36,37,7,6,4,2
"Ashaninca (003)",5,,,2,,1,,2,
"Otra lengua nativa (004)",7,1,,3,3,,,,
"Castellano (005)",37702,3846,1709,12469,12239,1957,2446,1585,1451
"Idioma extranjero (006)",2,,,,,,,,2
"Es sordomudo/a (007)",120,45,7,38,25,1,1,2,1
"Hombres (009)",44327,4618,1348,16691,14394,1869,2575,1327,1505
"Quechua (010)",24684,2746,472,10290,7882,853,1304,416,721
"Aymara (011)",55,4,1,17,22,4,3,2,2
"Ashaninca (012)",2,,,1,,1,,,
"Otra lengua nativa (013)",1,,,1,,,,,
"Castellano (014)",19535,1852,872,6368,6476,1011,1268,908,780
"Idioma extranjero (015)",2,,,,,,,,2
"Es sordomudo/a (016)",48,16,3,14,14,,,1,
"Mujeres (018)",47311,10431,1357,17608,11942,1628,2252,949,1144
"Quechua (019)",29011,8398,515,11461,6150,678,1070,267,472
"Aymara (020)",52,9,1,19,15,3,3,2,
"Ashaninca (021)",3,,,1,,,,2,
"Otra lengua nativa (022)",6,1,,2,3,,,,
"Castellano (023)",18167,1994,837,6101,5763,946,1178,677,671
"Es sordomudo/a (025)",72,29,4,24,11,1,1,1,1
,,,,,,,,,
"URBANA (027)",55187,6060,1666,18157,17603,2813,4301,2070,2517
"Quechua (028)",23171,3065,252,8081,7200,997,1942,542,1092
"Aymara (029)",71,4,1,21,27,6,6,4,2
"Ashaninca (030)",3,,,,,1,,2,
"Otra lengua nativa (031)",5,,,2,3,,,,
"Castellano (032)",31872,2975,1406,10026,10364,1808,2352,1520,1421
"Idioma extranjero (033)",2,,,,,,,,2
"Es sordomudo/a (034)",63,16,7,27,9,1,1,2,
"Hombres (036)",26784,1945,833,8400,9328,1440,2231,1195,1412
"Quechua (037)",10396,558,124,3355,3855,516,1022,325,641
"Aymara (038)",44,1,,14,18,4,3,2,2
"Ashaninca (039)",1,,,,,1,,,
"Castellano (041)",16318,1380,706,5021,5452,919,1206,867,767
"Idioma extranjero (042)",2,,,,,,,,2
"Es sordomudo/a (043)",23,6,3,10,3,,,1,
"Mujeres (045)",28403,4115,833,9757,8275,1373,2070,875,1105
"Quechua (046)",12775,2507,128,4726,3345,481,920,217,451
"Aymara (047)",27,3,1,7,9,2,3,2,
"Ashaninca (048)",2,,,,,,,2,
"Otra lengua nativa (049)",5,,,2,3,,,,
"Castellano (050)",15554,1595,700,5005,4912,889,1146,653,654
"Es sordomudo/a (052)",40,10,4,17,6,1,1,1,
,,,,,,,,,
"RURAL (054)",36451,8989,1039,16142,8733,684,526,206,132
"Quechua (055)",30524,8079,735,13670,6832,534,432,141,101
"Aymara (056)",36,9,1,15,10,1,,,
"Ashaninca (057)",2,,,2,,,,,
"Otra lengua nativa (058)",2,1,,1,,,,,
"Castellano (059)",5830,871,303,2443,1875,149,94,65,30
"Es sordomudo/a (061)",57,29,,11,16,,,,1
"Hombres (063)",17543,2673,515,8291,5066,429,344,132,93
"Quechua (064)",14288,2188,348,6935,4027,337,282,91,80
"Aymara (065)",11,3,1,3,4,,,,
"Ashaninca (066)",1,,,1,,,,,
"Otra lengua nativa (067)",1,,,1,,,,,
"Castellano (068)",3217,472,166,1347,1024,92,62,41,13
"Es sordomudo/a (070)",25,10,,4,11,,,,
"Mujeres (072)",18908,6316,524,7851,3667,255,182,74,39
"Quechua (073)",16236,5891,387,6735,2805,197,150,50,21
"Aymara (074)",25,6,,12,6,1,,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",1,1,,,,,,,
"Castellano (077)",2613,399,137,1096,851,57,32,24,17
"Es sordomudo/a (079)",32,19,,7,5,,,,1
