"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LAMAS (000)",32240,2082,4761,16544,1064,6850,939
"Conviviente (001)",11831,572,1681,7204,468,1585,321
"Separado(a) (002)",670,67,120,410,23,17,33
"Casado(a) (003)",9716,765,1106,5738,400,1461,246
"Viudo(a) (004)",717,17,103,501,25,33,38
"Divorciado(a) (005)",73,16,8,39,4,2,4
"Soltero(a) (006)",9233,645,1743,2652,144,3752,297
"Hombres (008)",23395,1173,3876,13836,960,3515,35
"Conviviente (009)",8589,358,1362,6201,433,224,11
"Separado(a) (010)",373,29,74,254,13,3,
"Casado(a) (011)",6747,431,833,4911,369,198,5
"Viudo(a) (012)",319,6,43,240,14,16,
"Divorciado(a) (013)",44,7,6,27,3,1,
"Soltero(a) (014)",7323,342,1558,2203,128,3073,19
"Mujeres (016)",8845,909,885,2708,104,3335,904
"Conviviente (017)",3242,214,319,1003,35,1361,310
"Separado(a) (018)",297,38,46,156,10,14,33
"Casado(a) (019)",2969,334,273,827,31,1263,241
"Viudo(a) (020)",398,11,60,261,11,17,38
"Divorciado(a) (021)",29,9,2,12,1,1,4
"Soltero(a) (022)",1910,303,185,449,16,679,278
,,,,,,,
"URBANA (024)",15709,1900,2146,8011,313,2561,778
"Conviviente (025)",5521,508,804,3220,115,605,269
"Separado(a) (026)",378,62,64,207,5,8,32
"Casado(a) (027)",5162,712,528,2907,141,664,210
"Viudo(a) (028)",368,16,50,245,7,16,34
"Divorciado(a) (029)",40,13,4,21,,1,1
"Soltero(a) (030)",4240,589,696,1411,45,1267,232
"Hombres (032)",10603,1074,1760,6244,261,1243,21
"Conviviente (033)",3724,325,660,2547,98,86,8
"Separado(a) (034)",184,26,42,112,2,2,
"Casado(a) (035)",3333,400,401,2320,121,90,1
"Viudo(a) (036)",147,6,25,106,3,7,
"Divorciado(a) (037)",22,5,3,13,,1,
"Soltero(a) (038)",3193,312,629,1146,37,1057,12
"Mujeres (040)",5106,826,386,1767,52,1318,757
"Conviviente (041)",1797,183,144,673,17,519,261
"Separado(a) (042)",194,36,22,95,3,6,32
"Casado(a) (043)",1829,312,127,587,20,574,209
"Viudo(a) (044)",221,10,25,139,4,9,34
"Divorciado(a) (045)",18,8,1,8,,,1
"Soltero(a) (046)",1047,277,67,265,8,210,220
,,,,,,,
"RURAL (048)",16531,182,2615,8533,751,4289,161
"Conviviente (049)",6310,64,877,3984,353,980,52
"Separado(a) (050)",292,5,56,203,18,9,1
"Casado(a) (051)",4554,53,578,2831,259,797,36
"Viudo(a) (052)",349,1,53,256,18,17,4
"Divorciado(a) (053)",33,3,4,18,4,1,3
"Soltero(a) (054)",4993,56,1047,1241,99,2485,65
"Hombres (056)",12792,99,2116,7592,699,2272,14
"Conviviente (057)",4865,33,702,3654,335,138,3
"Separado(a) (058)",189,3,32,142,11,1,
"Casado(a) (059)",3414,31,432,2591,248,108,4
"Viudo(a) (060)",172,,18,134,11,9,
"Divorciado(a) (061)",22,2,3,14,3,,
"Soltero(a) (062)",4130,30,929,1057,91,2016,7
"Mujeres (064)",3739,83,499,941,52,2017,147
"Conviviente (065)",1445,31,175,330,18,842,49
"Separado(a) (066)",103,2,24,61,7,8,1
"Casado(a) (067)",1140,22,146,240,11,689,32
"Viudo(a) (068)",177,1,35,122,7,8,4
"Divorciado(a) (069)",11,1,1,4,1,1,3
"Soltero(a) (070)",863,26,118,184,8,469,58
