"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia SANTIAGO DE CHUCO (000)",58320,57157,905,258
"Hombres (001)",29797,29375,303,119
"Mujeres (002)",28523,27782,602,139
"Menores de 1 año (003)",1426,1188,160,78
"Hombres (004)",720,604,79,37
"Mujeres (005)",706,584,81,41
"De 1 a 5 años (006)",7454,7066,252,136
"Hombres (007)",3760,3561,125,74
"Mujeres (008)",3694,3505,127,62
"De 6 a 14 años (009)",13334,13281,40,13
"Hombres (010)",6744,6723,16,5
"Mujeres (011)",6590,6558,24,8
"De 15 a 29 años (012)",14159,14133,22,4
"Hombres (013)",7376,7369,5,2
"Mujeres (014)",6783,6764,17,2
"De 30 a 44 años (015)",10558,10530,26,2
"Hombres (016)",5640,5634,6,
"Mujeres (017)",4918,4896,20,2
"De 45 a 64 años (018)",7339,7231,99,9
"Hombres (019)",3678,3660,17,1
"Mujeres (020)",3661,3571,82,8
"De 65 a más años (021)",4050,3728,306,16
"Hombres (022)",1879,1824,55,
"Mujeres (023)",2171,1904,251,16
,,,,
"URBANA (024)",19966,19704,208,54
"Hombres (025)",9564,9466,70,28
"Mujeres (026)",10402,10238,138,26
"Menores de 1 año (027)",434,377,40,17
"Hombres (028)",215,186,20,9
"Mujeres (029)",219,191,20,8
"De 1 a 5 años (030)",2280,2189,66,25
"Hombres (031)",1129,1077,35,17
"Mujeres (032)",1151,1112,31,8
"De 6 a 14 años (033)",4498,4488,8,2
"Hombres (034)",2226,2222,4,
"Mujeres (035)",2272,2266,4,2
"De 15 a 29 años (036)",5015,5010,2,3
"Hombres (037)",2398,2396,,2
"Mujeres (038)",2617,2614,2,1
"De 30 a 44 años (039)",3852,3846,6,
"Hombres (040)",1843,1843,,
"Mujeres (041)",2009,2003,6,
"De 45 a 64 años (042)",2619,2606,12,1
"Hombres (043)",1214,1212,2,
"Mujeres (044)",1405,1394,10,1
"De 65 a más años (045)",1268,1188,74,6
"Hombres (046)",539,530,9,
"Mujeres (047)",729,658,65,6
,,,,
"RURAL (048)",38354,37453,697,204
"Hombres (049)",20233,19909,233,91
"Mujeres (050)",18121,17544,464,113
"Menores de 1 año (051)",992,811,120,61
"Hombres (052)",505,418,59,28
"Mujeres (053)",487,393,61,33
"De 1 a 5 años (054)",5174,4877,186,111
"Hombres (055)",2631,2484,90,57
"Mujeres (056)",2543,2393,96,54
"De 6 a 14 años (057)",8836,8793,32,11
"Hombres (058)",4518,4501,12,5
"Mujeres (059)",4318,4292,20,6
"De 15 a 29 años (060)",9144,9123,20,1
"Hombres (061)",4978,4973,5,
"Mujeres (062)",4166,4150,15,1
"De 30 a 44 años (063)",6706,6684,20,2
"Hombres (064)",3797,3791,6,
"Mujeres (065)",2909,2893,14,2
"De 45 a 64 años (066)",4720,4625,87,8
"Hombres (067)",2464,2448,15,1
"Mujeres (068)",2256,2177,72,7
"De 65 a más años (069)",2782,2540,232,10
"Hombres (070)",1340,1294,46,
"Mujeres (071)",1442,1246,186,10
