"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ASCOPE (000)",2883,722,2161
"Sin nivel (001)",81,14,67
"Educación inicial (002)",7,4,3
"Primaria (003)",495,94,401
"Secundaria (004)",1272,352,920
"Superior no univ. incompleta (005)",220,63,157
"Superior no univ. completa (006)",420,100,320
"Superior univ. incompleta (007)",129,39,90
"Superior univ. completa (008)",259,56,203
"De 14 a 29 años (010)",1488,569,919
"Sin nivel (011)",20,4,16
"Educación inicial (012)",5,3,2
"Primaria (013)",202,66,136
"Secundaria (014)",726,291,435
"Superior no univ. incompleta (015)",132,51,81
"Superior no univ. completa (016)",229,80,149
"Superior univ. incompleta (017)",78,34,44
"Superior univ. completa (018)",96,40,56
"De 30 a 44 años (020)",897,130,767
"Sin nivel (021)",33,8,25
"Educación inicial (022)",2,1,1
"Primaria (023)",143,22,121
"Secundaria (024)",381,55,326
"Superior no univ. incompleta (025)",57,8,49
"Superior no univ. completa (026)",142,16,126
"Superior univ. incompleta (027)",37,5,32
"Superior univ. completa (028)",102,15,87
"De 45 a 64 años (030)",436,23,413
"Sin nivel (031)",21,2,19
"Primaria (033)",118,6,112
"Secundaria (034)",152,6,146
"Superior no univ. incompleta (035)",28,4,24
"Superior no univ. completa (036)",45,4,41
"Superior univ. incompleta (037)",14,,14
"Superior univ. completa (038)",58,1,57
"De 65 y más años (040)",62,,62
"Sin nivel (041)",7,,7
"Primaria (043)",32,,32
"Secundaria (044)",13,,13
"Superior no univ. incompleta (045)",3,,3
"Superior no univ. completa (046)",4,,4
"Superior univ. completa (048)",3,,3
,,,
"AREA URBANA (050)",2683,653,2030
"Sin nivel (051)",73,12,61
"Educación inicial (052)",7,4,3
"Primaria (053)",453,85,368
"Secundaria (054)",1183,321,862
"Superior no univ. incompleta (055)",207,57,150
"Superior no univ. completa (056)",387,87,300
"Superior univ. incompleta (057)",122,37,85
"Superior univ. completa (058)",251,50,201
"De 14 a 29 años (060)",1366,507,859
"Sin nivel (061)",18,4,14
"Educación inicial (062)",5,3,2
"Primaria (063)",177,57,120
"Secundaria (064)",674,264,410
"Superior no univ. incompleta (065)",121,45,76
"Superior no univ. completa (066)",207,68,139
"Superior univ. incompleta (067)",75,32,43
"Superior univ. completa (068)",89,34,55
"De 30 a 44 años (070)",842,124,718
"Sin nivel (071)",28,6,22
"Educación inicial (072)",2,1,1
"Primaria (073)",138,22,116
"Secundaria (074)",350,52,298
"Superior no univ. incompleta (075)",56,8,48
"Superior no univ. completa (076)",133,15,118
"Superior univ. incompleta (077)",34,5,29
"Superior univ. completa (078)",101,15,86
"De 45 a 64 años (080)",415,22,393
"Sin nivel (081)",20,2,18
"Primaria (083)",108,6,102
"Secundaria (084)",146,5,141
"Superior no univ. incompleta (085)",27,4,23
"Superior no univ. completa (086)",43,4,39
"Superior univ. incompleta (087)",13,,13
"Superior univ. completa (088)",58,1,57
"De 65 y más años (090)",60,,60
"Sin nivel (091)",7,,7
"Primaria (093)",30,,30
"Secundaria (094)",13,,13
"Superior no univ. incompleta (095)",3,,3
"Superior no univ. completa (096)",4,,4
"Superior univ. completa (098)",3,,3
,,,
"AREA RURAL (100)",200,69,131
"Sin nivel (101)",8,2,6
"Primaria (103)",42,9,33
"Secundaria (104)",89,31,58
"Superior no univ. incompleta (105)",13,6,7
"Superior no univ. completa (106)",33,13,20
"Superior univ. incompleta (107)",7,2,5
"Superior univ. completa (108)",8,6,2
"De 14 a 29 años (110)",122,62,60
"Sin nivel (111)",2,,2
"Primaria (113)",25,9,16
"Secundaria (114)",52,27,25
"Superior no univ. incompleta (115)",11,6,5
"Superior no univ. completa (116)",22,12,10
"Superior univ. incompleta (117)",3,2,1
"Superior univ. completa (118)",7,6,1
"De 30 a 44 años (120)",55,6,49
"Sin nivel (121)",5,2,3
"Primaria (123)",5,,5
"Secundaria (124)",31,3,28
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",9,1,8
"Superior univ. incompleta (127)",3,,3
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",21,1,20
"Sin nivel (131)",1,,1
"Primaria (133)",10,,10
"Secundaria (134)",6,1,5
"Superior no univ. incompleta (135)",1,,1
"Superior no univ. completa (136)",2,,2
"Superior univ. incompleta (137)",1,,1
"De 65 y más años (140)",2,,2
"Primaria (143)",2,,2
