"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TARMA (000)",42825,2244,28,14714,15588,2194,3229,1363,3465
"Empleado (001)",6798,62,,406,1435,663,1537,554,2141
"Obrero (002)",6862,435,5,2550,2959,289,350,121,153
"Trabajador independiente (003)",22137,1300,7,8855,8312,996,1132,556,979
"Empleador o patrono (004)",1087,45,,378,398,53,69,42,102
"Trabajador familiar no remunerado (005)",5322,353,14,2341,2197,147,117,73,80
"Trabajador del hogar (006)",619,49,2,184,287,46,24,17,10
"Hombres (008)",28699,927,19,10137,11451,1468,1841,892,1964
"Empleado (009)",3694,16,,226,905,409,734,327,1077
"Obrero (010)",5558,256,4,1944,2540,261,303,113,137
"Trabajador independiente (011)",15842,563,5,6564,6293,688,702,384,643
"Empleador o patrono (012)",835,28,,302,320,40,45,27,73
"Trabajador familiar no remunerado (013)",2733,61,10,1092,1375,67,56,40,32
"Trabajador del hogar (014)",37,3,,9,18,3,1,1,2
"Mujeres (016)",14126,1317,9,4577,4137,726,1388,471,1501
"Empleado (017)",3104,46,,180,530,254,803,227,1064
"Obrero (018)",1304,179,1,606,419,28,47,8,16
"Trabajador independiente (019)",6295,737,2,2291,2019,308,430,172,336
"Empleador o patrono (020)",252,17,,76,78,13,24,15,29
"Trabajador familiar no remunerado (021)",2589,292,4,1249,822,80,61,33,48
"Trabajador del hogar (022)",582,46,2,175,269,43,23,16,8
,,,,,,,,,
"URBANA (024)",27818,1131,25,7045,10253,1933,2935,1242,3254
"Empleado (025)",6186,56,,342,1254,606,1418,503,2007
"Obrero (026)",4194,164,4,1255,1980,239,306,108,138
"Trabajador independiente (027)",13728,686,6,4236,5445,893,1024,512,926
"Empleador o patrono (028)",781,29,,229,275,47,64,39,98
"Trabajador familiar no remunerado (029)",2412,154,13,834,1064,107,101,64,75
"Trabajador del hogar (030)",517,42,2,149,235,41,22,16,10
"Hombres (032)",17407,360,17,4377,7116,1273,1646,805,1813
"Empleado (033)",3265,12,,187,760,363,664,290,989
"Obrero (034)",3470,91,3,965,1705,216,267,100,123
"Trabajador independiente (035)",8980,217,4,2715,3853,607,626,357,601
"Empleador o patrono (036)",563,13,,171,208,36,42,24,69
"Trabajador familiar no remunerado (037)",1097,24,10,331,576,48,46,33,29
"Trabajador del hogar (038)",32,3,,8,14,3,1,1,2
"Mujeres (040)",10411,771,8,2668,3137,660,1289,437,1441
"Empleado (041)",2921,44,,155,494,243,754,213,1018
"Obrero (042)",724,73,1,290,275,23,39,8,15
"Trabajador independiente (043)",4748,469,2,1521,1592,286,398,155,325
"Empleador o patrono (044)",218,16,,58,67,11,22,15,29
"Trabajador familiar no remunerado (045)",1315,130,3,503,488,59,55,31,46
"Trabajador del hogar (046)",485,39,2,141,221,38,21,15,8
,,,,,,,,,
"RURAL (048)",15007,1113,3,7669,5335,261,294,121,211
"Empleado (049)",612,6,,64,181,57,119,51,134
"Obrero (050)",2668,271,1,1295,979,50,44,13,15
"Trabajador independiente (051)",8409,614,1,4619,2867,103,108,44,53
"Empleador o patrono (052)",306,16,,149,123,6,5,3,4
"Trabajador familiar no remunerado (053)",2910,199,1,1507,1133,40,16,9,5
"Trabajador del hogar (054)",102,7,,35,52,5,2,1,
"Hombres (056)",11292,567,2,5760,4335,195,195,87,151
"Empleado (057)",429,4,,39,145,46,70,37,88
"Obrero (058)",2088,165,1,979,835,45,36,13,14
"Trabajador independiente (059)",6862,346,1,3849,2440,81,76,27,42
"Empleador o patrono (060)",272,15,,131,112,4,3,3,4
"Trabajador familiar no remunerado (061)",1636,37,,761,799,19,10,7,3
"Trabajador del hogar (062)",5,,,1,4,,,,
"Mujeres (064)",3715,546,1,1909,1000,66,99,34,60
"Empleado (065)",183,2,,25,36,11,49,14,46
"Obrero (066)",580,106,,316,144,5,8,,1
"Trabajador independiente (067)",1547,268,,770,427,22,32,17,11
"Empleador o patrono (068)",34,1,,18,11,2,2,,
"Trabajador familiar no remunerado (069)",1274,162,1,746,334,21,6,2,2
"Trabajador del hogar (070)",97,7,,34,48,5,2,1,
