"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ILO (000)",50416,5750,8682,11464,9700,6892,7928
"Católica (001)",41454,4625,6857,9356,8041,5823,6752
"Cristiana/Evangélica (002)",4241,519,791,951,874,519,587
"Otra (003)",2923,372,570,661,490,374,456
"Ninguna (004)",1798,234,464,496,295,176,133
"Hombres (006)",25505,2891,4369,5577,4861,3475,4332
"Católica (007)",21038,2332,3461,4567,4023,2943,3712
"Cristiana/Evangélica (008)",2003,250,378,416,424,249,286
"Otra (009)",1391,185,265,299,230,173,239
"Ninguna (010)",1073,124,265,295,184,110,95
"Mujeres (012)",24911,2859,4313,5887,4839,3417,3596
"Católica (013)",20416,2293,3396,4789,4018,2880,3040
"Cristiana/Evangélica (014)",2238,269,413,535,450,270,301
"Otra (015)",1532,187,305,362,260,201,217
"Ninguna (016)",725,110,199,201,111,66,38
,,,,,,,
"URBANA (018)",49741,5730,8364,11361,9608,6819,7859
"Católica (019)",40837,4606,6570,9259,7960,5757,6685
"Cristiana/Evangélica (020)",4211,518,775,947,869,515,587
"Otra (021)",2906,372,558,660,488,373,455
"Ninguna (022)",1787,234,461,495,291,174,132
"Hombres (024)",24945,2876,4080,5490,4784,3423,4292
"Católica (025)",20533,2318,3202,4485,3956,2898,3674
"Cristiana/Evangélica (026)",1974,249,363,412,419,245,286
"Otra (027)",1375,185,253,299,228,172,238
"Ninguna (028)",1063,124,262,294,181,108,94
"Mujeres (030)",24796,2854,4284,5871,4824,3396,3567
"Católica (031)",20304,2288,3368,4774,4004,2859,3011
"Cristiana/Evangélica (032)",2237,269,412,535,450,270,301
"Otra (033)",1531,187,305,361,260,201,217
"Ninguna (034)",724,110,199,201,110,66,38
,,,,,,,
"RURAL (036)",675,20,318,103,92,73,69
"Católica (037)",617,19,287,97,81,66,67
"Cristiana/Evangélica (038)",30,1,16,4,5,4,
"Otra (039)",17,,12,1,2,1,1
"Ninguna (040)",11,,3,1,4,2,1
"Hombres (042)",560,15,289,87,77,52,40
"Católica (043)",505,14,259,82,67,45,38
"Cristiana/Evangélica (044)",29,1,15,4,5,4,
"Otra (045)",16,,12,,2,1,1
"Ninguna (046)",10,,3,1,3,2,1
"Mujeres (048)",115,5,29,16,15,21,29
"Católica (049)",112,5,28,15,14,21,29
"Cristiana/Evangélica (050)",1,,1,,,,
"Otra (051)",1,,,1,,,
"Ninguna (052)",1,,,,1,,
