"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia OTUZCO (000)",28553,3609,53,17659,4507,479,1310,228,708
"Empleado (001)",1997,47,1,199,270,133,777,94,476
"Obrero (002)",2879,227,5,1764,690,59,89,17,28
"Trabajador independiente (003)",16350,2349,19,10892,2283,212,340,83,172
"Empleador o patrono (004)",206,11,1,134,34,6,10,6,4
"Trabajador familiar no remunerado (005)",6469,774,26,4387,1097,57,81,24,23
"Trabajador del hogar (006)",652,201,1,283,133,12,13,4,5
"Hombres (008)",22763,2347,29,14897,3804,356,762,162,406
"Empleado (009)",1038,9,,87,188,84,386,52,232
"Obrero (010)",2568,151,2,1583,653,58,80,15,26
"Trabajador independiente (011)",14283,1853,11,9845,1967,162,243,72,130
"Empleador o patrono (012)",181,10,1,118,28,5,9,6,4
"Trabajador familiar no remunerado (013)",4657,321,14,3255,947,46,43,17,14
"Trabajador del hogar (014)",36,3,1,9,21,1,1,,
"Mujeres (016)",5790,1262,24,2762,703,123,548,66,302
"Empleado (017)",959,38,1,112,82,49,391,42,244
"Obrero (018)",311,76,3,181,37,1,9,2,2
"Trabajador independiente (019)",2067,496,8,1047,316,50,97,11,42
"Empleador o patrono (020)",25,1,,16,6,1,1,,
"Trabajador familiar no remunerado (021)",1812,453,12,1132,150,11,38,7,9
"Trabajador del hogar (022)",616,198,,274,112,11,12,4,5
,,,,,,,,,
"URBANA (024)",7419,578,16,2933,1651,364,1143,146,588
"Empleado (025)",1676,30,,127,206,111,716,78,408
"Obrero (026)",1054,69,2,490,336,45,77,11,24
"Trabajador independiente (027)",3616,349,8,1803,837,163,282,39,135
"Empleador o patrono (028)",76,2,1,37,14,5,9,6,2
"Trabajador familiar no remunerado (029)",765,98,5,370,189,31,48,9,15
"Trabajador del hogar (030)",232,30,,106,69,9,11,3,4
"Hombres (032)",4900,266,9,2052,1247,265,639,94,328
"Empleado (033)",866,5,,49,147,70,350,47,198
"Obrero (034)",921,38,1,419,318,44,70,9,22
"Trabajador independiente (035)",2627,188,3,1353,641,121,194,29,98
"Empleador o patrono (036)",57,1,1,26,9,4,8,6,2
"Trabajador familiar no remunerado (037)",413,32,4,202,123,25,16,3,8
"Trabajador del hogar (038)",16,2,,3,9,1,1,,
"Mujeres (040)",2519,312,7,881,404,99,504,52,260
"Empleado (041)",810,25,,78,59,41,366,31,210
"Obrero (042)",133,31,1,71,18,1,7,2,2
"Trabajador independiente (043)",989,161,5,450,196,42,88,10,37
"Empleador o patrono (044)",19,1,,11,5,1,1,,
"Trabajador familiar no remunerado (045)",352,66,1,168,66,6,32,6,7
"Trabajador del hogar (046)",216,28,,103,60,8,10,3,4
,,,,,,,,,
"RURAL (048)",21134,3031,37,14726,2856,115,167,82,120
"Empleado (049)",321,17,1,72,64,22,61,16,68
"Obrero (050)",1825,158,3,1274,354,14,12,6,4
"Trabajador independiente (051)",12734,2000,11,9089,1446,49,58,44,37
"Empleador o patrono (052)",130,9,,97,20,1,1,,2
"Trabajador familiar no remunerado (053)",5704,676,21,4017,908,26,33,15,8
"Trabajador del hogar (054)",420,171,1,177,64,3,2,1,1
"Hombres (056)",17863,2081,20,12845,2557,91,123,68,78
"Empleado (057)",172,4,,38,41,14,36,5,34
"Obrero (058)",1647,113,1,1164,335,14,10,6,4
"Trabajador independiente (059)",11656,1665,8,8492,1326,41,49,43,32
"Empleador o patrono (060)",124,9,,92,19,1,1,,2
"Trabajador familiar no remunerado (061)",4244,289,10,3053,824,21,27,14,6
"Trabajador del hogar (062)",20,1,1,6,12,,,,
"Mujeres (064)",3271,950,17,1881,299,24,44,14,42
"Empleado (065)",149,13,1,34,23,8,25,11,34
"Obrero (066)",178,45,2,110,19,,2,,
"Trabajador independiente (067)",1078,335,3,597,120,8,9,1,5
"Empleador o patrono (068)",6,,,5,1,,,,
"Trabajador familiar no remunerado (069)",1460,387,11,964,84,5,6,1,2
"Trabajador del hogar (070)",400,170,,171,52,3,2,1,1
