"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia UTCUBAMBA (000)",36395,35616,10696,4897,4684,3556,4736,3090,2127,1830,779,104541
"De 12 a 14 años (001)",4114,4095,4077,15,3,,,,,,19,21
"De 15 a 19 años (002)",5294,5180,4212,835,117,11,5,,,,114,1122
"De 20 a 24 años (003)",4513,4259,1260,1693,956,277,68,5,,,254,4751
"De 25 a 29 años (004)",4205,4022,491,1076,1208,780,422,42,3,,183,7920
"De 30 a 34 años (005)",3724,3655,211,556,979,816,851,201,31,10,69,10316
"De 35 a 39 años (006)",3352,3305,148,287,578,631,1016,461,154,30,47,12381
"De 40 a 44 años (007)",2672,2643,85,144,357,402,783,502,262,108,29,12148
"De 45 a 49 años (008)",2205,2190,60,98,187,280,516,508,336,205,15,11998
"De 50 y más años (009)",6316,6267,152,193,299,359,1075,1371,1341,1477,49,43884
"PEA (010)",6913,6628,1760,1140,1100,785,874,489,278,202,285,17302
"De 12 a 14 años (011)",209,206,205,,1,,,,,,3,2
"De 15 a 19 años (012)",781,762,651,94,14,3,,,,,19,131
"De 20 a 24 años (013)",963,863,430,279,118,26,7,3,,,100,640
"De 25 a 29 años (014)",882,799,229,236,187,100,41,6,,,83,1126
"De 30 a 34 años (015)",911,877,93,229,251,139,140,20,2,3,34,1930
"De 35 a 39 años (016)",921,900,73,126,222,200,191,62,23,3,21,2627
"De 40 a 44 años (017)",736,727,30,56,145,146,204,101,32,13,9,2727
"De 45 a 49 años (018)",549,543,20,56,92,95,106,106,45,23,6,2298
"De 50 y más años (019)",961,951,29,64,70,76,185,191,176,160,10,5821
"Ocupada (020)",6559,6313,1582,1081,1070,765,864,480,272,199,246,16942
"De 12 a 14 años (021)",176,173,172,,1,,,,,,3,2
