"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUANCA SANCOS (000)",3517,495,806,1640,14,533,29
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",22,21,,,1,,
"Profes., científicos e intelectuales (002)",340,290,,50,,,
"Técnicos de nivel medio y trab. asimilados (003)",67,46,,19,2,,
"Jefes y empleados de oficina (004)",86,86,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",230,9,5,175,4,37,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",1211,,,1208,2,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",104,,50,51,,3,
"Obreros construc.,conf., papel, fab., instr. (008)",165,11,103,44,4,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",1207,24,627,62,1,464,29
"Otra (010)",5,5,,,,,
"Ocupación no especificada (011)",80,3,21,31,,25,
"Hombres (012)",2155,324,632,995,10,193,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",19,18,,,1,,
"Profes., científicos e intelectuales (014)",202,183,,19,,,
"Técnicos de nivel medio y trab. asimilados (015)",46,32,,12,2,,
"Jefes y empleados de oficina (016)",57,57,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",62,4,,50,2,6,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",805,,,804,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",87,,44,41,,2,
"Obreros construc.,conf., papel, fab., instr. (020)",157,11,100,40,4,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",681,13,472,18,,177,1
"Otra (022)",5,5,,,,,
"Ocupación no especificada (023)",34,1,16,11,,6,
"Mujeres (024)",1362,171,174,645,4,340,28
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,3,,,,,
"Profes., científicos e intelectuales (026)",138,107,,31,,,
"Técnicos de nivel medio y trab. asimilados (027)",21,14,,7,,,
"Jefes y empleados de oficina (028)",29,29,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",168,5,5,125,2,31,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",406,,,404,1,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",17,,6,10,,1,
"Obreros construc.,conf., papel, fab., instr. (032)",8,,3,4,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",526,11,155,44,1,287,28
"Ocupación no especificada (035)",46,2,5,20,,19,
,,,,,,,
"URBANA (036)",2300,462,508,1038,12,254,26
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",18,17,,,1,,
"Profes., científicos e intelectuales (038)",318,271,,47,,,
"Técnicos de nivel medio y trab. asimilados (039)",62,41,,19,2,,
"Jefes y empleados de oficina (040)",84,84,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",209,9,3,163,4,30,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",631,,,629,1,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",84,,32,49,,3,
"Obreros construc.,conf., papel, fab., instr. (044)",138,11,82,42,3,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",681,21,376,59,1,198,26
"Otra (046)",5,5,,,,,
"Ocupación no especificada (047)",70,3,15,30,,22,
"Hombres (048)",1419,296,423,599,8,93,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",15,14,,,1,,
"Profes., científicos e intelectuales (050)",187,169,,18,,,
"Técnicos de nivel medio y trab. asimilados (051)",41,27,,12,2,,
"Jefes y empleados de oficina (052)",55,55,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",57,4,,47,2,4,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",418,,,418,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",68,,27,39,,2,
"Obreros construc.,conf., papel, fab., instr. (056)",132,11,80,38,3,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",412,10,304,16,,82,
"Otra (058)",5,5,,,,,
"Ocupación no especificada (059)",29,1,12,11,,5,
"Mujeres (060)",881,166,85,439,4,161,26
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,3,,,,,
"Profes., científicos e intelectuales (062)",131,102,,29,,,
"Técnicos de nivel medio y trab. asimilados (063)",21,14,,7,,,
"Jefes y empleados de oficina (064)",29,29,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",152,5,3,116,2,26,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",213,,,211,1,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",16,,5,10,,1,
"Obreros construc.,conf., papel, fab., instr. (068)",6,,2,4,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",269,11,72,43,1,116,26
"Ocupación no especificada (071)",41,2,3,19,,17,
,,,,,,,
"RURAL (072)",1217,33,298,602,2,279,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",4,4,,,,,
"Profes., científicos e intelectuales (074)",22,19,,3,,,
"Técnicos de nivel medio y trab. asimilados (075)",5,5,,,,,
"Jefes y empleados de oficina (076)",2,2,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",21,,2,12,,7,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",580,,,579,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",20,,18,2,,,
"Obreros construc.,conf., papel, fab., instr. (080)",27,,21,2,1,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",526,3,251,3,,266,3
"Ocupación no especificada (083)",10,,6,1,,3,
"Hombres (084)",736,28,209,396,2,100,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,4,,,,,
"Profes., científicos e intelectuales (086)",15,14,,1,,,
"Técnicos de nivel medio y trab. asimilados (087)",5,5,,,,,
"Jefes y empleados de oficina (088)",2,2,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",5,,,3,,2,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",387,,,386,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",19,,17,2,,,
"Obreros construc.,conf., papel, fab., instr. (092)",25,,20,2,1,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",269,3,168,2,,95,1
"Ocupación no especificada (095)",5,,4,,,1,
"Mujeres (096)",481,5,89,206,,179,2
"Profes., científicos e intelectuales (098)",7,5,,2,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",16,,2,9,,5,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",193,,,193,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",1,,1,,,,
"Obreros construc.,conf., papel, fab., instr. (104)",2,,1,,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",257,,83,1,,171,2
"Ocupación no especificada (107)",5,,2,1,,2,
