"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia AIJA (000)",7445,1666,590,147,5043
"Sin Nivel (001)",1018,324,33,13,648
"Educación Inicial (002)",266,148,15,4,99
"Primaria (003)",3174,765,134,62,2213
"Secundaria (004)",1965,354,139,28,1444
"Sup. no Univ. Incompleta (005)",343,34,47,6,256
"Sup. no Univ. Completa (006)",403,31,135,15,223
"Sup. Univ. Incompleta (007)",92,4,10,5,73
"Sup. Univ. Completa (008)",184,6,77,14,87
"Hombres (010)",3719,781,314,100,2525
"Sin Nivel (011)",338,145,18,6,169
"Educación Inicial (012)",126,73,7,3,43
"Primaria (013)",1549,368,64,39,1078
"Secundaria (014)",1062,152,62,21,827
"Sup. no Univ. Incompleta (015)",207,18,26,4,159
"Sup. no Univ. Completa (016)",262,19,85,14,145
"Sup. Univ. Incompleta (017)",56,2,6,3,45
"Sup. Univ. Completa (018)",119,4,46,10,59
"Mujeres (020)",3726,885,276,47,2518
"Sin Nivel (021)",680,179,15,7,479
"Educación Inicial (022)",140,75,8,1,56
"Primaria (023)",1625,397,70,23,1135
"Secundaria (024)",903,202,77,7,617
"Sup. no Univ. Incompleta (025)",136,16,21,2,97
"Sup. no Univ. Completa (026)",141,12,50,1,78
"Sup. Univ. Incompleta (027)",36,2,4,2,28
"Sup. Univ. Completa (028)",65,2,31,4,28
,,,,,
"URBANA (030)",2376,366,442,61,1508
"Sin Nivel (031)",173,58,22,,93
"Educación Inicial (032)",82,35,13,2,32
"Primaria (033)",878,144,89,17,628
"Secundaria (034)",695,89,105,10,491
"Sup. no Univ. Incompleta (035)",132,14,29,3,86
"Sup. no Univ. Completa (036)",235,19,107,11,99
"Sup. Univ. Incompleta (037)",41,1,9,4,27
"Sup. Univ. Completa (038)",140,6,68,14,52
"Hombres (040)",1176,164,235,39,739
"Sin Nivel (041)",70,23,13,,34
"Educación Inicial (042)",40,16,6,2,16
"Primaria (043)",407,69,46,9,283
"Secundaria (044)",332,34,44,5,249
"Sup. no Univ. Incompleta (045)",72,5,15,1,51
"Sup. no Univ. Completa (046)",147,13,67,10,58
"Sup. Univ. Incompleta (047)",19,,5,2,12
"Sup. Univ. Completa (048)",89,4,39,10,36
"Mujeres (050)",1200,202,207,22,769
"Sin Nivel (051)",103,35,9,,59
"Educación Inicial (052)",42,19,7,,16
"Primaria (053)",471,75,43,8,345
"Secundaria (054)",363,55,61,5,242
"Sup. no Univ. Incompleta (055)",60,9,14,2,35
"Sup. no Univ. Completa (056)",88,6,40,1,41
"Sup. Univ. Incompleta (057)",22,1,4,2,15
"Sup. Univ. Completa (058)",51,2,29,4,16
,,,,,
"RURAL (060)",5069,1300,148,86,3535
"Sin Nivel (061)",845,266,11,13,555
"Educación Inicial (062)",184,113,2,2,67
"Primaria (063)",2296,621,45,45,1585
"Secundaria (064)",1270,265,34,18,953
"Sup. no Univ. Incompleta (065)",211,20,18,3,170
"Sup. no Univ. Completa (066)",168,12,28,4,124
"Sup. Univ. Incompleta (067)",51,3,1,1,46
"Sup. Univ. Completa (068)",44,,9,,35
"Hombres (070)",2543,617,79,61,1786
"Sin Nivel (071)",268,122,5,6,135
"Educación Inicial (072)",86,57,1,1,27
"Primaria (073)",1142,299,18,30,795
"Secundaria (074)",730,118,18,16,578
"Sup. no Univ. Incompleta (075)",135,13,11,3,108
"Sup. no Univ. Completa (076)",115,6,18,4,87
"Sup. Univ. Incompleta (077)",37,2,1,1,33
"Sup. Univ. Completa (078)",30,,7,,23
"Mujeres (080)",2526,683,69,25,1749
"Sin Nivel (081)",577,144,6,7,420
"Educación Inicial (082)",98,56,1,1,40
"Primaria (083)",1154,322,27,15,790
"Secundaria (084)",540,147,16,2,375
"Sup. no Univ. Incompleta (085)",76,7,7,,62
"Sup. no Univ. Completa (086)",53,6,10,,37
"Sup. Univ. Incompleta (087)",14,1,,,13
"Sup. Univ. Completa (088)",14,,2,,12
