"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CASTROVIRREYNA (000)",6492,4875,631,477,509
"Sin nivel (001)",369,353,5,8,3
"Educación inicial (002)",3,2,,1,
"Primaria (003)",2117,1926,69,75,47
"Secundaria (004)",2520,1952,228,190,150
"Superior no univ. incompleta (005)",279,170,42,19,48
"Superior no univ. completa (006)",569,239,127,92,111
"Superior univ. incompleta (007)",129,64,27,18,20
"Superior univ. completa (008)",506,169,133,74,130
"De 06 a 14 años (010)",101,93,6,2,
"Sin nivel (011)",2,2,,,
"Educación inicial (012)",1,1,,,
"Primaria (013)",72,65,5,2,
"Secundaria (014)",26,25,1,,
"De 15 a 29 años (020)",1756,1223,210,152,171
"Sin nivel (021)",21,19,1,,1
"Educación inicial (022)",1,1,,,
"Primaria (023)",244,212,12,12,8
"Secundaria (024)",1061,803,116,80,62
"Superior no univ. incompleta (025)",89,58,13,2,16
"Superior no univ. completa (026)",171,60,40,36,35
"Superior univ. incompleta (027)",49,26,9,5,9
"Superior univ. completa (028)",120,44,19,17,40
"De 30 a 44 años (030)",2216,1508,292,187,229
"Sin nivel (031)",54,54,,,
"Educación inicial (032)",1,,,1,
"Primaria (033)",542,465,29,33,15
"Secundaria (034)",883,685,76,63,59
"Superior no univ. incompleta (035)",138,77,22,14,25
"Superior no univ. completa (036)",297,125,76,40,56
"Superior univ. incompleta (037)",53,24,14,6,9
"Superior univ. completa (038)",248,78,75,30,65
"De 45 a 64 años (040)",1738,1394,112,133,99
"Sin nivel (041)",142,132,1,7,2
"Primaria (043)",814,750,20,27,17
"Secundaria (044)",484,375,34,47,28
"Superior no univ. incompleta (045)",47,31,6,3,7
"Superior no univ. completa (046)",93,48,10,16,19
"Superior univ. incompleta (047)",26,13,4,7,2
"Superior univ. completa (048)",132,45,37,26,24
"De 65 y más años (050)",681,657,11,3,10
"Sin nivel (051)",150,146,3,1,
"Primaria (053)",445,434,3,1,7
"Secundaria (054)",66,64,1,,1
"Superior no univ. incompleta (055)",5,4,1,,
"Superior no univ. completa (056)",8,6,1,,1
"Superior univ. incompleta (057)",1,1,,,
"Superior univ. completa (058)",6,2,2,1,1
,,,,,
"URBANA (060)",2630,1583,345,298,404
"Sin nivel (061)",58,49,,7,2
