"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CAMANA (000)",53065,915,13999,14387,11803,8729,3232
"Hombres (001)",27750,465,7204,7392,6206,4765,1718
"Mujeres (002)",25315,450,6795,6995,5597,3964,1514
"Viviendas particulares (003)",52061,907,13950,14055,11406,8536,3207
"Hombres (004)",26933,461,7178,7130,5871,4594,1699
"Mujeres (005)",25128,446,6772,6925,5535,3942,1508
"Viviendas colectivas (006)",577,7,41,208,208,100,13
"Hombres (007)",439,4,21,158,166,82,8
"Mujeres (008)",138,3,20,50,42,18,5
"Otro tipo (009)",427,1,8,124,189,93,12
"Hombres (010)",378,,5,104,169,89,11
"Mujeres (011)",49,1,3,20,20,4,1
,,,,,,,
"URBANA (012)",44741,752,12060,11527,9960,7602,2840
"Hombres (013)",22722,378,6207,5620,5012,4034,1471
"Mujeres (014)",22019,374,5853,5907,4948,3568,1369
"Viviendas particulares (015)",43808,744,12011,11234,9588,7415,2816
"Hombres (016)",21976,374,6181,5397,4702,3869,1453
"Mujeres (017)",21832,370,5830,5837,4886,3546,1363
"Viviendas colectivas (018)",533,7,41,184,192,97,12
"Hombres (019)",395,4,21,134,150,79,7
"Mujeres (020)",138,3,20,50,42,18,5
"Otro tipo (021)",400,1,8,109,180,90,12
"Hombres (022)",351,,5,89,160,86,11
"Mujeres (023)",49,1,3,20,20,4,1
,,,,,,,
"RURAL (024)",8324,163,1939,2860,1843,1127,392
"Hombres (025)",5028,87,997,1772,1194,731,247
"Mujeres (026)",3296,76,942,1088,649,396,145
"Viviendas particulares (027)",8253,163,1939,2821,1818,1121,391
"Hombres (028)",4957,87,997,1733,1169,725,246
"Mujeres (029)",3296,76,942,1088,649,396,145
"Viviendas colectivas (030)",44,,,24,16,3,1
"Hombres (031)",44,,,24,16,3,1
"Otro tipo (033)",27,,,15,9,3,
"Hombres (034)",27,,,15,9,3,
