"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TOCACHE (000)",67635,12961,7622,3012,44145
"Quechua (001)",2800,146,268,46,2342
"Aymara (002)",17,2,3,,12
"Asháninka (003)",11,4,4,4,3
"Otra lengua nativa (004)",25,2,1,8,14
"Castellano (005)",64703,12786,7341,2953,41722
"Idioma Extranjero (006)",5,1,3,,1
"Es Sordomudo/a (007)",74,20,2,1,51
"Hombres (009)",38084,6505,4781,2313,24561
"Quechua (010)",1644,72,220,35,1318
"Aymara (011)",12,1,3,,8
"Asháninka (012)",9,4,2,4,3
"Otra lengua nativa (013)",22,2,1,7,12
"Castellano (014)",36353,6412,4553,2267,23192
"Idioma Extranjero (015)",2,1,1,,
"Es Sordomudo/a (016)",42,13,1,,28
"Mujeres (018)",29551,6456,2841,699,19584
"Quechua (019)",1156,74,48,11,1024
"Aymara (020)",5,1,,,4
"Asháninka (021)",2,,2,,
"Otra lengua nativa (022)",3,,,1,2
"Castellano (023)",28350,6374,2788,686,18530
"Idioma Extranjero (024)",3,,2,,1
"Es Sordomudo/a (025)",32,7,1,1,23
,,,,,
"URBANA (027)",34318,5363,5526,2503,21018
"Quechua (028)",796,34,100,27,636
"Aymara (029)",11,1,3,,7
"Asháninka (030)",5,2,2,2,1
"Otra lengua nativa (031)",16,2,1,4,9
"Castellano (032)",33458,5314,5416,2469,20348
"Idioma Extranjero (033)",5,1,3,,1
"Es Sordomudo/a (034)",27,9,1,1,16
"Hombres (036)",18611,2608,3191,1961,10916
"Quechua (037)",446,17,69,21,339
"Aymara (038)",7,,3,,4
"Asháninka (039)",4,2,1,2,1
"Otra lengua nativa (040)",14,2,1,3,8
"Castellano (041)",18125,2582,3115,1935,10556
"Idioma Extranjero (042)",2,1,1,,
"Es Sordomudo/a (043)",13,4,1,,8
"Mujeres (045)",15707,2755,2335,542,10102
"Quechua (046)",350,17,31,6,297
"Aymara (047)",4,1,,,3
"Asháninka (048)",1,,1,,
"Otra lengua nativa (049)",2,,,1,1
"Castellano (050)",15333,2732,2301,534,9792
"Idioma Extranjero (051)",3,,2,,1
"Es Sordomudo/a (052)",14,5,,1,8
,,,,,
"RURAL (054)",33317,7598,2096,509,23127
"Quechua (055)",2004,112,168,19,1706
"Aymara (056)",6,1,,,5
"Asháninka (057)",6,2,2,2,2
"Otra lengua nativa (058)",9,,,4,5
"Castellano (059)",31245,7472,1925,484,21374
"Es Sordomudo/a (061)",47,11,1,,35
"Hombres (063)",19473,3897,1590,352,13645
"Quechua (064)",1198,55,151,14,979
"Aymara (065)",5,1,,,4
"Asháninka (066)",5,2,1,2,2
"Otra lengua nativa (067)",8,,,4,4
"Castellano (068)",18228,3830,1438,332,12636
"Es Sordomudo/a (070)",29,9,,,20
"Mujeres (072)",13844,3701,506,157,9482
"Quechua (073)",806,57,17,5,727
"Aymara (074)",1,,,,1
"Asháninka (075)",1,,1,,
"Otra lengua nativa (076)",1,,,,1
"Castellano (077)",13017,3642,487,152,8738
"Es Sordomudo/a (079)",18,2,1,,15
