"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CARAVELI (000)",16677,10957,2378,1365,1977
"Empleado (001)",2784,955,467,578,784
"Obrero (002)",6076,2797,1335,758,1186
"Trabajador independiente (003)",6616,6125,491,,
"Empleador o patrono (004)",320,243,53,22,2
"Trabajador familiar no remunerado (005)",643,599,32,7,5
"Trabajador del hogar (006)",238,238,,,
"De 06 a 14 años (008)",132,119,10,2,1
"Empleado (009)",11,9,2,,
"Obrero (010)",33,29,2,1,1
"Trabajador independiente (011)",22,19,3,,
"Trabajador familiar no remunerado (013)",57,53,3,1,
"Trabajador del hogar (014)",9,9,,,
"De 15 a 29 años (016)",6208,3662,1193,636,717
"Empleado (017)",997,421,196,161,219
"Obrero (018)",2783,1084,744,461,494
"Trabajador independiente (019)",1991,1776,215,,
"Empleador o patrono (020)",81,46,21,12,2
"Trabajador familiar no remunerado (021)",220,199,17,2,2
"Trabajador del hogar (022)",136,136,,,
"De 30 a 44 años (024)",5984,3805,817,504,858
"Empleado (025)",1207,349,198,280,380
"Obrero (026)",2014,907,414,216,477
"Trabajador independiente (027)",2411,2225,186,,
"Empleador o patrono (028)",93,74,13,6,
"Trabajador familiar no remunerado (029)",202,193,6,2,1
"Trabajador del hogar (030)",57,57,,,
"De 45 a 64 años (032)",3534,2635,316,214,369
"Empleado (033)",527,159,66,134,168
"Obrero (034)",1051,625,152,74,200
"Trabajador independiente (035)",1704,1624,80,,
"Empleador o patrono (036)",102,83,15,4,
"Trabajador familiar no remunerado (037)",116,110,3,2,1
"Trabajador del hogar (038)",34,34,,,
"De 65 y más años (040)",819,736,42,9,32
"Empleado (041)",42,17,5,3,17
"Obrero (042)",195,152,23,6,14
"Trabajador independiente (043)",488,481,7,,
"Empleador o patrono (044)",44,40,4,,
"Trabajador familiar no remunerado (045)",48,44,3,,1
"Trabajador del hogar (046)",2,2,,,
,,,,,
"URBANA (048)",9524,6789,1060,726,949
"Empleado (049)",1968,747,295,396,530
"Obrero (050)",2750,1586,444,307,413
"Trabajador independiente (051)",3944,3690,254,,
"Empleador o patrono (052)",238,178,40,18,2
"Trabajador familiar no remunerado (053)",444,408,27,5,4
"Trabajador del hogar (054)",180,180,,,
"De 06 a 14 años (056)",84,77,5,1,1
