"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia ANDAHUAYLAS (000)",37097,444,14648,11562,3980,1286,536,210,36,,4395
"Sin Nivel (001)",14470,219,5811,4579,1577,528,270,144,21,,1321
"Educación Inicial (002)",57,3,25,17,,,,,,,12
"Primaria (003)",11856,157,5695,3592,931,243,110,35,8,,1085
"Secundaria (004)",6538,52,2549,2144,563,141,50,11,2,,1026
"Sup. no Univ. Incompleta (005)",570,3,123,189,71,19,6,2,1,,156
"Sup. no Univ. Completa (006)",987,4,117,320,252,94,24,5,2,,169
"Sup. Univ. Incompleta (007)",751,1,121,232,102,29,12,,,,254
"Sup. Univ. Completa (008)",1868,5,207,489,484,232,64,13,2,,372
,,,,,,,,,,,
"URBANA (010)",16881,182,5775,4985,2104,774,308,122,19,,2612
"Sin Nivel (011)",3826,67,1452,1051,397,166,93,68,9,,523
"Educación Inicial (012)",24,,9,7,,,,,,,8
"Primaria (013)",4853,71,2227,1390,423,129,68,23,5,,517
"Secundaria (014)",4179,33,1543,1359,402,114,42,11,1,,674
"Sup. no Univ. Incompleta (015)",504,2,110,175,65,18,5,2,,,127
"Sup. no Univ. Completa (016)",931,3,110,300,239,89,24,5,2,,159
"Sup. Univ. Incompleta (017)",717,1,118,219,100,29,12,,,,238
"Sup. Univ. Completa (018)",1847,5,206,484,478,229,64,13,2,,366
,,,,,,,,,,,
"RURAL (020)",20216,262,8873,6577,1876,512,228,88,17,,1783
"Sin Nivel (021)",10644,152,4359,3528,1180,362,177,76,12,,798
"Educación Inicial (022)",33,3,16,10,,,,,,,4
"Primaria (023)",7003,86,3468,2202,508,114,42,12,3,,568
"Secundaria (024)",2359,19,1006,785,161,27,8,,1,,352
"Sup. no Univ. Incompleta (025)",66,1,13,14,6,1,1,,1,,29
"Sup. no Univ. Completa (026)",56,1,7,20,13,5,,,,,10
"Sup. Univ. Incompleta (027)",34,,3,13,2,,,,,,16
"Sup. Univ. Completa (028)",21,,1,5,6,3,,,,,6
