"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHOTA (000)",43359,40209,122,8326,7757,5908,7962,5399,3251,1484,3150,154817
"De 12 a 14 años (001)",65,22,1,18,3,,,,,,43,24
"De 15 a 19 años (002)",1227,989,10,848,109,16,6,,,,238,1138
"De 20 a 24 años (003)",4415,3571,20,2231,1041,227,44,8,,,844,5231
"De 25 a 29 años (004)",5341,4620,6,1775,1591,812,402,29,5,,721,9305
"De 30 a 34 años (005)",5122,4722,7,1059,1514,1066,877,172,24,3,400,12380
"De 35 a 39 años (006)",5282,5005,10,690,1193,1197,1324,483,91,17,277,16464
"De 40 a 44 años (007)",4214,4039,7,435,684,765,1186,626,266,70,175,16282
"De 45 a 49 años (008)",3734,3594,3,324,487,603,983,685,357,152,140,16523
"De 50 y más años (009)",13959,13647,58,946,1135,1222,3140,3396,2508,1242,312,77470
"PEA (010)",7769,6961,23,1777,1603,1192,1246,637,328,155,808,22515
"De 12 a 14 años (011)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (012)",152,120,2,101,12,5,,,,,32,140
"De 20 a 24 años (013)",730,519,3,360,121,22,10,3,,,211,731
"De 25 a 29 años (014)",1080,840,2,387,286,112,49,4,,,240,1528
"De 30 a 34 años (015)",1085,955,1,310,313,182,115,28,6,,130,2188
"De 35 a 39 años (016)",1180,1109,1,219,323,287,216,56,6,1,71,3082
"De 40 a 44 años (017)",966,917,,130,213,205,239,90,34,6,49,3128
"De 45 a 49 años (018)",781,748,,100,141,167,191,89,36,24,33,2856
"De 50 y más años (019)",1793,1751,14,169,193,212,426,367,246,124,42,8859
"Ocupada (020)",7565,6822,23,1725,1558,1171,1234,632,326,153,743,22191
