"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CASTILLA (000)",16411,2293,6868,5362,361,1308,219
"Conviviente (001)",4757,470,2488,1396,70,297,36
"Separado(a) (002)",492,82,206,187,5,6,6
"Casado(a) (003)",6459,969,2288,2507,213,450,32
"Viudo(a) (004)",550,18,124,331,14,59,4
"Divorciado(a) (005)",111,27,32,41,4,5,2
"Soltero(a) (006)",4042,727,1730,900,55,491,139
"Hombres (008)",11439,1308,5567,3688,277,577,22
"Conviviente (009)",3434,298,1992,986,55,103,
"Separado(a) (010)",221,31,104,82,2,2,
"Casado(a) (011)",4687,624,1925,1837,169,130,2
"Viudo(a) (012)",237,5,59,145,8,19,1
"Divorciado(a) (013)",67,13,22,26,3,2,1
"Soltero(a) (014)",2793,337,1465,612,40,321,18
"Mujeres (016)",4972,985,1301,1674,84,731,197
"Conviviente (017)",1323,172,496,410,15,194,36
"Separado(a) (018)",271,51,102,105,3,4,6
"Casado(a) (019)",1772,345,363,670,44,320,30
"Viudo(a) (020)",313,13,65,186,6,40,3
"Divorciado(a) (021)",44,14,10,15,1,3,1
"Soltero(a) (022)",1249,390,265,288,15,170,121
,,,,,,,
"URBANA (024)",9420,1781,3477,3177,186,646,153
"Conviviente (025)",2598,366,1204,812,50,143,23
"Separado(a) (026)",309,68,109,120,3,4,5
"Casado(a) (027)",3756,751,1235,1440,94,217,19
"Viudo(a) (028)",279,15,64,174,5,19,2
"Divorciado(a) (029)",70,23,14,24,3,4,2
"Soltero(a) (030)",2408,558,851,607,31,259,102
"Hombres (032)",6167,964,2821,1979,127,264,12
"Conviviente (033)",1782,221,966,514,39,42,
"Separado(a) (034)",132,25,56,49,1,1,
"Casado(a) (035)",2587,470,1051,956,62,47,1
"Viudo(a) (036)",111,4,27,70,2,7,1
"Divorciado(a) (037)",36,10,9,12,2,2,1
"Soltero(a) (038)",1519,234,712,378,21,165,9
"Mujeres (040)",3253,817,656,1198,59,382,141
"Conviviente (041)",816,145,238,298,11,101,23
"Separado(a) (042)",177,43,53,71,2,3,5
"Casado(a) (043)",1169,281,184,484,32,170,18
"Viudo(a) (044)",168,11,37,104,3,12,1
"Divorciado(a) (045)",34,13,5,12,1,2,1
"Soltero(a) (046)",889,324,139,229,10,94,93
,,,,,,,
"RURAL (048)",6991,512,3391,2185,175,662,66
"Conviviente (049)",2159,104,1284,584,20,154,13
"Separado(a) (050)",183,14,97,67,2,2,1
"Casado(a) (051)",2703,218,1053,1067,119,233,13
"Viudo(a) (052)",271,3,60,157,9,40,2
"Divorciado(a) (053)",41,4,18,17,1,1,
"Soltero(a) (054)",1634,169,879,293,24,232,37
"Hombres (056)",5272,344,2746,1709,150,313,10
"Conviviente (057)",1652,77,1026,472,16,61,
"Separado(a) (058)",89,6,48,33,1,1,
"Casado(a) (059)",2100,154,874,881,107,83,1
"Viudo(a) (060)",126,1,32,75,6,12,
"Divorciado(a) (061)",31,3,13,14,1,,
"Soltero(a) (062)",1274,103,753,234,19,156,9
"Mujeres (064)",1719,168,645,476,25,349,56
"Conviviente (065)",507,27,258,112,4,93,13
"Separado(a) (066)",94,8,49,34,1,1,1
"Casado(a) (067)",603,64,179,186,12,150,12
"Viudo(a) (068)",145,2,28,82,3,28,2
"Divorciado(a) (069)",10,1,5,3,,1,
"Soltero(a) (070)",360,66,126,59,5,76,28
