"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia UCAYALI",,,,,,,,,
"Hogares (001)",11777,216,103,91,86,65,66,102,11048
"Ocupantes presentes (002)",61017,1027,474,392,381,320,370,733,57320
"Casa independiente",,,,,,,,,
"Hogares (004)",9345,193,97,86,82,65,61,96,8665
"Ocupantes presentes (005)",48769,946,461,374,367,320,353,704,45244
"Departamento en edificio",,,,,,,,,
"Hogares (007)",8,,,,,,,1,7
"Ocupantes presentes (008)",29,,,,,,,6,23
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",186,10,2,3,,,,,171
"Ocupantes presentes (011)",563,29,4,11,,,,,519
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",26,,,,,,,2,24
"Ocupantes presentes (014)",79,,,,,,,12,67
"Choza o cabaña",,,,,,,,,
"Hogares (016)",2147,10,4,1,3,,5,3,2121
"Ocupantes presentes (017)",11297,46,9,3,12,,17,11,11199
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",44,2,,1,,,,,41
"Ocupantes presentes (020)",207,5,,4,,,,,198
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",15,,,,1,,,,14
"Ocupantes presentes (023)",64,,,,2,,,,62
"Otro tipo",,,,,,,,,
"Hogares (025)",6,1,,,,,,,5
"Ocupantes presentes (026)",9,1,,,,,,,8
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",6413,178,73,63,53,39,33,66,5908
"Ocupantes presentes (029)",33098,864,373,289,234,189,192,459,30498
"Casa independiente",,,,,,,,,
"Hogares (031)",6133,165,71,59,52,39,33,63,5651
"Ocupantes presentes (032)",32163,829,369,274,232,189,192,441,29637
"Departamento en edificio",,,,,,,,,
"Hogares (034)",8,,,,,,,1,7
"Ocupantes presentes (035)",29,,,,,,,6,23
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",186,10,2,3,,,,,171
"Ocupantes presentes (038)",563,29,4,11,,,,,519
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",26,,,,,,,2,24
"Ocupantes presentes (041)",79,,,,,,,12,67
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",44,2,,1,,,,,41
"Ocupantes presentes (047)",207,5,,4,,,,,198
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",13,,,,1,,,,12
"Ocupantes presentes (050)",54,,,,2,,,,52
"Otro tipo",,,,,,,,,
"Hogares (052)",3,1,,,,,,,2
"Ocupantes presentes (053)",3,1,,,,,,,2
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",5364,38,30,28,33,26,33,36,5140
"Ocupantes presentes (056)",27919,163,101,103,147,131,178,274,26822
"Casa independiente",,,,,,,,,
"Hogares (058)",3212,28,26,27,30,26,28,33,3014
"Ocupantes presentes (059)",16606,117,92,100,135,131,161,263,15607
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",2147,10,4,1,3,,5,3,2121
"Ocupantes presentes (071)",11297,46,9,3,12,,17,11,11199
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",10,,,,,,,,10
"Otro tipo",,,,,,,,,
"Hogares (079)",3,,,,,,,,3
"Ocupantes presentes (080)",6,,,,,,,,6
