"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia PARURO",,,,,,,
"Viviendas particulares (001)",8302,795,337,548,1326,117,5179
"Ocupantes presentes (002)",30753,2806,1309,2111,5429,394,18704
"Casa independiente",,,,,,,
"Viviendas particulares (004)",7412,789,335,540,1031,115,4602
"Ocupantes presentes (005)",27092,2789,1298,2064,4138,387,16416
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",22,3,2,,,,17
"Ocupantes presentes (014)",68,11,11,,,,46
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",859,2,,8,293,2,554
"Ocupantes presentes (017)",3572,5,,47,1286,7,2227
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",7,1,,,2,,4
"Ocupantes presentes (023)",18,1,,,5,,12
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,,,,,,2
"Ocupantes presentes (026)",3,,,,,,3
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2987,747,239,129,197,64,1611
"Ocupantes presentes (029)",10445,2624,903,419,793,197,5509
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2959,743,237,129,196,64,1590
"Ocupantes presentes (032)",10362,2612,892,419,791,197,5451
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",22,3,2,,,,17
"Ocupantes presentes (041)",68,11,11,,,,46
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",5,1,,,1,,3
"Ocupantes presentes (050)",14,1,,,2,,11
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,,,,1
"Ocupantes presentes (053)",1,,,,,,1
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",5315,48,98,419,1129,53,3568
"Ocupantes presentes (056)",20308,182,406,1692,4636,197,13195
"Casa independiente",,,,,,,
"Viviendas particulares (058)",4453,46,98,411,835,51,3012
"Ocupantes presentes (059)",16730,177,406,1645,3347,190,10965
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",859,2,,8,293,2,554
"Ocupantes presentes (071)",3572,5,,47,1286,7,2227
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,,,,1,,1
"Ocupantes presentes (077)",4,,,,3,,1
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,,1
"Ocupantes presentes (080)",2,,,,,,2
