"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia CONTUMAZA (000)",11668,11299,3126,1565,1625,1212,1724,1050,997,369
"Católica (001)",8658,8364,2398,1221,1223,892,1248,736,646,294
"Cristiana/Evangélica (002)",1559,1518,324,161,216,171,265,169,212,41
"Otra (003)",631,613,162,68,66,74,101,66,76,18
"Ninguna (004)",820,804,242,115,120,75,110,79,63,16
,,,,,,,,,,
"URBANA (006)",5333,5150,1492,776,846,578,770,392,296,183
"Católica (007)",4208,4050,1204,639,687,456,578,281,205,158
"Cristiana/Evangélica (008)",602,588,138,66,89,62,115,54,64,14
"Otra (009)",354,345,93,41,41,49,59,38,24,9
"Ninguna (010)",169,167,57,30,29,11,18,19,3,2
,,,,,,,,,,
"RURAL (012)",6335,6149,1634,789,779,634,954,658,701,186
"Católica (013)",4450,4314,1194,582,536,436,670,455,441,136
"Cristiana/Evangélica (014)",957,930,186,95,127,109,150,115,148,27
"Otra (015)",277,268,69,27,25,25,42,28,52,9
"Ninguna (016)",651,637,185,85,91,64,92,60,60,14
