"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia MARISCAL LUZURIAGA (000)",5991,68,2478,1988,533,170,70,29,5,,650
"Conviviente (001)",2215,26,962,773,167,49,11,7,1,,219
"Separado(a) (002)",392,5,147,130,56,14,12,1,,,27
"Casado(a) (003)",2257,26,1015,760,206,64,28,10,4,,144
"Viudo(a) (004)",793,10,299,262,85,33,17,8,,,79
"Divorciado(a) (005)",31,,9,13,4,1,,1,,,3
"Soltero(a) (006)",303,1,46,50,15,9,2,2,,,178
,,,,,,,,,,,
"URBANA (008)",797,8,284,259,94,32,16,7,2,,95
"Conviviente (009)",280,3,107,98,30,11,2,1,,,28
"Separado(a) (010)",50,,19,13,9,3,3,1,,,2
"Casado(a) (011)",323,2,122,108,40,13,9,2,2,,25
"Viudo(a) (012)",82,3,26,25,11,4,1,1,,,11
"Divorciado(a) (013)",1,,1,,,,,,,,
"Soltero(a) (014)",61,,9,15,4,1,1,2,,,29
,,,,,,,,,,,
"RURAL (016)",5194,60,2194,1729,439,138,54,22,3,,555
"Conviviente (017)",1935,23,855,675,137,38,9,6,1,,191
"Separado(a) (018)",342,5,128,117,47,11,9,,,,25
"Casado(a) (019)",1934,24,893,652,166,51,19,8,2,,119
"Viudo(a) (020)",711,7,273,237,74,29,16,7,,,68
"Divorciado(a) (021)",30,,8,13,4,1,,1,,,3
"Soltero(a) (022)",242,1,37,35,11,8,1,,,,149
