"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia ATALAYA (000)",43933,37841,5734,358
"Hombres (001)",22940,19968,2810,162
"Mujeres (002)",20993,17873,2924,196
"Menores de 1 año (003)",1532,612,824,96
"Hombres (004)",757,297,421,39
"Mujeres (005)",775,315,403,57
"De 1 a 5 años (006)",7592,4324,3077,191
"Hombres (007)",3774,2151,1526,97
"Mujeres (008)",3818,2173,1551,94
"De 6 a 14 años (009)",11030,10299,703,28
"Hombres (010)",5804,5392,395,17
"Mujeres (011)",5226,4907,308,11
"De 15 a 29 años (012)",11684,11187,483,14
"Hombres (013)",5828,5631,193,4
"Mujeres (014)",5856,5556,290,10
"De 30 a 44 años (015)",7082,6771,298,13
"Hombres (016)",3847,3715,129,3
"Mujeres (017)",3235,3056,169,10
"De 45 a 64 años (018)",4137,3865,262,10
"Hombres (019)",2413,2303,108,2
"Mujeres (020)",1724,1562,154,8
"De 65 a más años (021)",876,783,87,6
"Hombres (022)",517,479,38,
"Mujeres (023)",359,304,49,6
,,,,
"URBANA (024)",15428,14958,395,75
"Hombres (025)",8099,7867,198,34
"Mujeres (026)",7329,7091,197,41
"Menores de 1 año (027)",425,309,97,19
"Hombres (028)",216,155,52,9
"Mujeres (029)",209,154,45,10
"De 1 a 5 años (030)",2090,1812,230,48
"Hombres (031)",1036,899,116,21
"Mujeres (032)",1054,913,114,27
"De 6 a 14 años (033)",3491,3457,29,5
"Hombres (034)",1806,1783,19,4
"Mujeres (035)",1685,1674,10,1
"De 15 a 29 años (036)",4376,4362,14,
"Hombres (037)",2186,2180,6,
"Mujeres (038)",2190,2182,8,
"De 30 a 44 años (039)",2969,2956,11,2
"Hombres (040)",1603,1601,2,
"Mujeres (041)",1366,1355,9,2
"De 45 a 64 años (042)",1686,1678,8,
"Hombres (043)",1021,1020,1,
"Mujeres (044)",665,658,7,
"De 65 a más años (045)",391,384,6,1
"Hombres (046)",231,229,2,
"Mujeres (047)",160,155,4,1
,,,,
"RURAL (048)",28505,22883,5339,283
"Hombres (049)",14841,12101,2612,128
"Mujeres (050)",13664,10782,2727,155
"Menores de 1 año (051)",1107,303,727,77
"Hombres (052)",541,142,369,30
"Mujeres (053)",566,161,358,47
"De 1 a 5 años (054)",5502,2512,2847,143
"Hombres (055)",2738,1252,1410,76
"Mujeres (056)",2764,1260,1437,67
"De 6 a 14 años (057)",7539,6842,674,23
"Hombres (058)",3998,3609,376,13
"Mujeres (059)",3541,3233,298,10
"De 15 a 29 años (060)",7308,6825,469,14
"Hombres (061)",3642,3451,187,4
"Mujeres (062)",3666,3374,282,10
"De 30 a 44 años (063)",4113,3815,287,11
"Hombres (064)",2244,2114,127,3
"Mujeres (065)",1869,1701,160,8
"De 45 a 64 años (066)",2451,2187,254,10
"Hombres (067)",1392,1283,107,2
"Mujeres (068)",1059,904,147,8
"De 65 a más años (069)",485,399,81,5
"Hombres (070)",286,250,36,
"Mujeres (071)",199,149,45,5
