"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia GRAU (000)",8636,31096,26678,,459,85.8,1.5
"De 12 a 14 años (001)",1003,5,5,,,100,
"De 15 a 19 años (002)",943,194,192,61,99,31.4,
"De 20 a 24 años (003)",705,805,778,98,96.6,12.2,
"De 25 a 29 años (004)",727,1506,1457,96,96.7,6.4,
"De 30 a 34 años (005)",733,2259,2147,95,95,4.2,
"De 35 a 39 años (006)",692,3059,2849,70,93.1,2.3,
"De 40 a 44 años (007)",638,3524,3158,33,89.6,0.9,
"De 45 a 49 años (008)",570,3426,3029,6,88.4,0.2,
"De 50 y más años (009)",2625,16318,13063,,80.1,,
"PEA (010)",1616,5638,5033,78,89.3,1.4,
"De 12 a 14 años (011)",18,1,1,,100,,
"De 15 a 19 años (012)",118,37,36,11,97.3,29.7,
"De 20 a 24 años (013)",158,139,134,13,96.4,9.4,
"De 25 a 29 años (014)",200,284,278,11,97.9,3.9,
"De 30 a 34 años (015)",222,524,510,24,97.3,4.6,
"De 35 a 39 años (016)",180,688,652,12,94.8,1.7,
"De 40 a 44 años (017)",180,818,766,7,93.6,0.9,
"De 45 a 49 años (018)",150,745,659,,88.5,,
"De 50 y más años (019)",390,2402,1997,,83.1,,
"Ocupada (020)",1545,5544,4942,75,89.1,1.4,
"De 12 a 14 años (021)",17,1,1,,100,,
"De 15 a 19 años (022)",102,32,31,9,96.9,28.1,
"De 20 a 24 años (023)",138,131,127,13,96.9,9.9,
"De 25 a 29 años (024)",187,268,262,11,97.8,4.1,
"De 30 a 34 años (025)",214,513,499,24,97.3,4.7,
"De 35 a 39 años (026)",173,665,629,12,94.6,1.8,
"De 40 a 44 años (027)",176,790,740,6,93.7,0.8,
"De 45 a 49 años (028)",148,742,656,,88.4,,
"De 50 y más años (029)",390,2402,1997,,83.1,,
"Desocupada (030)",71,94,91,3,96.8,3.2,
"De 12 a 14 años (031)",1,,,,,,
"De 15 a 19 años (032)",16,5,5,2,100,40,
"De 20 a 24 años (033)",20,8,7,,87.5,,
"De 25 a 29 años (034)",13,16,16,,100,,
"De 30 a 34 años (035)",8,11,11,,100,,
"De 35 a 39 años (036)",7,23,23,,100,,
"De 40 a 44 años (037)",4,28,26,1,92.9,3.6,
"De 45 a 49 años (038)",2,3,3,,100,,
