"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia YAULI (000)",17621,16958,5042,2710,2853,2048,2405,1097,516,287,663,39706
"De 12 a 14 años (001)",1680,1665,1659,4,2,,,,,,15,8
"De 15 a 19 años (002)",2110,2089,1855,207,25,1,1,,,,21,264
"De 20 a 24 años (003)",2053,1826,692,752,300,61,19,2,,,227,1630
"De 25 a 29 años (004)",1990,1805,307,659,549,188,93,8,1,,185,2777
"De 30 a 34 años (005)",1942,1843,173,399,596,377,250,42,5,1,99,4125
"De 35 a 39 años (006)",1805,1766,96,248,502,417,387,95,16,5,39,4984
"De 40 a 44 años (007)",1620,1593,75,139,362,377,439,142,46,13,27,5345
"De 45 a 49 años (008)",1261,1243,54,110,207,258,369,166,63,16,18,4673
"De 50 y más años (009)",3160,3128,131,192,310,369,847,642,385,252,32,15900
"PEA (010)",5189,4852,1114,957,914,676,698,307,117,69,337,11589
"De 12 a 14 años (011)",33,33,32,1,,,,,,,,1
"De 15 a 19 años (012)",329,326,280,38,7,1,,,,,3,55
"De 20 a 24 años (013)",672,567,305,183,55,17,6,1,,,105,376
"De 25 a 29 años (014)",743,633,197,228,144,39,22,3,,,110,746
"De 30 a 34 años (015)",688,630,110,192,168,98,55,6,1,,58,1103
"De 35 a 39 años (016)",681,653,58,115,180,145,117,34,3,1,28,1678
"De 40 a 44 años (017)",616,599,40,77,152,132,142,43,8,5,17,1801
"De 45 a 49 años (018)",480,474,26,53,85,94,125,60,24,7,6,1709
"De 50 y más años (019)",947,937,66,70,123,150,231,160,81,56,10,4120
"Ocupada (020)",4955,4657,1026,915,882,659,688,303,116,68,298,11339
"De 12 a 14 años (021)",31,31,30,1,,,,,,,,1
"De 15 a 19 años (022)",299,297,254,35,7,1,,,,,2,52
