"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia GRAN CHIMU (000)",18630,17397,1233
"Hombres (001)",10342,9868,474
"Mujeres (002)",8288,7529,759
"De 18 a 29 años (003)",5613,5190,423
"Hombres (004)",3173,2978,195
"Mujeres (005)",2440,2212,228
"De 30 a 44 años (006)",5913,5790,123
"Hombres (007)",3298,3242,56
"Mujeres (008)",2615,2548,67
"De 45 a 64 años (009)",4633,4418,215
"Hombres (010)",2565,2495,70
"Mujeres (011)",2068,1923,145
"De 65 y más años (012)",2471,1999,472
"Hombres (013)",1306,1153,153
"Mujeres (014)",1165,846,319
,,,
"URBANA (015)",4203,4059,144
"Hombres (016)",2079,2024,55
"Mujeres (017)",2124,2035,89
"De 18 a 29 años (018)",1198,1147,51
"Hombres (019)",606,576,30
"Mujeres (020)",592,571,21
"De 30 a 44 años (021)",1354,1342,12
"Hombres (022)",655,651,4
"Mujeres (023)",699,691,8
"De 45 a 64 años (024)",1048,1026,22
"Hombres (025)",534,526,8
"Mujeres (026)",514,500,14
"De 65 y más años (027)",603,544,59
"Hombres (028)",284,271,13
"Mujeres (029)",319,273,46
,,,
"RURAL (030)",14427,13338,1089
"Hombres (031)",8263,7844,419
"Mujeres (032)",6164,5494,670
"De 18 a 29 años (033)",4415,4043,372
"Hombres (034)",2567,2402,165
"Mujeres (035)",1848,1641,207
"De 30 a 44 años (036)",4559,4448,111
"Hombres (037)",2643,2591,52
"Mujeres (038)",1916,1857,59
"De 45 a 64 años (039)",3585,3392,193
"Hombres (040)",2031,1969,62
"Mujeres (041)",1554,1423,131
"De 65 y más años (042)",1868,1455,413
"Hombres (043)",1022,882,140
"Mujeres (044)",846,573,273
