"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia DATEM DEL MARAÑON (000)",308,157,151
"Sin nivel (001)",18,10,8
"Primaria (003)",161,90,71
"Secundaria (004)",106,53,53
"Superior no univ. incompleta (005)",5,,5
"Superior no univ. completa (006)",11,1,10
"Superior univ. incompleta (007)",3,,3
"Superior univ. completa (008)",4,3,1
"De 14 a 29 años (010)",193,117,76
"Sin nivel (011)",4,4,
"Primaria (013)",91,64,27
"Secundaria (014)",85,47,38
"Superior no univ. incompleta (015)",4,,4
"Superior no univ. completa (016)",7,1,6
"Superior univ. completa (018)",2,1,1
"De 30 a 44 años (020)",75,31,44
"Sin nivel (021)",5,3,2
"Primaria (023)",46,22,24
"Secundaria (024)",17,5,12
"Superior no univ. incompleta (025)",1,,1
"Superior no univ. completa (026)",3,,3
"Superior univ. incompleta (027)",2,,2
"Superior univ. completa (028)",1,1,
"De 45 a 64 años (030)",34,9,25
"Sin nivel (031)",8,3,5
"Primaria (033)",19,4,15
"Secundaria (034)",4,1,3
"Superior no univ. completa (036)",1,,1
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",1,1,
"De 65 y más años (040)",6,,6
"Sin nivel (041)",1,,1
"Primaria (043)",5,,5
,,,
"AREA URBANA (050)",155,49,106
"Sin nivel (051)",8,2,6
"Primaria (053)",69,25,44
"Secundaria (054)",55,18,37
"Superior no univ. incompleta (055)",5,,5
"Superior no univ. completa (056)",11,1,10
"Superior univ. incompleta (057)",3,,3
"Superior univ. completa (058)",4,3,1
"De 14 a 29 años (060)",92,40,52
"Primaria (063)",36,22,14
"Secundaria (064)",43,16,27
"Superior no univ. incompleta (065)",4,,4
"Superior no univ. completa (066)",7,1,6
"Superior univ. completa (068)",2,1,1
"De 30 a 44 años (070)",32,4,28
"Sin nivel (071)",1,,1
"Primaria (073)",14,2,12
"Secundaria (074)",10,1,9
"Superior no univ. incompleta (075)",1,,1
"Superior no univ. completa (076)",3,,3
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",1,1,
"De 45 a 64 años (080)",25,5,20
"Sin nivel (081)",6,2,4
"Primaria (083)",14,1,13
"Secundaria (084)",2,1,1
"Superior no univ. completa (086)",1,,1
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",1,1,
"De 65 y más años (090)",6,,6
"Sin nivel (091)",1,,1
"Primaria (093)",5,,5
,,,
"AREA RURAL (100)",153,108,45
"Sin nivel (101)",10,8,2
"Primaria (103)",92,65,27
"Secundaria (104)",51,35,16
"De 14 a 29 años (110)",101,77,24
"Sin nivel (111)",4,4,
"Primaria (113)",55,42,13
"Secundaria (114)",42,31,11
"De 30 a 44 años (120)",43,27,16
"Sin nivel (121)",4,3,1
"Primaria (123)",32,20,12
"Secundaria (124)",7,4,3
"De 45 a 64 años (130)",9,4,5
"Sin nivel (131)",2,1,1
"Primaria (133)",5,3,2
"Secundaria (134)",2,,2
