"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CORONEL PORTILLO (000)",309306,16433,34181,41649,37458,58147,44726,63212,13500
"Sabe leer y escribir (001)",277704,,24791,41200,37191,57548,44116,60965,11893
"No sabe leer y escribir (002)",31602,16433,9390,449,267,599,610,2247,1607
"Hombres (004)",156553,8449,17377,21230,18496,28632,21981,33228,7160
"Sabe leer y escribir (005)",141392,,12582,20981,18373,28385,21767,32588,6716
"No sabe leer y escribir (006)",15161,8449,4795,249,123,247,214,640,444
"Mujeres (008)",152753,7984,16804,20419,18962,29515,22745,29984,6340
"Sabe leer y escribir (009)",136312,,12209,20219,18818,29163,22349,28377,5177
"No sabe leer y escribir (010)",16441,7984,4595,200,144,352,396,1607,1163
,,,,,,,,,
"URBANA (012)",261958,13349,27694,34765,31939,49848,38545,54342,11476
"Sabe leer y escribir (013)",238297,,20782,34472,31778,49519,38198,53146,10402
"No sabe leer y escribir (014)",23661,13349,6912,293,161,329,347,1196,1074
"Hombres (016)",130278,6817,14025,17580,15610,24042,18479,27859,5866
"Sabe leer y escribir (017)",118966,,10507,17416,15530,23908,18359,27591,5655
"No sabe leer y escribir (018)",11312,6817,3518,164,80,134,120,268,211
"Mujeres (020)",131680,6532,13669,17185,16329,25806,20066,26483,5610
"Sabe leer y escribir (021)",119331,,10275,17056,16248,25611,19839,25555,4747
"No sabe leer y escribir (022)",12349,6532,3394,129,81,195,227,928,863
,,,,,,,,,
"RURAL (024)",47348,3084,6487,6884,5519,8299,6181,8870,2024
"Sabe leer y escribir (025)",39407,,4009,6728,5413,8029,5918,7819,1491
"No sabe leer y escribir (026)",7941,3084,2478,156,106,270,263,1051,533
"Hombres (028)",26275,1632,3352,3650,2886,4590,3502,5369,1294
"Sabe leer y escribir (029)",22426,,2075,3565,2843,4477,3408,4997,1061
"No sabe leer y escribir (030)",3849,1632,1277,85,43,113,94,372,233
"Mujeres (032)",21073,1452,3135,3234,2633,3709,2679,3501,730
"Sabe leer y escribir (033)",16981,,1934,3163,2570,3552,2510,2822,430
"No sabe leer y escribir (034)",4092,1452,1201,71,63,157,169,679,300
