"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia TARMA",,,,,,
"Viviendas particulares (001)",26987,25594,1084,247,48,14
"Ocupantes presentes (002)",111056,98830,8380,2815,780,251
"Casa independiente",,,,,,
"Viviendas particulares (004)",25655,24438,979,203,25,10
"Ocupantes presentes (005)",105200,94759,7556,2290,409,186
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",236,200,21,8,6,1
"Ocupantes presentes (008)",1056,683,174,97,86,16
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",512,425,50,26,10,1
"Ocupantes presentes (011)",2355,1471,392,315,157,20
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",319,267,34,10,6,2
"Ocupantes presentes (014)",1539,1026,258,113,113,29
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",219,219,,,,
"Ocupantes presentes (017)",757,757,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",6,6,,,,
"Ocupantes presentes (020)",11,11,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",35,34,,,1,
"Ocupantes presentes (023)",126,111,,,15,
"Otro tipo",,,,,,
"Viviendas particulares (025)",5,5,,,,
"Ocupantes presentes (026)",12,12,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",16928,15692,950,225,48,13
"Ocupantes presentes (029)",71545,60550,7415,2564,780,236
"Casa independiente",,,,,,
"Viviendas particulares (031)",15818,14758,845,181,25,9
"Ocupantes presentes (032)",66462,57252,6591,2039,409,171
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",236,200,21,8,6,1
"Ocupantes presentes (035)",1056,683,174,97,86,16
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",512,425,50,26,10,1
"Ocupantes presentes (038)",2355,1471,392,315,157,20
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",319,267,34,10,6,2
"Ocupantes presentes (041)",1539,1026,258,113,113,29
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",6,6,,,,
"Ocupantes presentes (047)",11,11,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",33,32,,,1,
"Ocupantes presentes (050)",117,102,,,15,
"Otro tipo",,,,,,
"Viviendas particulares (052)",4,4,,,,
"Ocupantes presentes (053)",5,5,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",10059,9902,134,22,,1
"Ocupantes presentes (056)",39511,38280,965,251,,15
"Casa independiente",,,,,,
"Viviendas particulares (058)",9837,9680,134,22,,1
"Ocupantes presentes (059)",38738,37507,965,251,,15
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",219,219,,,,
"Ocupantes presentes (071)",757,757,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",2,2,,,,
"Ocupantes presentes (077)",9,9,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",7,7,,,,
