"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia BARRANCA",,,,,,,,,
"Viviendas particulares (001)",5060,3646,694,192,255,53,17,32,171
"Ocupantes presentes (002)",20972,14861,2895,798,1188,250,81,156,743
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4868,3529,655,184,238,53,16,30,163
"Ocupantes presentes (005)",20215,14414,2755,766,1092,250,79,142,717
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",30,14,8,2,2,,,1,3
"Ocupantes presentes (008)",109,55,28,4,7,,,7,8
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",49,30,10,3,2,,1,1,2
"Ocupantes presentes (011)",193,111,34,12,23,,2,7,4
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",52,40,4,2,6,,,,
"Ocupantes presentes (014)",210,157,9,15,29,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",6,1,2,,2,,,,1
"Ocupantes presentes (017)",26,4,7,,12,,,,3
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",48,27,13,1,5,,,,2
"Ocupantes presentes (020)",198,112,49,1,25,,,,11
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,5,2,,,,,,
"Ocupantes presentes (023)",21,8,13,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4831,3460,680,192,234,51,17,30,167
"Ocupantes presentes (029)",20049,14139,2822,798,1099,239,81,144,727
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4645,3344,643,184,219,51,16,28,160
"Ocupantes presentes (032)",19318,13696,2689,766,1015,239,79,130,704
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",30,14,8,2,2,,,1,3
"Ocupantes presentes (035)",109,55,28,4,7,,,7,8
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",49,30,10,3,2,,1,1,2
"Ocupantes presentes (038)",193,111,34,12,23,,2,7,4
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",52,40,4,2,6,,,,
"Ocupantes presentes (041)",210,157,9,15,29,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",48,27,13,1,5,,,,2
"Ocupantes presentes (047)",198,112,49,1,25,,,,11
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",7,5,2,,,,,,
"Ocupantes presentes (050)",21,8,13,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",229,186,14,,21,2,,2,4
"Ocupantes presentes (056)",923,722,73,,89,11,,12,16
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",223,185,12,,19,2,,2,3
"Ocupantes presentes (059)",897,718,66,,77,11,,12,13
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",6,1,2,,2,,,,1
"Ocupantes presentes (071)",26,4,7,,12,,,,3
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
