"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia BAGUA",,,,,,,,,
"Viviendas particulares (001)",16885,6433,2254,276,15,2162,5126,393,226
"Ocupantes presentes (002)",71362,25750,8843,1216,74,10106,22965,1430,978
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",13480,5983,1969,224,9,639,4102,355,199
"Ocupantes presentes (005)",56368,24354,8153,946,40,2774,17984,1261,856
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",68,46,22,,,,,,
"Ocupantes presentes (008)",189,144,45,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",439,276,161,,,,,2,
"Ocupantes presentes (011)",1253,844,401,,,,,8,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",225,110,100,,,1,12,2,
"Ocupantes presentes (014)",637,343,239,,,3,37,15,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2631,,,51,6,1519,1004,30,21
"Ocupantes presentes (017)",12771,,,269,34,7315,4922,131,100
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",9,2,,,,,2,3,2
"Ocupantes presentes (020)",40,10,,,,,8,14,8
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",23,16,2,1,,,,1,3
"Ocupantes presentes (023)",71,55,5,1,,,,1,9
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",10,,,,,3,6,,1
"Ocupantes presentes (026)",33,,,,,14,14,,5
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",8480,5735,1464,58,2,95,802,253,71
"Ocupantes presentes (029)",33172,22682,5390,220,6,397,3288,939,250
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",7713,5285,1179,58,2,94,784,246,65
"Ocupantes presentes (032)",30975,21286,4700,220,6,394,3239,902,228
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",68,46,22,,,,,,
"Ocupantes presentes (035)",189,144,45,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",439,276,161,,,,,2,
"Ocupantes presentes (038)",1253,844,401,,,,,8,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",225,110,100,,,1,12,2,
"Ocupantes presentes (041)",637,343,239,,,3,37,15,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",9,2,,,,,2,3,2
"Ocupantes presentes (047)",40,10,,,,,8,14,8
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",21,16,2,,,,,,3
"Ocupantes presentes (050)",69,55,5,,,,,,9
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",5,,,,,,4,,1
"Ocupantes presentes (053)",9,,,,,,4,,5
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",8405,698,790,218,13,2067,4324,140,155
"Ocupantes presentes (056)",38190,3068,3453,996,68,9709,19677,491,728
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5767,698,790,166,7,545,3318,109,134
"Ocupantes presentes (059)",25393,3068,3453,726,34,2380,14745,359,628
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2631,,,51,6,1519,1004,30,21
"Ocupantes presentes (071)",12771,,,269,34,7315,4922,131,100
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,,1,,,,1,
"Ocupantes presentes (077)",2,,,1,,,,1,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",5,,,,,3,2,,
"Ocupantes presentes (080)",24,,,,,14,10,,
