"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CAYLLOMA (000)",33813,3991,10748,12401,1103,4359,309,902
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",80,72,,,8,,,
"Profes., científicos e intelectuales (002)",1123,944,,160,12,7,,
"Técnicos de nivel medio y trab. asimilados (003)",885,434,,381,57,12,1,
"Jefes y empleados de oficina (004)",568,565,,,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3454,742,52,2211,81,368,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7333,10,8,6467,844,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2122,,1183,856,53,30,,
"Obreros construc.,conf.,papel, fab., instr. (008)",2480,209,1064,1165,24,18,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",14058,794,8238,917,14,3787,308,
"Otra (010)",115,115,,,,,,
"Ocupaciñn no especificada (011)",693,106,203,244,10,130,,
"Desocupado (012)",902,,,,,,,902
"Hombres (013)",20768,2204,7407,7992,848,1689,36,592
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",58,54,,,4,,,
"Profes., científicos e intelectuales (015)",576,453,,113,9,1,,
"Técnicos de nivel medio y trab. asimilados (016)",570,275,,253,36,6,,
"Jefes y empleados de oficina (017)",307,306,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1098,329,27,657,26,59,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",5532,7,8,4821,692,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1651,,951,634,47,19,,
"Obreros construc.,conf.,papel, fab., instr. (021)",2338,205,1016,1078,23,16,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",7611,414,5280,333,6,1542,36,
"Otra (023)",110,110,,,,,,
"Ocupaciñn no especificada (024)",325,51,125,103,5,41,,
"Desocupado (025)",592,,,,,,,592
"Mujeres (026)",13045,1787,3341,4409,255,2670,273,310
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",22,18,,,4,,,
"Profes., científicos e intelectuales (028)",547,491,,47,3,6,,
"Técnicos de nivel medio y trab. asimilados (029)",315,159,,128,21,6,1,
"Jefes y empleados de oficina (030)",261,259,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",2356,413,25,1554,55,309,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1801,3,,1646,152,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",471,,232,222,6,11,,
"Obreros construc.,conf.,papel, fab., instr. (034)",142,4,48,87,1,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",6447,380,2958,584,8,2245,272,
"Otra (036)",5,5,,,,,,
"Ocupaciñn no especificada (037)",368,55,78,141,5,89,,
"Desocupado (038)",310,,,,,,,310
,,,,,,,,
"URBANA (039)",21946,3382,6525,8429,476,2189,242,703
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",70,62,,,8,,,
"Profes., científicos e intelectuales (041)",868,744,,114,7,3,,
"Técnicos de nivel medio y trab. asimilados (042)",699,335,,304,48,11,1,
"Jefes y empleados de oficina (043)",468,466,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",3142,662,34,2019,80,347,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",3398,7,2,3147,241,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",1599,,755,769,52,23,,
"Obreros construc.,conf.,papel, fab., instr. (047)",2128,189,858,1044,23,14,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",8256,719,4712,849,13,1722,241,
"Otra (049)",101,101,,,,,,
"Ocupaciñn no especificada (050)",514,97,164,183,4,66,,
"Desocupado (051)",703,,,,,,,703
"Hombres (052)",12980,1845,4380,5096,332,858,20,449
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",51,47,,,4,,,
"Profes., científicos e intelectuales (054)",445,356,,83,6,,,
"Técnicos de nivel medio y trab. asimilados (055)",434,208,,190,30,6,,
"Jefes y empleados de oficina (056)",247,246,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",989,291,13,605,26,54,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",2475,4,2,2277,191,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",1200,,547,592,46,15,,
"Obreros construc.,conf.,papel, fab., instr. (060)",2002,186,816,965,22,13,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",4338,364,2900,304,5,745,20,
"Otra (062)",96,96,,,,,,
"Ocupaciñn no especificada (063)",254,47,102,80,2,23,,
"Desocupado (064)",449,,,,,,,449
"Mujeres (065)",8966,1537,2145,3333,144,1331,222,254
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",19,15,,,4,,,
"Profes., científicos e intelectuales (067)",423,388,,31,1,3,,
"Técnicos de nivel medio y trab. asimilados (068)",265,127,,114,18,5,1,
"Jefes y empleados de oficina (069)",221,220,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",2153,371,21,1414,54,293,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",923,3,,870,50,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",399,,208,177,6,8,,
"Obreros construc.,conf.,papel, fab., instr. (073)",126,3,42,79,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",3918,355,1812,545,8,977,221,
"Otra (075)",5,5,,,,,,
"Ocupaciñn no especificada (076)",260,50,62,103,2,43,,
"Desocupado (077)",254,,,,,,,254
,,,,,,,,
"RURAL (078)",11867,609,4223,3972,627,2170,67,199
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",10,10,,,,,,
"Profes., científicos e intelectuales (080)",255,200,,46,5,4,,
"Técnicos de nivel medio y trab. asimilados (081)",186,99,,77,9,1,,
"Jefes y empleados de oficina (082)",100,99,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",312,80,18,192,1,21,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",3935,3,6,3320,603,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",523,,428,87,1,7,,
"Obreros construc.,conf.,papel, fab., instr. (086)",352,20,206,121,1,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",5802,75,3526,68,1,2065,67,
"Otra (088)",14,14,,,,,,
"Ocupaciñn no especificada (089)",179,9,39,61,6,64,,
"Desocupado (090)",199,,,,,,,199
"Hombres (091)",7788,359,3027,2896,516,831,16,143
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",7,7,,,,,,
"Profes., científicos e intelectuales (093)",131,97,,30,3,1,,
"Técnicos de nivel medio y trab. asimilados (094)",136,67,,63,6,,,
"Jefes y empleados de oficina (095)",60,60,,,,,,
