"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LA UNION (000)",5750,718,769,2794,65,1318,86
"Conviviente (001)",1656,158,257,850,14,363,14
"Separado(a) (002)",126,18,14,85,1,6,2
"Casado(a) (003)",2393,304,257,1208,35,561,28
"Viudo(a) (004)",364,7,34,291,7,25,
"Divorciado(a) (005)",24,6,1,16,,1,
"Soltero(a) (006)",1187,225,206,344,8,362,42
"Hombres (008)",3500,369,617,1975,49,474,16
"Conviviente (009)",1026,89,198,624,9,103,3
"Separado(a) (010)",64,12,8,40,1,2,1
"Casado(a) (011)",1480,162,213,943,27,133,2
"Viudo(a) (012)",159,2,22,118,6,11,
"Divorciado(a) (013)",15,4,,11,,,
"Soltero(a) (014)",756,100,176,239,6,225,10
"Mujeres (016)",2250,349,152,819,16,844,70
"Conviviente (017)",630,69,59,226,5,260,11
"Separado(a) (018)",62,6,6,45,,4,1
"Casado(a) (019)",913,142,44,265,8,428,26
"Viudo(a) (020)",205,5,12,173,1,14,
"Divorciado(a) (021)",9,2,1,5,,1,
"Soltero(a) (022)",431,125,30,105,2,137,32
,,,,,,,
"URBANA (024)",2876,605,418,1223,48,541,41
"Conviviente (025)",757,127,138,356,8,124,4
"Separado(a) (026)",76,14,9,46,1,5,1
"Casado(a) (027)",1156,259,135,506,27,225,4
"Viudo(a) (028)",157,5,18,117,5,12,
"Divorciado(a) (029)",15,6,1,8,,,
"Soltero(a) (030)",715,194,117,190,7,175,32
"Hombres (032)",1654,299,337,772,37,197,12
"Conviviente (033)",453,71,102,233,5,40,2
"Separado(a) (034)",35,9,4,20,1,1,
"Casado(a) (035)",678,130,115,356,21,55,1
"Viudo(a) (036)",60,1,13,35,5,6,
"Divorciado(a) (037)",8,4,,4,,,
"Soltero(a) (038)",420,84,103,124,5,95,9
"Mujeres (040)",1222,306,81,451,11,344,29
"Conviviente (041)",304,56,36,123,3,84,2
"Separado(a) (042)",41,5,5,26,,4,1
"Casado(a) (043)",478,129,20,150,6,170,3
"Viudo(a) (044)",97,4,5,82,,6,
"Divorciado(a) (045)",7,2,1,4,,,
"Soltero(a) (046)",295,110,14,66,2,80,23
,,,,,,,
"RURAL (048)",2874,113,351,1571,17,777,45
"Conviviente (049)",899,31,119,494,6,239,10
"Separado(a) (050)",50,4,5,39,,1,1
"Casado(a) (051)",1237,45,122,702,8,336,24
"Viudo(a) (052)",207,2,16,174,2,13,
"Divorciado(a) (053)",9,,,8,,1,
"Soltero(a) (054)",472,31,89,154,1,187,10
"Hombres (056)",1846,70,280,1203,12,277,4
"Conviviente (057)",573,18,96,391,4,63,1
"Separado(a) (058)",29,3,4,20,,1,1
"Casado(a) (059)",802,32,98,587,6,78,1
"Viudo(a) (060)",99,1,9,83,1,5,
"Divorciado(a) (061)",7,,,7,,,
"Soltero(a) (062)",336,16,73,115,1,130,1
"Mujeres (064)",1028,43,71,368,5,500,41
"Conviviente (065)",326,13,23,103,2,176,9
"Separado(a) (066)",21,1,1,19,,,
"Casado(a) (067)",435,13,24,115,2,258,23
"Viudo(a) (068)",108,1,7,91,1,8,
"Divorciado(a) (069)",2,,,1,,1,
"Soltero(a) (070)",136,15,16,39,,57,9
