"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",11012,174,3288,2387,1953,1784,1426
"Hombres (001)",5583,82,1651,1290,994,931,635
"Mujeres (002)",5429,92,1637,1097,959,853,791
"Viviendas particulares (003)",10758,173,3282,2286,1859,1737,1421
"Hombres (004)",5371,82,1648,1200,920,890,631
"Mujeres (005)",5387,91,1634,1086,939,847,790
"Viviendas colectivas (006)",196,,,81,78,34,3
"Hombres (007)",165,,,73,60,30,2
"Mujeres (008)",31,,,8,18,4,1
"Otro tipo (009)",58,1,6,20,16,13,2
"Hombres (010)",47,,3,17,14,11,2
"Mujeres (011)",11,1,3,3,2,2,
,,,,,,,
"URBANA (012)",7396,130,2253,1633,1339,1169,872
"Hombres (013)",3696,62,1133,868,655,610,368
"Mujeres (014)",3700,68,1120,765,684,559,504
"Viviendas particulares (015)",7318,129,2251,1606,1309,1154,869
"Hombres (016)",3634,62,1132,844,633,597,366
"Mujeres (017)",3684,67,1119,762,676,557,503
"Viviendas colectivas (018)",30,,,10,16,3,1
"Hombres (019)",22,,,9,10,3,
"Mujeres (020)",8,,,1,6,,1
"Otro tipo (021)",48,1,2,17,14,12,2
"Hombres (022)",40,,1,15,12,10,2
"Mujeres (023)",8,1,1,2,2,2,
,,,,,,,
"RURAL (024)",3616,44,1035,754,614,615,554
"Hombres (025)",1887,20,518,422,339,321,267
"Mujeres (026)",1729,24,517,332,275,294,287
"Viviendas particulares (027)",3440,44,1031,680,550,583,552
"Hombres (028)",1737,20,516,356,287,293,265
"Mujeres (029)",1703,24,515,324,263,290,287
"Viviendas colectivas (030)",166,,,71,62,31,2
"Hombres (031)",143,,,64,50,27,2
"Mujeres (032)",23,,,7,12,4,
"Otro tipo (033)",10,,4,3,2,1,
"Hombres (034)",7,,2,2,2,1,
"Mujeres (035)",3,,2,1,,,
