"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia TOCACHE (000)",709,205,504
"De 14 a 29 años (001)",377,142,235
"De 30 a 44 años (002)",193,46,147
"De 45 a 64 años (003)",119,17,102
"De 65 y más años (004)",20,,20
"Hombres (005)",574,150,424
"De 14 a 29 años (006)",283,97,186
"De 30 a 44 años (007)",164,39,125
"De 45 a 64 años (008)",109,14,95
"De 65 y más años (009)",18,,18
"Mujeres (010)",135,55,80
"De 14 a 29 años (011)",94,45,49
"De 30 a 44 años (012)",29,7,22
"De 45 a 64 años (013)",10,3,7
"De 65 y más años (014)",2,,2
,,,
"AREA URBANA (015)",423,95,328
"De 14 a 29 años (016)",222,74,148
"De 30 a 44 años (017)",108,13,95
"De 45 a 64 años (018)",78,8,70
"De 65 y más años (019)",15,,15
"Hombres (020)",326,64,262
"De 14 a 29 años (021)",160,49,111
"De 30 a 44 años (022)",85,10,75
"De 45 a 64 años (023)",68,5,63
"De 65 y más años (024)",13,,13
"Mujeres (025)",97,31,66
"De 14 a 29 años (026)",62,25,37
"De 30 a 44 años (027)",23,3,20
"De 45 a 64 años (028)",10,3,7
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",286,110,176
"De 14 a 29 años (031)",155,68,87
"De 30 a 44 años (032)",85,33,52
"De 45 a 64 años (033)",41,9,32
"De 65 y más años (034)",5,,5
"Hombres (035)",248,86,162
"De 14 a 29 años (036)",123,48,75
"De 30 a 44 años (037)",79,29,50
"De 45 a 64 años (038)",41,9,32
"De 65 y más años (039)",5,,5
"Mujeres (040)",38,24,14
"De 14 a 29 años (041)",32,20,12
"De 30 a 44 años (042)",6,4,2
