"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ABANCAY (000)",31552,2228,30,7545,10648,1440,2603,2227,4831
"Agric., ganadería, caza y silvicultura (001)",9614,1466,14,4368,3265,131,115,134,121
"Pesca (002)",11,,,3,5,1,1,,1
"Explotación de minas y canteras (003)",134,3,,13,72,4,13,8,21
"Industrias manufactureras (004)",1191,35,,235,602,82,61,102,74
"Suministro de electricidad, gas y agua (005)",86,,,5,21,8,17,10,25
"Construcción (006)",2163,42,1,486,1093,129,124,158,130
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",5312,340,4,1215,2285,339,323,470,336
"Venta, mant.y rep. veh.autom.y motoc. (008)",409,,,22,193,47,69,44,34
"Comercio al por mayor (009)",228,7,1,32,114,21,8,21,24
"Comercio al por menor (010)",4675,333,3,1161,1978,271,246,405,278
"Hoteles y restaurantes (011)",1566,130,3,394,678,96,57,154,54
"Trans., almac. y comunicaciones (012)",1679,15,,184,931,110,122,210,107
"Intermediación financiera (013)",161,,,,9,7,18,31,96
"Activid.inmobil., empres. y de alquiler (014)",950,8,,14,116,76,101,139,496
"Admin.pub. y defensa; p. segur.soc.afil (015)",1985,13,1,100,412,126,230,305,798
"Enseñanza (016)",3264,,,4,160,126,1056,194,1724
"Servicios sociales y de salud (017)",1141,3,,34,121,61,232,96,594
"Otras activ. serv.comun.soc y personales (018)",724,29,1,102,209,67,77,103,136
"Hogares privados con servicio doméstico (019)",781,44,3,199,446,43,10,28,8
"Organiz. y organos extraterritoriales (020)",1,,,,,,,,1
"Actividad economica no especificada (021)",789,100,3,189,223,34,46,85,109
"Hombres (022)",20119,1148,13,5204,7304,859,1409,1414,2768
"Agric., ganadería, caza y silvicultura (023)",8174,1015,8,3792,2917,112,98,116,116
"Pesca (024)",9,,,2,4,1,1,,1
"Explotación de minas y canteras (025)",124,3,,12,69,3,12,6,19
"Industrias manufactureras (026)",907,15,,189,476,57,37,81,52
"Suministro de electricidad, gas y agua (027)",74,,,5,20,7,15,8,19
"Construcción (028)",2098,41,1,467,1075,124,117,153,120
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",2008,18,1,305,972,157,161,225,169
"Venta, mant.y rep. veh.autom.y motoc. (030)",364,,,19,171,42,63,37,32
"Comercio al por mayor (031)",140,,,17,75,14,6,14,14
"Comercio al por menor (032)",1504,18,1,269,726,101,92,174,123
"Hoteles y restaurantes (033)",346,3,1,34,179,25,18,63,23
"Trans., almac. y comunicaciones (034)",1475,13,,177,854,90,95,172,74
"Intermediación financiera (035)",87,,,,6,2,7,17,55
"Activid.inmobil., empres. y de alquiler (036)",698,3,,10,86,55,75,108,361
"Admin.pub. y defensa; p. segur.soc.afil (037)",1324,4,,57,298,85,149,189,542
"Enseñanza (038)",1561,,,3,67,59,467,114,851
"Servicios sociales y de salud (039)",422,2,,7,30,25,97,39,222
"Otras activ. serv.comun.soc y personales (040)",357,3,1,46,75,38,38,70,86
"Hogares privados con servicio doméstico (041)",58,6,,13,35,1,1,1,1
