"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CASTILLA (000)",33861,3325,644,11400,11998,1723,2256,811,1704
"Hombres (001)",17980,891,314,5922,7201,989,1175,534,954
"Mujeres (002)",15881,2434,330,5478,4797,734,1081,277,750
"PEA (003)",17015,1356,17,4135,6783,1104,1721,533,1366
"Hombres (004)",11870,596,10,2868,5262,794,1065,419,856
"Mujeres (005)",5145,760,7,1267,1521,310,656,114,510
"Ocupada (006)",16479,1330,15,4016,6531,1064,1667,520,1336
"Hombres (007)",11486,581,9,2778,5068,763,1038,407,842
"Mujeres (008)",4993,749,6,1238,1463,301,629,113,494
"Desocupada (009)",536,26,2,119,252,40,54,13,30
"Hombres (010)",384,15,1,90,194,31,27,12,14
"Mujeres (011)",152,11,1,29,58,9,27,1,16
"No PEA (012)",16846,1969,627,7265,5215,619,535,278,338
"Hombres (013)",6110,295,304,3054,1939,195,110,115,98
"Mujeres (014)",10736,1674,323,4211,3276,424,425,163,240
,,,,,,,,,
"URBANA (018)",19271,1348,422,6088,6865,1137,1569,556,1286
"Hombres (019)",9977,310,210,3027,3943,640,790,348,709
"Mujeres (020)",9294,1038,212,3061,2922,497,779,208,577
"PEA (021)",9806,533,13,2033,3807,764,1230,371,1055
"Hombres (022)",6432,182,8,1305,2794,520,711,278,634
"Mujeres (023)",3374,351,5,728,1013,244,519,93,421
"Ocupada (024)",9468,518,11,1962,3664,735,1189,362,1027
"Hombres (025)",6202,176,7,1253,2686,500,690,269,621
"Mujeres (026)",3266,342,4,709,978,235,499,93,406
"Desocupada (027)",338,15,2,71,143,29,41,9,28
"Hombres (028)",230,6,1,52,108,20,21,9,13
"Mujeres (029)",108,9,1,19,35,9,20,,15
"No PEA (030)",9465,815,409,4055,3058,373,339,185,231
"Hombres (031)",3545,128,202,1722,1149,120,79,70,75
"Mujeres (032)",5920,687,207,2333,1909,253,260,115,156
,,,,,,,,,
"RURAL (036)",14590,1977,222,5312,5133,586,687,255,418
"Hombres (037)",8003,581,104,2895,3258,349,385,186,245
"Mujeres (038)",6587,1396,118,2417,1875,237,302,69,173
"PEA (039)",7209,823,4,2102,2976,340,491,162,311
"Hombres (040)",5438,414,2,1563,2468,274,354,141,222
"Mujeres (041)",1771,409,2,539,508,66,137,21,89
"Ocupada (042)",7011,812,4,2054,2867,329,478,158,309
"Hombres (043)",5284,405,2,1525,2382,263,348,138,221
"Mujeres (044)",1727,407,2,529,485,66,130,20,88
"Desocupada (045)",198,11,,48,109,11,13,4,2
"Hombres (046)",154,9,,38,86,11,6,3,1
"Mujeres (047)",44,2,,10,23,,7,1,1
"No PEA (048)",7381,1154,218,3210,2157,246,196,93,107
"Hombres (049)",2565,167,102,1332,790,75,31,45,23
"Mujeres (050)",4816,987,116,1878,1367,171,165,48,84
