"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia JORGE BASADRE",,,,
"Viviendas particulares (001)",2075,1780,197,98
"Ocupantes presentes (002)",6197,5389,523,285
"Casa independiente",,,,
"Viviendas particulares (004)",1099,972,77,50
"Ocupantes presentes (005)",3992,3561,271,160
"Departamento en edificio",,,,
"Viviendas particulares (007)",745,741,4,
"Ocupantes presentes (008)",1662,1654,8,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",25,5,20,
"Ocupantes presentes (011)",51,11,40,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",138,43,95,
"Ocupantes presentes (014)",301,98,203,
"Choza o cabaña",,,,
"Viviendas particulares (016)",40,,,40
"Ocupantes presentes (017)",95,,,95
"Vivienda improvisada",,,,
"Viviendas particulares (019)",15,7,1,7
"Ocupantes presentes (020)",59,30,1,28
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",13,12,,1
"Ocupantes presentes (023)",37,35,,2
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",2010,1736,191,83
"Ocupantes presentes (029)",5998,5248,503,247
"Casa independiente",,,,
"Viviendas particulares (031)",1049,934,71,44
"Ocupantes presentes (032)",3830,3434,251,145
"Departamento en edificio",,,,
"Viviendas particulares (034)",739,735,4,
"Ocupantes presentes (035)",1648,1640,8,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",25,5,20,
"Ocupantes presentes (038)",51,11,40,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",138,43,95,
"Ocupantes presentes (041)",301,98,203,
"Choza o cabaña",,,,
"Viviendas particulares (043)",31,,,31
"Ocupantes presentes (044)",72,,,72
"Vivienda improvisada",,,,
"Viviendas particulares (046)",15,7,1,7
"Ocupantes presentes (047)",59,30,1,28
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",13,12,,1
"Ocupantes presentes (050)",37,35,,2
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",65,44,6,15
"Ocupantes presentes (056)",199,141,20,38
"Casa independiente",,,,
"Viviendas particulares (058)",50,38,6,6
"Ocupantes presentes (059)",162,127,20,15
"Departamento en edificio",,,,
"Viviendas particulares (061)",6,6,,
"Ocupantes presentes (062)",14,14,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (070)",9,,,9
"Ocupantes presentes (071)",23,,,23
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",1682,1485,173,24
"Ocupantes presentes (110)",4979,4435,442,102
"Casa independiente",,,,
"Viviendas particulares (112)",751,682,53,16
"Ocupantes presentes (113)",2883,2621,190,72
"Departamento en edificio",,,,
"Viviendas particulares (115)",745,741,4,
"Ocupantes presentes (116)",1662,1654,8,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",25,5,20,
"Ocupantes presentes (119)",51,11,40,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",138,43,95,
"Ocupantes presentes (122)",301,98,203,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",15,7,1,7
"Ocupantes presentes (128)",59,30,1,28
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",8,7,,1
"Ocupantes presentes (131)",23,21,,2
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",1664,1473,172,19
"Ocupantes presentes (137)",4930,4403,439,88
"Casa independiente",,,,
"Viviendas particulares (139)",739,676,52,11
"Ocupantes presentes (140)",2848,2603,187,58
"Departamento en edificio",,,,
"Viviendas particulares (142)",739,735,4,
"Ocupantes presentes (143)",1648,1640,8,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",25,5,20,
"Ocupantes presentes (146)",51,11,40,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",138,43,95,
"Ocupantes presentes (149)",301,98,203,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",15,7,1,7
"Ocupantes presentes (155)",59,30,1,28
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",8,7,,1
"Ocupantes presentes (158)",23,21,,2
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",18,12,1,5
"Ocupantes presentes (164)",49,32,3,14
"Casa independiente",,,,
"Viviendas particulares (166)",12,6,1,5
"Ocupantes presentes (167)",35,18,3,14
"Departamento en edificio",,,,
"Viviendas particulares (169)",6,6,,
"Ocupantes presentes (170)",14,14,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",393,295,24,74
"Ocupantes presentes (218)",1218,954,81,183
"Casa independiente",,,,
"Viviendas particulares (220)",348,290,24,34
"Ocupantes presentes (221)",1109,940,81,88
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",40,,,40
"Ocupantes presentes (233)",95,,,95
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",5,5,,
"Ocupantes presentes (239)",14,14,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",346,263,19,64
"Ocupantes presentes (245)",1068,845,64,159
"Casa independiente",,,,
"Viviendas particulares (247)",310,258,19,33
"Ocupantes presentes (248)",982,831,64,87
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",31,,,31
"Ocupantes presentes (260)",72,,,72
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",5,5,,
"Ocupantes presentes (266)",14,14,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",47,32,5,10
"Ocupantes presentes (272)",150,109,17,24
"Casa independiente",,,,
"Viviendas particulares (274)",38,32,5,1
"Ocupantes presentes (275)",127,109,17,1
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",9,,,9
"Ocupantes presentes (287)",23,,,23
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
