"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CANGALLO (000)",9509,8160,587,394,368
"Sin nivel (001)",1413,1378,22,6,7
"Educación inicial (002)",17,15,1,1,
"Primaria (003)",4231,3966,161,71,33
"Secundaria (004)",2708,2347,185,94,82
"Superior no univ. incompleta (005)",211,126,28,29,28
"Superior no univ. completa (006)",490,203,107,107,73
"Superior univ. incompleta (007)",84,36,10,14,24
"Superior univ. completa (008)",355,89,73,72,121
"De 06 a 14 años (010)",238,223,8,7,
"Sin nivel (011)",5,5,,,
"Educación inicial (012)",3,3,,,
"Primaria (013)",189,176,8,5,
"Secundaria (014)",41,39,,2,
"De 15 a 29 años (020)",2795,2361,208,107,119
"Sin nivel (021)",63,61,2,,
"Educación inicial (022)",6,5,,1,
"Primaria (023)",994,923,51,14,6
"Secundaria (024)",1414,1225,106,52,31
"Superior no univ. incompleta (025)",79,52,11,7,9
"Superior no univ. completa (026)",138,61,26,21,30
"Superior univ. incompleta (027)",31,18,4,1,8
"Superior univ. completa (028)",70,16,8,11,35
"De 30 a 44 años (030)",3235,2663,232,187,153
"Sin nivel (031)",282,273,6,2,1
"Educación inicial (032)",8,7,1,,
"Primaria (033)",1475,1386,51,29,9
"Secundaria (034)",898,779,58,29,32
"Superior no univ. incompleta (035)",85,54,8,14,9
"Superior no univ. completa (036)",276,110,67,70,29
"Superior univ. incompleta (037)",36,15,2,7,12
"Superior univ. completa (038)",175,39,39,36,61
"De 45 a 64 años (040)",2368,2065,127,83,93
"Sin nivel (041)",621,603,12,2,4
"Primaria (043)",1197,1117,44,19,17
"Secundaria (044)",316,268,20,9,19
"Superior no univ. incompleta (045)",43,17,9,7,10
"Superior no univ. completa (046)",74,30,14,16,14
"Superior univ. incompleta (047)",17,3,4,6,4
"Superior univ. completa (048)",100,27,24,24,25
"De 65 y más años (050)",873,848,12,10,3
"Sin nivel (051)",442,436,2,2,2
"Primaria (053)",376,364,7,4,1
"Secundaria (054)",39,36,1,2,
"Superior no univ. incompleta (055)",4,3,,1,
"Superior no univ. completa (056)",2,2,,,
"Superior univ. completa (058)",10,7,2,1,
,,,,,
"URBANA (060)",3608,2748,300,267,293
"Sin nivel (061)",364,348,9,3,4
