"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHUPACA (000)",18966,3005,3865,8852,193,2746,305
"Conviviente (001)",4670,685,1180,2222,45,488,50
"Separado(a) (002)",850,98,174,480,7,59,32
"Casado(a) (003)",7571,1241,1277,3751,91,1155,56
"Viudo(a) (004)",824,39,138,561,6,66,14
"Divorciado(a) (005)",85,14,21,47,1,1,1
"Soltero(a) (006)",4966,928,1075,1791,43,977,152
"Hombres (008)",11327,1803,2738,5634,128,1006,18
"Conviviente (009)",3108,461,887,1586,30,144,
"Separado(a) (010)",230,31,65,121,2,9,2
"Casado(a) (011)",4713,859,922,2616,68,243,5
"Viudo(a) (012)",239,18,51,156,1,13,
"Divorciado(a) (013)",37,3,8,25,,1,
"Soltero(a) (014)",3000,431,805,1130,27,596,11
"Mujeres (016)",7639,1202,1127,3218,65,1740,287
"Conviviente (017)",1562,224,293,636,15,344,50
"Separado(a) (018)",620,67,109,359,5,50,30
"Casado(a) (019)",2858,382,355,1135,23,912,51
"Viudo(a) (020)",585,21,87,405,5,53,14
"Divorciado(a) (021)",48,11,13,22,1,,1
"Soltero(a) (022)",1966,497,270,661,16,381,141
,,,,,,,
"URBANA (024)",12009,2437,2133,5696,153,1431,159
"Conviviente (025)",3078,559,689,1505,30,271,24
"Separado(a) (026)",564,81,109,328,6,27,13
"Casado(a) (027)",4669,1026,693,2262,73,598,17
"Viudo(a) (028)",488,35,71,330,5,41,6
"Divorciado(a) (029)",67,13,12,39,1,1,1
"Soltero(a) (030)",3143,723,559,1232,38,493,98
"Hombres (032)",7124,1437,1551,3510,101,514,11
"Conviviente (033)",2022,366,523,1035,19,79,
"Separado(a) (034)",165,27,45,87,2,3,1
"Casado(a) (035)",2838,693,500,1466,53,124,2
"Viudo(a) (036)",144,16,29,89,1,9,
"Divorciado(a) (037)",31,3,5,22,,1,
"Soltero(a) (038)",1924,332,449,811,26,298,8
"Mujeres (040)",4885,1000,582,2186,52,917,148
"Conviviente (041)",1056,193,166,470,11,192,24
"Separado(a) (042)",399,54,64,241,4,24,12
"Casado(a) (043)",1831,333,193,796,20,474,15
"Viudo(a) (044)",344,19,42,241,4,32,6
"Divorciado(a) (045)",36,10,7,17,1,,1
"Soltero(a) (046)",1219,391,110,421,12,195,90
,,,,,,,
"RURAL (048)",6957,568,1732,3156,40,1315,146
"Conviviente (049)",1592,126,491,717,15,217,26
"Separado(a) (050)",286,17,65,152,1,32,19
"Casado(a) (051)",2902,215,584,1489,18,557,39
"Viudo(a) (052)",336,4,67,231,1,25,8
"Divorciado(a) (053)",18,1,9,8,,,
"Soltero(a) (054)",1823,205,516,559,5,484,54
"Hombres (056)",4203,366,1187,2124,27,492,7
"Conviviente (057)",1086,95,364,551,11,65,
"Separado(a) (058)",65,4,20,34,,6,1
"Casado(a) (059)",1875,166,422,1150,15,119,3
"Viudo(a) (060)",95,2,22,67,,4,
"Divorciado(a) (061)",6,,3,3,,,
"Soltero(a) (062)",1076,99,356,319,1,298,3
"Mujeres (064)",2754,202,545,1032,13,823,139
"Conviviente (065)",506,31,127,166,4,152,26
"Separado(a) (066)",221,13,45,118,1,26,18
"Casado(a) (067)",1027,49,162,339,3,438,36
"Viudo(a) (068)",241,2,45,164,1,21,8
"Divorciado(a) (069)",12,1,6,5,,,
"Soltero(a) (070)",747,106,160,240,4,186,51
