"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia ACOBAMBA",,,,,,,
"Viviendas particulares (001)",14895,1227,174,174,11152,440,1728
"Ocupantes presentes (002)",63458,4592,771,723,48761,1569,7042
"Casa independiente",,,,,,,
"Viviendas particulares (004)",14493,1050,174,167,10985,435,1682
"Ocupantes presentes (005)",61918,3939,771,703,48094,1556,6855
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",171,147,,3,21,,
"Ocupantes presentes (011)",628,545,,12,71,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",47,25,,3,17,1,1
"Ocupantes presentes (014)",163,95,,7,48,4,9
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",171,1,,1,124,3,42
"Ocupantes presentes (017)",706,1,,1,522,8,174
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",5,1,,,3,,1
"Ocupantes presentes (020)",19,4,,,14,,1
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",6,2,,,2,1,1
"Ocupantes presentes (023)",20,5,,,12,1,2
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,1,,,,,1
"Ocupantes presentes (026)",4,3,,,,,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4686,984,,111,3241,65,285
"Ocupantes presentes (029)",19014,3750,,497,13348,210,1209
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4461,810,,105,3200,63,283
"Ocupantes presentes (032)",18202,3105,,478,13215,205,1199
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",171,147,,3,21,,
"Ocupantes presentes (038)",628,545,,12,71,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",47,25,,3,17,1,1
"Ocupantes presentes (041)",163,95,,7,48,4,9
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",5,1,,,3,,1
"Ocupantes presentes (047)",19,4,,,14,,1
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",2,1,,,,1,
"Ocupantes presentes (050)",2,1,,,,1,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",10209,243,174,63,7911,375,1443
"Ocupantes presentes (056)",44444,842,771,226,35413,1359,5833
"Casa independiente",,,,,,,
"Viviendas particulares (058)",10032,240,174,62,7785,372,1399
"Ocupantes presentes (059)",43716,834,771,225,34879,1351,5656
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",171,1,,1,124,3,42
"Ocupantes presentes (071)",706,1,,1,522,8,174
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",4,1,,,2,,1
"Ocupantes presentes (077)",18,4,,,12,,2
"Otro tipo",,,,,,,
"Viviendas particulares (079)",2,1,,,,,1
"Ocupantes presentes (080)",4,3,,,,,1
