"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CANAS (000)",35633,7141,1078,16638,9080,491,494,392,319
"Jefe o Jefa (001)",10040,1999,2,4729,2539,184,262,155,170
"Esposa(o)/ compa¤era(o) (002)",6132,1762,13,3245,933,47,53,33,46
"Hijo(a)/ hijastro(a) (003)",16444,2544,928,7484,4883,230,127,168,80
"Yerno/ nuera (004)",313,13,,105,163,5,20,3,4
"Nieto(a) (005)",1008,264,84,474,171,8,2,3,2
"Padres/ suegros (006)",413,311,,90,8,,3,1,
"Otro(a) pariente (007)",1053,216,49,424,303,11,21,20,9
"Trabajador(a) del hogar (008)",30,4,,12,13,,,1,
"Pensionista (009)",6,2,,,3,,1,,
"Otro(a) no pariente (010)",194,26,2,75,64,6,5,8,8
"Hombres (012)",17827,2259,549,8230,5619,342,353,244,231
"Jefe o Jefa (013)",7233,649,1,3703,2218,165,231,120,146
"Esposa(o)/ compa¤era(o) (014)",364,29,1,174,121,6,11,6,16
"Hijo(a)/ hijastro(a) (015)",8772,1287,468,3758,2873,150,85,96,55
"Yerno/ nuera (016)",122,3,,31,69,2,13,2,2
"Nieto(a) (017)",538,137,54,241,94,6,2,2,2
"Padres/ suegros (018)",122,55,,62,5,,,,
"Otro(a) pariente (019)",549,87,24,213,192,7,8,13,5
"Trabajador(a) del hogar (020)",10,,,3,6,,,1,
"Pensionista (021)",4,1,,,2,,1,,
"Otro(a) no pariente (022)",113,11,1,45,39,6,2,4,5
"Mujeres (024)",17806,4882,529,8408,3461,149,141,148,88
"Jefe o Jefa (025)",2807,1350,1,1026,321,19,31,35,24
"Esposa(o)/ compa¤era(o) (026)",5768,1733,12,3071,812,41,42,27,30
"Hijo(a)/ hijastro(a) (027)",7672,1257,460,3726,2010,80,42,72,25
"Yerno/ nuera (028)",191,10,,74,94,3,7,1,2
"Nieto(a) (029)",470,127,30,233,77,2,,1,
"Padres/ suegros (030)",291,256,,28,3,,3,1,
"Otro(a) pariente (031)",504,129,25,211,111,4,13,7,4
"Trabajador(a) del hogar (032)",20,4,,9,7,,,,
"Pensionista (033)",2,1,,,1,,,,
"Otro(a) no pariente (034)",81,15,1,30,25,,3,4,3
,,,,,,,,,
"URBANA (036)",5640,741,181,2038,1818,179,250,240,193
"Jefe o Jefa (037)",1769,198,2,536,603,79,138,101,112
"Esposa(o)/ compa¤era(o) (038)",909,119,3,369,302,24,33,24,35
"Hijo(a)/ hijastro(a) (039)",2317,309,152,915,709,65,50,84,33
"Yerno/ nuera (040)",43,2,,6,21,1,8,2,3
"Nieto(a) (041)",122,22,13,58,25,1,,2,1
"Padres/ suegros (042)",64,41,,17,2,,3,1,
"Otro(a) pariente (043)",284,38,10,94,101,5,13,19,4
"Trabajador(a) del hogar (044)",16,1,,5,10,,,,
"Pensionista (045)",4,,,,3,,1,,
"Otro(a) no pariente (046)",112,11,1,38,42,4,4,7,5
"Hombres (048)",2830,241,91,961,991,116,166,130,134
