"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia JAUJA",,,,,,,,,
"Viviendas particulares (001)",10786,1108,1103,294,648,68,67,66,7432
"Ocupantes presentes (002)",44855,4270,4161,1094,2598,276,312,275,31869
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",10370,1098,1084,285,642,65,64,58,7074
"Ocupantes presentes (005)",43124,4239,4094,1062,2583,264,301,246,30335
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",37,1,3,,2,,,,31
"Ocupantes presentes (008)",132,4,8,,5,,,,115
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",139,1,6,2,3,1,,7,119
"Ocupantes presentes (011)",622,4,18,11,8,5,,26,550
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",224,6,7,7,1,2,3,1,197
"Ocupantes presentes (014)",932,18,33,21,2,7,11,3,837
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,,,,,,,,1
"Ocupantes presentes (017)",7,,,,,,,,7
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",4,,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",14,2,3,,,,,,9
"Ocupantes presentes (023)",34,5,8,,,,,,21
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",9083,976,1050,272,499,66,58,65,6097
"Ocupantes presentes (029)",37974,3713,3933,995,2022,267,271,267,26506
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",8669,966,1031,263,493,63,55,57,5741
"Ocupantes presentes (032)",36251,3682,3866,963,2007,255,260,238,24980
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",37,1,3,,2,,,,31
"Ocupantes presentes (035)",132,4,8,,5,,,,115
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",139,1,6,2,3,1,,7,119
"Ocupantes presentes (038)",622,4,18,11,8,5,,26,550
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",224,6,7,7,1,2,3,1,197
"Ocupantes presentes (041)",932,18,33,21,2,7,11,3,837
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",4,,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",13,2,3,,,,,,8
"Ocupantes presentes (050)",33,5,8,,,,,,20
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1703,132,53,22,149,2,9,1,1335
"Ocupantes presentes (056)",6881,557,228,99,576,9,41,8,5363
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1701,132,53,22,149,2,9,1,1333
"Ocupantes presentes (059)",6873,557,228,99,576,9,41,8,5355
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,,,,,,,,1
"Ocupantes presentes (071)",7,,,,,,,,7
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
