"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia AYABACA (000)",35602,2895,2979,22146,263,6924,395
"Conviviente (001)",7962,641,838,5767,78,587,51
"Separado(a) (002)",544,78,37,362,8,41,18
"Casado(a) (003)",14973,1232,793,11765,116,986,81
"Viudo(a) (004)",1200,31,54,980,8,116,11
"Divorciado(a) (005)",80,19,4,44,1,11,1
"Soltero(a) (006)",10843,894,1253,3228,52,5183,233
"Hombres (008)",30757,1504,2786,20278,234,5938,17
"Conviviente (009)",7032,350,798,5401,71,412,
"Separado(a) (010)",297,20,24,225,5,23,
"Casado(a) (011)",13245,722,727,11105,106,584,1
"Viudo(a) (012)",802,6,38,692,6,60,
"Divorciado(a) (013)",53,7,1,37,1,6,1
"Soltero(a) (014)",9328,399,1198,2818,45,4853,15
"Mujeres (016)",4845,1391,193,1868,29,986,378
"Conviviente (017)",930,291,40,366,7,175,51
"Separado(a) (018)",247,58,13,137,3,18,18
"Casado(a) (019)",1728,510,66,660,10,402,80
"Viudo(a) (020)",398,25,16,288,2,56,11
"Divorciado(a) (021)",27,12,3,7,,5,
"Soltero(a) (022)",1515,495,55,410,7,330,218
,,,,,,,
"URBANA (024)",5665,1909,624,2484,57,416,175
"Conviviente (025)",1300,412,173,614,11,79,11
"Separado(a) (026)",162,41,8,97,2,8,6
"Casado(a) (027)",2231,859,160,1050,27,121,14
"Viudo(a) (028)",150,24,7,108,,10,1
"Divorciado(a) (029)",30,14,,14,,2,
"Soltero(a) (030)",1792,559,276,601,17,196,143
"Hombres (032)",3642,1018,578,1773,39,228,6
"Conviviente (033)",889,231,161,457,7,33,
"Separado(a) (034)",61,12,3,43,,3,
"Casado(a) (035)",1479,502,147,775,18,37,
"Viudo(a) (036)",59,3,5,48,,3,
"Divorciado(a) (037)",16,3,,11,,2,
"Soltero(a) (038)",1138,267,262,439,14,150,6
"Mujeres (040)",2023,891,46,711,18,188,169
"Conviviente (041)",411,181,12,157,4,46,11
"Separado(a) (042)",101,29,5,54,2,5,6
"Casado(a) (043)",752,357,13,275,9,84,14
"Viudo(a) (044)",91,21,2,60,,7,1
"Divorciado(a) (045)",14,11,,3,,,
"Soltero(a) (046)",654,292,14,162,3,46,137
,,,,,,,
"RURAL (048)",29937,986,2355,19662,206,6508,220
"Conviviente (049)",6662,229,665,5153,67,508,40
"Separado(a) (050)",382,37,29,265,6,33,12
"Casado(a) (051)",12742,373,633,10715,89,865,67
"Viudo(a) (052)",1050,7,47,872,8,106,10
"Divorciado(a) (053)",50,5,4,30,1,9,1
"Soltero(a) (054)",9051,335,977,2627,35,4987,90
"Hombres (056)",27115,486,2208,18505,195,5710,11
"Conviviente (057)",6143,119,637,4944,64,379,
"Separado(a) (058)",236,8,21,182,5,20,
"Casado(a) (059)",11766,220,580,10330,88,547,1
"Viudo(a) (060)",743,3,33,644,6,57,
"Divorciado(a) (061)",37,4,1,26,1,4,1
"Soltero(a) (062)",8190,132,936,2379,31,4703,9
"Mujeres (064)",2822,500,147,1157,11,798,209
"Conviviente (065)",519,110,28,209,3,129,40
"Separado(a) (066)",146,29,8,83,1,13,12
"Casado(a) (067)",976,153,53,385,1,318,66
"Viudo(a) (068)",307,4,14,228,2,49,10
"Divorciado(a) (069)",13,1,3,4,,5,
"Soltero(a) (070)",861,203,41,248,4,284,81
