"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TARATA (000)",4267,89,1114,1298,1181,585
"Empleado (001)",538,1,179,244,107,7
"Obrero (002)",585,10,239,206,106,24
"Trabajador independiente (003)",1982,1,300,548,720,413
"Empleador o patrono (004)",40,,11,12,9,8
"Trabajador familiar no remunerado (005)",877,73,271,208,206,119
"Trabajador del hogar (006)",26,2,11,6,5,2
"Desocupado (008)",219,2,103,74,28,12
"Hombres (009)",2486,58,646,775,680,327
"Empleado (010)",311,,72,152,81,6
"Obrero (011)",439,8,190,143,80,18
"Trabajador independiente (012)",1231,1,172,345,444,269
"Empleador o patrono (013)",31,,9,10,5,7
"Trabajador familiar no remunerado (014)",317,47,132,72,49,17
"Trabajador del hogar (015)",3,1,2,,,
"Desocupado (017)",154,1,69,53,21,10
"Mujeres (018)",1781,31,468,523,501,258
"Empleado (019)",227,1,107,92,26,1
"Obrero (020)",146,2,49,63,26,6
"Trabajador independiente (021)",751,,128,203,276,144
"Empleador o patrono (022)",9,,2,2,4,1
"Trabajador familiar no remunerado (023)",560,26,139,136,157,102
"Trabajador del hogar (024)",23,1,9,6,5,2
"Desocupado (026)",65,1,34,21,7,2
,,,,,,
"URBANA (027)",3217,72,840,986,888,431
"Empleado (028)",446,1,147,193,98,7
"Obrero (029)",482,9,199,167,88,19
"Trabajador independiente (030)",1459,1,215,412,536,295
"Empleador o patrono (031)",39,,11,11,9,8
"Trabajador familiar no remunerado (032)",591,57,177,137,131,89
"Trabajador del hogar (033)",24,2,10,6,4,2
"Desocupado (035)",176,2,81,60,22,11
"Hombres (036)",1851,47,484,576,505,239
"Empleado (037)",257,,58,120,73,6
"Obrero (038)",348,7,153,111,64,13
"Trabajador independiente (039)",888,1,119,255,321,192
"Empleador o patrono (040)",30,,9,9,5,7
"Trabajador familiar no remunerado (041)",210,37,93,41,27,12
"Trabajador del hogar (042)",3,1,2,,,
"Desocupado (044)",115,1,50,40,15,9
"Mujeres (045)",1366,25,356,410,383,192
"Empleado (046)",189,1,89,73,25,1
"Obrero (047)",134,2,46,56,24,6
"Trabajador independiente (048)",571,,96,157,215,103
"Empleador o patrono (049)",9,,2,2,4,1
"Trabajador familiar no remunerado (050)",381,20,84,96,104,77
"Trabajador del hogar (051)",21,1,8,6,4,2
"Desocupado (053)",61,1,31,20,7,2
,,,,,,
"RURAL (054)",1050,17,274,312,293,154
"Empleado (055)",92,,32,51,9,
"Obrero (056)",103,1,40,39,18,5
"Trabajador independiente (057)",523,,85,136,184,118
"Empleador o patrono (058)",1,,,1,,
"Trabajador familiar no remunerado (059)",286,16,94,71,75,30
"Trabajador del hogar (060)",2,,1,,1,
"Desocupado (062)",43,,22,14,6,1
"Hombres (063)",635,11,162,199,175,88
"Empleado (064)",54,,14,32,8,
"Obrero (065)",91,1,37,32,16,5
"Trabajador independiente (066)",343,,53,90,123,77
"Empleador o patrono (067)",1,,,1,,
"Trabajador familiar no remunerado (068)",107,10,39,31,22,5
"Desocupado (071)",39,,19,13,6,1
"Mujeres (072)",415,6,112,113,118,66
"Empleado (073)",38,,18,19,1,
"Obrero (074)",12,,3,7,2,
"Trabajador independiente (075)",180,,32,46,61,41
"Trabajador familiar no remunerado (077)",179,6,55,40,53,25
"Trabajador del hogar (078)",2,,1,,1,
"Desocupado (080)",4,,3,1,,
