"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ISLAY (000)",47286,5106,13035,3098,26235
"Hombres (001)",24303,2187,6679,1906,13667
"Mujeres (002)",22983,2919,6356,1192,12568
"PEA (003)",22701,1034,5931,1691,14182
"Hombres (004)",14643,476,3857,1293,9137
"Mujeres (005)",8058,558,2074,398,5045
"Ocupada (006)",21271,974,5718,1628,13086
"Hombres (007)",13627,447,3702,1243,8353
"Mujeres (008)",7644,527,2016,385,4733
"Desocupada (009)",1430,60,213,63,1096
"Hombres (010)",1016,29,155,50,784
"Mujeres (011)",414,31,58,13,312
"No PEA (012)",24585,4072,7104,1407,12053
"Hombres (013)",9660,1711,2822,613,4530
"Mujeres (014)",14925,2361,4282,794,7523
,,,,,
"URBANA (018)",42846,4615,12153,2788,23418
"Hombres (019)",21649,1953,6007,1665,12101
"Mujeres (020)",21197,2662,6146,1123,11317
"PEA (021)",20071,948,5264,1476,12461
"Hombres (022)",12706,433,3269,1106,7959
"Mujeres (023)",7365,515,1995,370,4502
"Ocupada (024)",18750,893,5074,1414,11445
"Hombres (025)",11770,406,3137,1057,7229
"Mujeres (026)",6980,487,1937,357,4216
"Desocupada (027)",1321,55,190,62,1016
"Hombres (028)",936,27,132,49,730
"Mujeres (029)",385,28,58,13,286
"No PEA (030)",22775,3667,6889,1312,10957
"Hombres (031)",8943,1520,2738,559,4142
"Mujeres (032)",13832,2147,4151,753,6815
,,,,,
"RURAL (036)",4440,491,882,310,2817
"Hombres (037)",2654,234,672,241,1566
"Mujeres (038)",1786,257,210,69,1251
"PEA (039)",2630,86,667,215,1721
"Hombres (040)",1937,43,588,187,1178
"Mujeres (041)",693,43,79,28,543
"Ocupada (042)",2521,81,644,214,1641
"Hombres (043)",1857,41,565,186,1124
"Mujeres (044)",664,40,79,28,517
"Desocupada (045)",109,5,23,1,80
"Hombres (046)",80,2,23,1,54
"Mujeres (047)",29,3,,,26
"No PEA (048)",1810,405,215,95,1096
"Hombres (049)",717,191,84,54,388
"Mujeres (050)",1093,214,131,41,708
