"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia YAULI (000)",44073,9515,12928,11814,7720,2096
"Hombres (001)",23425,4808,6775,6447,4381,1014
"Mujeres (002)",20648,4707,6153,5367,3339,1082
"PEA (003)",19701,111,6165,7855,5014,556
"Hombres (004)",14496,62,4421,5870,3791,352
"Mujeres (005)",5205,49,1744,1985,1223,204
"Ocupada (006)",18796,103,5670,7577,4896,550
"Hombres (007)",13825,56,4075,5658,3690,346
"Mujeres (008)",4971,47,1595,1919,1206,204
"Desocupada (009)",905,8,495,278,118,6
"Hombres (010)",671,6,346,212,101,6
"Mujeres (011)",234,2,149,66,17,
"No PEA (012)",24372,9404,6763,3959,2706,1540
"Hombres (013)",8929,4746,2354,577,590,662
"Mujeres (014)",15443,4658,4409,3382,2116,878
,,,,,,
"URBANA (018)",38742,8588,11283,10470,6692,1709
"Hombres (019)",20289,4328,5786,5576,3774,825
"Mujeres (020)",18453,4260,5497,4894,2918,884
"PEA (021)",17073,90,5281,6932,4357,413
"Hombres (022)",12385,51,3701,5093,3283,257
"Mujeres (023)",4688,39,1580,1839,1074,156
"Ocupada (024)",16261,86,4835,6681,4252,407
"Hombres (025)",11792,48,3395,4904,3194,251
"Mujeres (026)",4469,38,1440,1777,1058,156
"Desocupada (027)",812,4,446,251,105,6
"Hombres (028)",593,3,306,189,89,6
"Mujeres (029)",219,1,140,62,16,
"No PEA (030)",21669,8498,6002,3538,2335,1296
"Hombres (031)",7904,4277,2085,483,491,568
"Mujeres (032)",13765,4221,3917,3055,1844,728
,,,,,,
"RURAL (036)",5331,927,1645,1344,1028,387
"Hombres (037)",3136,480,989,871,607,189
"Mujeres (038)",2195,447,656,473,421,198
"PEA (039)",2628,21,884,923,657,143
"Hombres (040)",2111,11,720,777,508,95
"Mujeres (041)",517,10,164,146,149,48
"Ocupada (042)",2535,17,835,896,644,143
"Hombres (043)",2033,8,680,754,496,95
"Mujeres (044)",502,9,155,142,148,48
"Desocupada (045)",93,4,49,27,13,
"Hombres (046)",78,3,40,23,12,
"Mujeres (047)",15,1,9,4,1,
"No PEA (048)",2703,906,761,421,371,244
"Hombres (049)",1025,469,269,94,99,94
"Mujeres (050)",1678,437,492,327,272,150
