"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PURUS (000)",3746,122,1446,1046,719,330,83
"Hombres (001)",2011,60,765,553,405,185,43
"Mujeres (002)",1735,62,681,493,314,145,40
"Viviendas particulares (003)",3527,118,1404,963,652,309,81
"Hombres (004)",1859,58,741,492,358,168,42
"Mujeres (005)",1668,60,663,471,294,141,39
"Viviendas colectivas (006)",199,3,38,77,60,19,2
"Hombres (007)",139,1,21,57,43,16,1
"Mujeres (008)",60,2,17,20,17,3,1
"Otro tipo (009)",20,1,4,6,7,2,
"Hombres (010)",13,1,3,4,4,1,
"Mujeres (011)",7,,1,2,3,1,
,,,,,,,
"URBANA (012)",1251,35,405,376,293,122,20
"Hombres (013)",707,21,219,207,169,79,12
"Mujeres (014)",544,14,186,169,124,43,8
"Viviendas particulares (015)",1069,31,365,304,246,104,19
"Hombres (016)",586,19,197,155,139,64,12
"Mujeres (017)",483,12,168,149,107,40,7
"Viviendas colectivas (018)",168,3,38,67,42,17,1
"Hombres (019)",112,1,21,49,27,14,
"Mujeres (020)",56,2,17,18,15,3,1
"Otro tipo (021)",14,1,2,5,5,1,
"Hombres (022)",9,1,1,3,3,1,
"Mujeres (023)",5,,1,2,2,,
,,,,,,,
"RURAL (024)",2495,87,1041,670,426,208,63
"Hombres (025)",1304,39,546,346,236,106,31
"Mujeres (026)",1191,48,495,324,190,102,32
"Viviendas particulares (027)",2458,87,1039,659,406,205,62
"Hombres (028)",1273,39,544,337,219,104,30
"Mujeres (029)",1185,48,495,322,187,101,32
"Viviendas colectivas (030)",31,,,10,18,2,1
"Hombres (031)",27,,,8,16,2,1
"Mujeres (032)",4,,,2,2,,
"Otro tipo (033)",6,,2,1,2,1,
"Hombres (034)",4,,2,1,1,,
"Mujeres (035)",2,,,,1,1,
