"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",5092,3856,437,382,417
"Empleado (001)",976,207,198,274,297
"Obrero (002)",740,372,154,95,119
"Trabajador independiente (003)",1822,1765,57,,
"Empleador o patrono (004)",734,711,18,5,
"Trabajador familiar no remunerado (005)",728,709,10,8,1
"Trabajador del hogar (006)",92,92,,,
"De 06 a 14 años (008)",53,50,2,1,
"Empleado (009)",3,3,,,
"Obrero (010)",3,3,,,
"Trabajador independiente (011)",6,6,,,
"Trabajador familiar no remunerado (013)",39,36,2,1,
"Trabajador del hogar (014)",2,2,,,
"De 15 a 29 años (016)",1599,1152,128,128,191
"Empleado (017)",315,58,54,64,139
"Obrero (018)",304,145,48,60,51
"Trabajador independiente (019)",467,452,15,,
"Empleador o patrono (020)",174,166,7,1,
"Trabajador familiar no remunerado (021)",292,284,4,3,1
"Trabajador del hogar (022)",47,47,,,
"De 30 a 44 años (024)",1722,1227,173,179,143
"Empleado (025)",437,92,85,150,110
"Obrero (026)",236,119,60,24,33
"Trabajador independiente (027)",609,588,21,,
"Empleador o patrono (028)",254,246,5,3,
"Trabajador familiar no remunerado (029)",166,162,2,2,
"Trabajador del hogar (030)",20,20,,,
"De 45 a 64 años (032)",1327,1058,118,73,78
"Empleado (033)",212,48,57,60,47
"Obrero (034)",155,75,38,11,31
"Trabajador independiente (035)",536,518,18,,
"Empleador o patrono (036)",216,213,3,,
"Trabajador familiar no remunerado (037)",189,185,2,2,
"Trabajador del hogar (038)",19,19,,,
"De 65 y más años (040)",391,369,16,1,5
"Empleado (041)",9,6,2,,1
"Obrero (042)",42,30,8,,4
"Trabajador independiente (043)",204,201,3,,
"Empleador o patrono (044)",90,86,3,1,
"Trabajador familiar no remunerado (045)",42,42,,,
"Trabajador del hogar (046)",4,4,,,
,,,,,
"URBANA (048)",1303,713,157,212,221
"Empleado (049)",593,114,108,179,192
"Obrero (050)",144,60,28,28,28
"Trabajador independiente (051)",419,400,19,,
"Empleador o patrono (052)",11,11,,,
"Trabajador familiar no remunerado (053)",108,100,2,5,1
"Trabajador del hogar (054)",28,28,,,
"De 06 a 14 años (056)",22,21,,1,
"Empleado (057)",3,3,,,
"Obrero (058)",1,1,,,
