"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia OYON",,,,,,,,,
"Hogares (001)",5283,183,87,53,36,18,12,20,4874
"Ocupantes presentes (002)",18829,468,252,158,131,69,51,87,17613
"Casa independiente",,,,,,,,,
"Hogares (004)",4757,162,84,51,35,17,12,19,4377
"Ocupantes presentes (005)",17210,413,244,155,127,64,51,85,16071
"Departamento en edificio",,,,,,,,,
"Hogares (007)",27,2,,,,,,,25
"Ocupantes presentes (008)",78,5,,,,,,,73
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",120,3,,1,1,1,,1,113
"Ocupantes presentes (011)",430,9,,2,4,5,,2,408
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",135,7,2,1,,,,,125
"Ocupantes presentes (014)",491,20,3,1,,,,,467
"Choza o cabaña",,,,,,,,,
"Hogares (016)",237,9,1,,,,,,227
"Ocupantes presentes (017)",596,21,5,,,,,,570
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",7,,,,,,,,7
"Ocupantes presentes (023)",24,,,,,,,,24
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",3532,128,60,41,30,14,12,20,3227
"Ocupantes presentes (029)",12942,328,174,120,117,55,51,87,12010
"Casa independiente",,,,,,,,,
"Hogares (031)",3243,116,58,39,29,13,12,19,2957
"Ocupantes presentes (032)",11919,294,171,117,113,50,51,85,11038
"Departamento en edificio",,,,,,,,,
"Hogares (034)",27,2,,,,,,,25
"Ocupantes presentes (035)",78,5,,,,,,,73
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",120,3,,1,1,1,,1,113
"Ocupantes presentes (038)",430,9,,2,4,5,,2,408
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",135,7,2,1,,,,,125
"Ocupantes presentes (041)",491,20,3,1,,,,,467
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",7,,,,,,,,7
"Ocupantes presentes (050)",24,,,,,,,,24
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",1751,55,27,12,6,4,,,1647
"Ocupantes presentes (056)",5887,140,78,38,14,14,,,5603
"Casa independiente",,,,,,,,,
"Hogares (058)",1514,46,26,12,6,4,,,1420
"Ocupantes presentes (059)",5291,119,73,38,14,14,,,5033
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",237,9,1,,,,,,227
"Ocupantes presentes (071)",596,21,5,,,,,,570
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
