"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PAITA (000)",93169,20456,30806,22048,14325,5534
"Hombres (001)",46830,10341,15305,10918,7370,2896
"Mujeres (002)",46339,10115,15501,11130,6955,2638
"PEA (003)",37347,504,14147,13434,7928,1334
"Hombres (004)",28114,389,10558,9879,6167,1121
"Mujeres (005)",9233,115,3589,3555,1761,213
"Ocupada (006)",34602,459,12820,12602,7470,1251
"Hombres (007)",25894,356,9557,9185,5756,1040
"Mujeres (008)",8708,103,3263,3417,1714,211
"Desocupada (009)",2745,45,1327,832,458,83
"Hombres (010)",2220,33,1001,694,411,81
"Mujeres (011)",525,12,326,138,47,2
"No PEA (012)",55822,19952,16659,8614,6397,4200
"Hombres (013)",18716,9952,4747,1039,1203,1775
"Mujeres (014)",37106,10000,11912,7575,5194,2425
,,,,,,
"URBANA (018)",88910,19505,29429,21083,13661,5232
"Hombres (019)",44553,9835,14599,10378,7013,2728
"Mujeres (020)",44357,9670,14830,10705,6648,2504
"PEA (021)",35696,467,13520,12873,7584,1252
"Hombres (022)",26652,356,10013,9382,5860,1041
"Mujeres (023)",9044,111,3507,3491,1724,211
"Ocupada (024)",33112,429,12270,12088,7154,1171
"Hombres (025)",24583,328,9081,8735,5477,962
"Mujeres (026)",8529,101,3189,3353,1677,209
"Desocupada (027)",2584,38,1250,785,430,81
"Hombres (028)",2069,28,932,647,383,79
"Mujeres (029)",515,10,318,138,47,2
"No PEA (030)",53214,19038,15909,8210,6077,3980
"Hombres (031)",17901,9479,4586,996,1153,1687
"Mujeres (032)",35313,9559,11323,7214,4924,2293
,,,,,,
"RURAL (036)",4259,951,1377,965,664,302
"Hombres (037)",2277,506,706,540,357,168
"Mujeres (038)",1982,445,671,425,307,134
"PEA (039)",1651,37,627,561,344,82
"Hombres (040)",1462,33,545,497,307,80
"Mujeres (041)",189,4,82,64,37,2
"Ocupada (042)",1490,30,550,514,316,80
"Hombres (043)",1311,28,476,450,279,78
"Mujeres (044)",179,2,74,64,37,2
"Desocupada (045)",161,7,77,47,28,2
"Hombres (046)",151,5,69,47,28,2
"Mujeres (047)",10,2,8,,,
"No PEA (048)",2608,914,750,404,320,220
"Hombres (049)",815,473,161,43,50,88
"Mujeres (050)",1793,441,589,361,270,132
