"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia UCAYALI (000)",61816,20734,6334,1353,33458
"Menos de 1 año (001)",1783,1008,192,62,521
"De 1 a 14 años (002)",24694,13860,2634,525,7704
"De 15 a 29 años (003)",16001,3814,1386,353,10460
"De 30 a 44 años (004)",10337,1265,1292,251,7540
"De 45 a 64 años (005)",6778,610,703,123,5350
"De 65 y mas años (006)",2223,177,127,39,1883
"Hombres (008)",32556,10081,3185,757,18566
"Menos de 1 año (009)",915,503,109,34,269
"De 1 a 14 años (010)",12578,7121,1315,252,3905
"De 15 a 29 años (011)",8219,1638,605,200,5782
"De 30 a 44 años (012)",5610,421,659,162,4373
"De 45 a 64 años (013)",3938,302,428,88,3126
"De 65 y mas años (014)",1296,96,69,21,1111
"Mujeres (016)",29260,10653,3149,596,14892
"Menos de 1 año (017)",868,505,83,28,252
"De 1 a 14 años (018)",12116,6739,1319,273,3799
"De 15 a 29 años (019)",7782,2176,781,153,4678
"De 30 a 44 años (020)",4727,844,633,89,3167
"De 45 a 64 años (021)",2840,308,275,35,2224
"De 65 y mas años (022)",927,81,58,18,772
,,,,,
"URBANA (024)",33885,11790,4549,1058,16526
"Menos de 1 año (025)",874,567,117,38,152
"De 1 a 14 años (026)",12701,7583,1763,380,2991
"De 15 a 29 años (027)",9138,2360,989,294,5499
"De 30 a 44 años (028)",5900,789,985,204,3931
"De 45 a 64 años (029)",3917,369,586,110,2859
"De 65 y mas años (030)",1355,122,109,32,1094
"Hombres (032)",17659,5596,2268,607,9209
"Menos de 1 año (033)",463,286,75,22,80
"De 1 a 14 años (034)",6413,3842,852,181,1546
"De 15 a 29 años (035)",4636,992,436,174,3037
"De 30 a 44 años (036)",3119,237,496,133,2257
"De 45 a 64 años (037)",2256,171,351,79,1660
"De 65 y mas años (038)",772,68,58,18,629
"Mujeres (040)",16226,6194,2281,451,7317
"Menos de 1 año (041)",411,281,42,16,72
"De 1 a 14 años (042)",6288,3741,911,199,1445
"De 15 a 29 años (043)",4502,1368,553,120,2462
"De 30 a 44 años (044)",2781,552,489,71,1674
"De 45 a 64 años (045)",1661,198,235,31,1199
"De 65 y mas años (046)",583,54,51,14,465
,,,,,
"RURAL (048)",27931,8944,1785,295,16932
"Menos de 1 año (049)",909,441,75,24,369
"De 1 a 14 años (050)",11993,6277,871,145,4713
"De 15 a 29 años (051)",6863,1454,397,59,4961
"De 30 a 44 años (052)",4437,476,307,47,3609
"De 45 a 64 años (053)",2861,241,117,13,2491
"De 65 y mas años (054)",868,55,18,7,789
"Hombres (056)",14897,4485,917,150,9357
"Menos de 1 año (057)",452,217,34,12,189
"De 1 a 14 años (058)",6165,3279,463,71,2359
"De 15 a 29 años (059)",3583,646,169,26,2745
"De 30 a 44 años (060)",2491,184,163,29,2116
"De 45 a 64 años (061)",1682,131,77,9,1466
"De 65 y mas años (062)",524,28,11,3,482
"Mujeres (064)",13034,4459,868,145,7575
"Menos de 1 año (065)",457,224,41,12,180
"De 1 a 14 años (066)",5828,2998,408,74,2354
"De 15 a 29 años (067)",3280,808,228,33,2216
"De 30 a 44 años (068)",1946,292,144,18,1493
"De 45 a 64 años (069)",1179,110,40,4,1025
"De 65 y mas años (070)",344,27,7,4,307
