"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia VIRU (000)",34174,16050,272,435,15461,746,39,46,12,1113
"Hombres (001)",11713,8081,180,235,2211,388,31,31,11,545
"Mujeres (002)",22461,7969,92,200,13250,358,8,15,1,568
"De 06 a 14 años (003)",13812,12456,,,645,383,1,8,,319
"Hombres (004)",6927,6322,,,264,185,1,6,,149
"Mujeres (005)",6885,6134,,,381,198,,2,,170
"De 15 a 29 años (006)",10261,3472,22,98,6233,,18,18,12,388
"Hombres (007)",2828,1705,4,48,848,,14,12,11,186
"Mujeres (008)",7433,1767,18,50,5385,,4,6,1,202
"De 30 a 44 años (009)",4611,81,21,106,4244,,13,7,,139
"Hombres (010)",626,34,7,46,455,,10,5,,69
"Mujeres (011)",3985,47,14,60,3789,,3,2,,70
"De 45 a 64 años (012)",3406,36,47,115,3048,8,7,7,,138
"Hombres (013)",559,17,26,56,376,4,6,5,,69
"Mujeres (014)",2847,19,21,59,2672,4,1,2,,69
"De 65 y más años (015)",2084,5,182,116,1291,355,,6,,129
"Hombres (016)",773,3,143,85,268,199,,3,,72
"Mujeres (017)",1311,2,39,31,1023,156,,3,,57
,,,,,,,,,,
"AREA URBANA (018)",25746,12330,200,246,11423,561,30,30,5,921
"Hombres (019)",8991,6157,123,107,1833,282,25,20,5,439
"Mujeres (020)",16755,6173,77,139,9590,279,5,10,,482
"De 06 a 14 años (021)",10631,9541,,,523,308,1,6,,252
"Hombres (022)",5304,4816,,,225,146,1,4,,112
"Mujeres (023)",5327,4725,,,298,162,,2,,140
"De 15 a 29 años (024)",8002,2685,21,71,4870,,13,11,5,326
"Hombres (025)",2230,1295,4,29,728,,11,7,5,151
"Mujeres (026)",5772,1390,17,42,4142,,2,4,,175
"De 30 a 44 años (027)",3395,68,16,67,3112,,10,3,,119
"Hombres (028)",499,30,4,23,372,,8,3,,59
"Mujeres (029)",2896,38,12,44,2740,,2,,,60
"De 45 a 64 años (030)",2369,33,40,63,2101,5,6,5,,116
"Hombres (031)",429,15,20,25,302,2,5,3,,57
"Mujeres (032)",1940,18,20,38,1799,3,1,2,,59
"De 65 y más años (033)",1349,3,123,45,817,248,,5,,108
"Hombres (034)",529,1,95,30,206,134,,3,,60
"Mujeres (035)",820,2,28,15,611,114,,2,,48
,,,,,,,,,,
"AREA RURAL (036)",8428,3720,72,189,4038,185,9,16,7,192
"Hombres (037)",2722,1924,57,128,378,106,6,11,6,106
"Mujeres (038)",5706,1796,15,61,3660,79,3,5,1,86
"De 06 a 14 años (039)",3181,2915,,,122,75,,2,,67
"Hombres (040)",1623,1506,,,39,39,,2,,37
"Mujeres (041)",1558,1409,,,83,36,,,,30
"De 15 a 29 años (042)",2259,787,1,27,1363,,5,7,7,62
"Hombres (043)",598,410,,19,120,,3,5,6,35
"Mujeres (044)",1661,377,1,8,1243,,2,2,1,27
"De 30 a 44 años (045)",1216,13,5,39,1132,,3,4,,20
"Hombres (046)",127,4,3,23,83,,2,2,,10
"Mujeres (047)",1089,9,2,16,1049,,1,2,,10
"De 45 a 64 años (048)",1037,3,7,52,947,3,1,2,,22
"Hombres (049)",130,2,6,31,74,2,1,2,,12
"Mujeres (050)",907,1,1,21,873,1,,,,10
"De 65 y más años (051)",735,2,59,71,474,107,,1,,21
"Hombres (052)",244,2,48,55,62,65,,,,12
"Mujeres (053)",491,,11,16,412,42,,1,,9
