"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PURUS (000)",2479,1391,312,73,707
"Conviviente (001)",1306,778,149,19,362
"Separado(a) (002)",47,21,6,,20
"Casado(a) (003)",294,99,79,16,101
"Viudo(a) (004)",74,50,,,24
"Divorciado(a) (005)",4,1,,,3
"Soltero(a) (006)",754,442,78,38,197
"Hombres (008)",1339,662,191,66,422
"Conviviente (009)",653,341,93,15,204
"Separado(a) (010)",13,1,1,,11
"Casado(a) (011)",168,44,53,14,58
"Viudo(a) (012)",20,11,,,9
"Divorciado(a) (013)",2,,,,2
"Soltero(a) (014)",483,265,44,37,138
"Mujeres (016)",1140,729,121,7,285
"Conviviente (017)",653,437,56,4,158
"Separado(a) (018)",34,20,5,,9
"Casado(a) (019)",126,55,26,2,43
"Viudo(a) (020)",54,39,,,15
"Divorciado(a) (021)",2,1,,,1
"Soltero(a) (022)",271,177,34,1,59
,,,,,
"URBANA (024)",908,257,219,54,381
"Conviviente (025)",397,111,96,11,180
"Separado(a) (026)",19,4,6,,9
"Casado(a) (027)",142,26,61,9,47
"Viudo(a) (028)",17,5,,,12
"Divorciado(a) (029)",3,,,,3
"Soltero(a) (030)",330,111,56,34,130
"Hombres (032)",517,117,126,50,226
"Conviviente (033)",206,43,53,8,102
"Separado(a) (034)",6,,1,,5
"Casado(a) (035)",86,12,40,9,26
"Viudo(a) (036)",5,,,,5
"Divorciado(a) (037)",2,,,,2
"Soltero(a) (038)",212,62,32,33,86
"Mujeres (040)",391,140,93,4,155
"Conviviente (041)",191,68,43,3,78
"Separado(a) (042)",13,4,5,,4
"Casado(a) (043)",56,14,21,,21
"Viudo(a) (044)",12,5,,,7
"Divorciado(a) (045)",1,,,,1
"Soltero(a) (046)",118,49,24,1,44
,,,,,
"RURAL (048)",1571,1134,93,19,326
"Conviviente (049)",909,667,53,8,182
"Separado(a) (050)",28,17,,,11
"Casado(a) (051)",152,73,18,7,54
"Viudo(a) (052)",57,45,,,12
"Divorciado(a) (053)",1,1,,,
"Soltero(a) (054)",424,331,22,4,67
"Hombres (056)",822,545,65,16,196
"Conviviente (057)",447,298,40,7,102
"Separado(a) (058)",7,1,,,6
"Casado(a) (059)",82,32,13,5,32
"Viudo(a) (060)",15,11,,,4
"Soltero(a) (062)",271,203,12,4,52
"Mujeres (064)",749,589,28,3,130
"Conviviente (065)",462,369,13,1,80
"Separado(a) (066)",21,16,,,5
"Casado(a) (067)",70,41,5,2,22
"Viudo(a) (068)",42,34,,,8
"Divorciado(a) (069)",1,1,,,
"Soltero(a) (070)",153,128,10,,15
