"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia ESPINAR (000)",15834,145,5461,5635,1666,535,188,63,8,,2133
"Conviviente (001)",4715,32,1632,1760,499,136,36,4,1,,615
"Separado(a) (002)",746,20,270,238,98,36,15,3,,,66
"Casado(a) (003)",7298,64,2812,2837,776,228,75,33,5,,468
"Viudo(a) (004)",1669,20,569,566,203,88,41,18,2,,162
"Divorciado(a) (005)",73,3,25,26,7,2,2,2,,,6
"Soltero(a) (006)",1333,6,153,208,83,45,19,3,,,816
,,,,,,,,,,,
"URBANA (008)",6825,60,2223,2322,724,257,111,30,2,,1096
"Conviviente (009)",2734,13,915,1042,279,93,24,3,,,365
"Separado(a) (010)",403,9,143,130,53,18,11,3,,,36
"Casado(a) (011)",2478,21,916,900,282,92,36,15,2,,214
"Viudo(a) (012)",516,13,176,137,58,28,25,7,,,72
"Divorciado(a) (013)",36,2,10,13,5,2,1,1,,,2
"Soltero(a) (014)",658,2,63,100,47,24,14,1,,,407
,,,,,,,,,,,
"RURAL (016)",9009,85,3238,3313,942,278,77,33,6,,1037
"Conviviente (017)",1981,19,717,718,220,43,12,1,1,,250
"Separado(a) (018)",343,11,127,108,45,18,4,,,,30
"Casado(a) (019)",4820,43,1896,1937,494,136,39,18,3,,254
"Viudo(a) (020)",1153,7,393,429,145,60,16,11,2,,90
"Divorciado(a) (021)",37,1,15,13,2,,1,1,,,4
"Soltero(a) (022)",675,4,90,108,36,21,5,2,,,409
