"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ATALAYA (000)",13646,1808,3341,3945,248,3402,211,691
"Agric., ganadería, caza y silvicultura (001)",7549,35,2050,2215,115,3134,,
"Pesca (002)",146,,44,61,4,37,,
"Explotación de minas y canteras (003)",34,4,30,,,,,
"Industrias manufactureras (004)",503,26,241,219,16,1,,
"Suministro de electricidad, gas y agua (005)",17,2,14,1,,,,
"Construcción (006)",442,19,328,79,13,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1050,129,27,703,59,132,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",104,13,22,56,11,2,,
"Comercio al por mayor (009)",52,13,,30,3,6,,
"Comercio al por menor (010)",894,103,5,617,45,124,,
"Hoteles y restaurantes (011)",321,82,39,174,6,20,,
"Trans., almac. y comunicaciones (012)",657,101,271,256,16,13,,
"Intermediación financiera (013)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (014)",146,119,9,14,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",442,331,111,,,,,
"Enseñanza (016)",719,673,,43,,3,,
"Servicios sociales y de salud (017)",118,105,,11,2,,,
"Otras activ. serv.comun.soc y personales (018)",147,85,14,37,5,6,,
"Hogares privados con servicio doméstico (019)",211,,,,,,211,
"Organiz. y organos extraterritoriales (020)",1,1,,,,,,
"Actividad economica no especificada (021)",448,92,163,132,8,53,,
"Desocupado (022)",691,,,,,,,691
"Hombres (023)",9388,1134,2629,2925,202,1954,31,513
"Agric., ganadería, caza y silvicultura (024)",5360,29,1533,1847,106,1845,,
"Pesca (025)",138,,42,57,4,35,,
"Explotación de minas y canteras (026)",13,4,9,,,,,
"Industrias manufactureras (027)",435,25,224,171,14,1,,
"Suministro de electricidad, gas y agua (028)",17,2,14,1,,,,
"Construcción (029)",420,19,307,78,13,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",528,68,27,374,37,22,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",87,10,22,47,8,,,
"Comercio al por mayor (032)",37,7,,27,2,1,,
"Comercio al por menor (033)",404,51,5,300,27,21,,
"Hoteles y restaurantes (034)",81,33,11,27,1,9,,
"Trans., almac. y comunicaciones (035)",623,89,259,247,16,12,,
"Intermediación financiera (036)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (037)",112,89,5,14,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",333,266,67,,,,,
"Enseñanza (039)",384,364,,18,,2,,
"Servicios sociales y de salud (040)",68,58,,10,,,,
"Otras activ. serv.comun.soc y personales (041)",66,36,11,12,4,3,,
"Hogares privados con servicio doméstico (042)",31,,,,,,31,
"Actividad economica no especificada (044)",262,48,120,69,3,22,,
"Desocupado (045)",513,,,,,,,513
"Mujeres (046)",4258,674,712,1020,46,1448,180,178
"Agric., ganadería, caza y silvicultura (047)",2189,6,517,368,9,1289,,
"Pesca (048)",8,,2,4,,2,,
"Explotación de minas y canteras (049)",21,,21,,,,,
"Industrias manufactureras (050)",68,1,17,48,2,,,
"Construcción (052)",22,,21,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",522,61,,329,22,110,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",17,3,,9,3,2,,
"Comercio al por mayor (055)",15,6,,3,1,5,,
"Comercio al por menor (056)",490,52,,317,18,103,,
"Hoteles y restaurantes (057)",240,49,28,147,5,11,,
"Trans., almac. y comunicaciones (058)",34,12,12,9,,1,,
"Activid.inmobil., empres. y alquileres (060)",34,30,4,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",109,65,44,,,,,
"Enseñanza (062)",335,309,,25,,1,,
"Servicios sociales y de salud (063)",50,47,,1,2,,,
"Otras activ. serv.comun.soc y personales (064)",81,49,3,25,1,3,,
"Hogares privados con servicio doméstico (065)",180,,,,,,180,
"Organiz. y organos extraterritoriales (066)",1,1,,,,,,
"Actividad economica no especificada (067)",186,44,43,63,5,31,,
"Desocupado (068)",178,,,,,,,178
,,,,,,,,
"URBANA (069)",5664,1502,1326,1880,176,339,170,271
"Agric., ganadería, caza y silvicultura (070)",998,27,306,456,52,157,,
"Pesca (071)",58,,20,23,4,11,,
"Explotación de minas y canteras (072)",31,3,28,,,,,
"Industrias manufactureras (073)",362,24,163,160,15,,,
"Suministro de electricidad, gas y agua (074)",15,2,13,,,,,
"Construcción (075)",376,17,278,68,11,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",943,124,24,622,54,119,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",92,12,19,50,9,2,,
"Comercio al por mayor (078)",49,12,,28,3,6,,
"Comercio al por menor (079)",802,100,5,544,42,111,,
"Hoteles y restaurantes (080)",288,76,27,160,6,19,,
"Trans., almac. y comunicaciones (081)",633,96,259,251,16,11,,
"Intermediación financiera (082)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (083)",132,106,8,14,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",418,315,103,,,,,
"Enseñanza (085)",495,470,,24,,1,,
"Servicios sociales y de salud (086)",100,88,,10,2,,,
"Otras activ. serv.comun.soc y personales (087)",138,79,14,37,5,3,,
"Hogares privados con servicio doméstico (088)",170,,,,,,170,
"Organiz. y organos extraterritoriales (089)",1,1,,,,,,
"Actividad economica no especificada (090)",231,70,83,55,7,16,,
"Desocupado (091)",271,,,,,,,271
"Hombres (092)",3807,924,1111,1259,140,155,14,204
"Agric., ganadería, caza y silvicultura (093)",795,21,244,386,50,94,,
"Pesca (094)",55,,19,21,4,11,,
"Explotación de minas y canteras (095)",10,3,7,,,,,
"Industrias manufactureras (096)",311,23,148,127,13,,,
"Suministro de electricidad, gas y agua (097)",15,2,13,,,,,
"Construcción (098)",356,17,259,67,11,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",462,66,24,320,34,18,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",75,9,19,41,6,,,
"Comercio al por mayor (101)",34,6,,25,2,1,,
"Comercio al por menor (102)",353,51,5,254,26,17,,
"Hoteles y restaurantes (103)",77,30,11,27,1,8,,
"Trans., almac. y comunicaciones (104)",599,84,247,242,16,10,,
"Intermediación financiera (105)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (106)",101,78,5,14,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",310,250,60,,,,,
"Enseñanza (108)",238,231,,6,,1,,
"Servicios sociales y de salud (109)",54,45,,9,,,,
"Otras activ. serv.comun.soc y personales (110)",62,33,11,12,4,2,,
"Hogares privados con servicio doméstico (111)",14,,,,,,14,
"Actividad economica no especificada (113)",140,37,63,28,3,9,,
"Desocupado (114)",204,,,,,,,204
"Mujeres (115)",1857,578,215,621,36,184,156,67
"Agric., ganadería, caza y silvicultura (116)",203,6,62,70,2,63,,
