"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CHINCHA (000)",3146,42,1700,817,481,106
"Sin nivel (001)",53,2,24,7,9,11
"Educación inicial (002)",2,1,1,,,
"Primaria (003)",492,22,138,117,152,63
"Secundaria (004)",1536,17,878,397,223,21
"Superior no univ. incompleta (005)",260,,176,64,16,4
"Superior no univ. completa (006)",439,,261,135,39,4
"Superior univ. incompleta (007)",119,,83,23,12,1
"Superior univ. completa (008)",245,,139,74,30,2
"Hombres (010)",1982,28,982,514,366,92
"Sin nivel (011)",39,2,19,3,6,9
"Primaria (013)",328,15,81,71,103,58
"Secundaria (014)",1017,11,539,269,179,19
"Superior no univ. incompleta (015)",157,,104,38,12,3
"Superior no univ. completa (016)",222,,120,67,33,2
"Superior univ. incompleta (017)",73,,49,14,10,
"Superior univ. completa (018)",146,,70,52,23,1
"Mujeres (020)",1164,14,718,303,115,14
"Sin nivel (021)",14,,5,4,3,2
"Educación inicial (022)",2,1,1,,,
"Primaria (023)",164,7,57,46,49,5
"Secundaria (024)",519,6,339,128,44,2
"Superior no univ. incompleta (025)",103,,72,26,4,1
"Superior no univ. completa (026)",217,,141,68,6,2
"Superior univ. incompleta (027)",46,,34,9,2,1
"Superior univ. completa (028)",99,,69,22,7,1
,,,,,,
"Area Urbana (030)",2913,36,1563,772,447,95
"Sin nivel (031)",50,1,22,7,9,11
"Educación inicial (032)",2,1,1,,,
"Primaria (033)",441,20,124,109,134,54
"Secundaria (034)",1413,14,800,373,207,19
"Superior no univ. incompleta (035)",248,,168,60,16,4
"Superior no univ. completa (036)",407,,235,129,39,4
"Superior univ. incompleta (037)",117,,81,23,12,1
"Superior univ. completa (038)",235,,132,71,30,2
"Hombres (040)",1818,23,900,478,336,81
"Sin nivel (041)",37,1,18,3,6,9
"Primaria (043)",287,13,72,64,89,49
"Secundaria (044)",933,9,493,251,163,17
"Superior no univ. incompleta (045)",146,,97,34,12,3
"Superior no univ. completa (046)",202,,104,63,33,2
"Superior univ. incompleta (047)",72,,48,14,10,
"Superior univ. completa (048)",141,,68,49,23,1
"Mujeres (050)",1095,13,663,294,111,14
"Sin nivel (051)",13,,4,4,3,2
"Educación inicial (052)",2,1,1,,,
"Primaria (053)",154,7,52,45,45,5
"Secundaria (054)",480,5,307,122,44,2
"Superior no univ. incompleta (055)",102,,71,26,4,1
"Superior no univ. completa (056)",205,,131,66,6,2
"Superior univ. incompleta (057)",45,,33,9,2,1
"Superior univ. completa (058)",94,,64,22,7,1
,,,,,,
"Area Rural (060)",233,6,137,45,34,11
"Sin nivel (061)",3,1,2,,,
"Primaria (063)",51,2,14,8,18,9
"Secundaria (064)",123,3,78,24,16,2
"Superior no univ. incompleta (065)",12,,8,4,,
"Superior no univ. completa (066)",32,,26,6,,
"Superior univ. incompleta (067)",2,,2,,,
"Superior univ. completa (068)",10,,7,3,,
"Hombres (070)",164,5,82,36,30,11
"Sin nivel (071)",2,1,1,,,
"Primaria (073)",41,2,9,7,14,9
"Secundaria (074)",84,2,46,18,16,2
"Superior no univ. incompleta (075)",11,,7,4,,
"Superior no univ. completa (076)",20,,16,4,,
"Superior univ. incompleta (077)",1,,1,,,
"Superior univ. completa (078)",5,,2,3,,
"Mujeres (080)",69,1,55,9,4,
"Sin nivel (081)",1,,1,,,
"Primaria (083)",10,,5,1,4,
"Secundaria (084)",39,1,32,6,,
"Superior no univ. incompleta (085)",1,,1,,,
"Superior no univ. completa (086)",12,,10,2,,
"Superior univ. incompleta (087)",1,,1,,,
"Superior univ. completa (088)",5,,5,,,
