"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CANAS (000)",13343,44191,36757,,722,83.2,1.6
"De 12 a 14 años (001)",1543,9,9,,2,100,22.2
"De 15 a 19 años (002)",1720,211,205,62,97.2,29.4,
"De 20 a 24 años (003)",1226,1270,1199,185,94.4,14.6,
"De 25 a 29 años (004)",1117,2438,2288,164,93.8,6.7,
"De 30 a 34 años (005)",1070,3417,3124,134,91.4,3.9,
"De 35 a 39 años (006)",1176,4976,4486,109,90.2,2.2,
"De 40 a 44 años (007)",1009,5521,4797,52,86.9,0.9,
"De 45 a 49 años (008)",885,5133,4417,14,86.1,0.3,
"De 50 y más años (009)",3597,21216,16232,,76.5,,
"PEA (010)",3375,13167,10988,215,83.5,1.6,
"De 12 a 14 años (011)",25,3,3,,100,,
"De 15 a 19 años (012)",219,59,58,15,98.3,25.4,
"De 20 a 24 años (013)",336,323,306,45,94.7,13.9,
"De 25 a 29 años (014)",371,757,711,50,93.9,6.6,
"De 30 a 34 años (015)",365,1100,998,51,90.7,4.6,
"De 35 a 39 años (016)",417,1660,1501,30,90.4,1.8,
"De 40 a 44 años (017)",344,1803,1569,19,87,1.1,
"De 45 a 49 años (018)",315,1799,1537,5,85.4,0.3,
"De 50 y más años (019)",983,5663,4305,,76,,
"Ocupada (020)",3292,13048,10874,209,83.3,1.6,
"De 12 a 14 años (021)",22,3,3,,100,,
"De 15 a 19 años (022)",197,54,53,13,98.1,24.1,
"De 20 a 24 años (023)",314,313,297,43,94.9,13.7,
"De 25 a 29 años (024)",360,753,707,50,93.9,6.6,
"De 30 a 34 años (025)",362,1094,992,50,90.7,4.6,
"De 35 a 39 años (026)",410,1631,1473,29,90.3,1.8,
"De 40 a 44 años (027)",338,1777,1546,19,87,1.1,
"De 45 a 49 años (028)",312,1788,1526,5,85.3,0.3,
"De 50 y más años (029)",977,5635,4277,,75.9,,
"Desocupada (030)",83,119,114,6,95.8,5,
"De 12 a 14 años (031)",3,,,,,,
"De 15 a 19 años (032)",22,5,5,2,100,40,
"De 20 a 24 años (033)",22,10,9,2,90,20,
"De 25 a 29 años (034)",11,4,4,,100,,
"De 30 a 34 años (035)",3,6,6,1,100,16.7,
"De 35 a 39 años (036)",7,29,28,1,96.6,3.4,
