"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia HUANTA (000)",28746,38,1768,490,318,2587,10949,708,1341,8385,120,712,1330
"Agric., ganadería, caza y silvicultura (001)",17423,,9,8,1,,10947,2,5,6451,,,
"Pesca (002)",9,,1,,,,2,,,6,,,
"Explotación de minas y canteras (003)",25,,,2,1,1,,8,2,11,,,
"Industrias manufactureras (004)",573,,5,23,2,32,,476,28,7,,,
"Suministro de electricidad, gas y agua (005)",20,,,4,2,,,4,5,5,,,
"Construcción (006)",1024,,28,24,1,,,29,523,419,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",2840,,11,57,4,2081,,180,11,496,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",203,,2,4,,49,,136,7,5,,,
"Comercio al por mayor (009)",106,,2,8,1,88,,,3,4,,,
"Comercio al por menor (010)",2531,,7,45,3,1944,,44,1,487,,,
"Hoteles y restaurantes (011)",657,,3,24,9,377,,,,244,,,
"Trans., almac. y comunicaciones (012)",854,,6,19,16,,,4,723,86,,,
"Intermediación financiera (013)",27,1,3,6,15,,,1,,1,,,
"Activid.inmobil., empres. y alquileres (014)",250,,71,73,42,27,,2,11,24,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",549,31,40,25,138,8,,1,22,164,120,,
"Enseñanza (016)",1472,6,1425,5,17,,,,2,17,,,
"Servicios sociales y de salud (017)",286,,137,121,15,3,,1,4,5,,,
"Otras activ. serv.comun.soc y personales (018)",318,,25,90,16,58,,,5,124,,,
"Hogares privados con servicio doméstico (019)",323,,,,,,,,,323,,,
"Actividad economica no especificada (021)",766,,4,9,39,,,,,2,,712,
"Desocupado (022)",1330,,,,,,,,,,,,1330
"Hombres (023)",19795,32,851,308,168,892,9503,566,1304,4829,115,292,935
"Agric., ganadería, caza y silvicultura (024)",13443,,8,7,1,,9502,2,5,3918,,,
"Pesca (025)",8,,1,,,,1,,,6,,,
"Explotación de minas y canteras (026)",24,,,2,1,,,8,2,11,,,
"Industrias manufactureras (027)",407,,3,13,1,20,,345,21,4,,,
"Suministro de electricidad, gas y agua (028)",18,,,4,2,,,4,4,4,,,
"Construcción (029)",965,,27,21,1,,,28,502,386,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",1162,,6,41,2,727,,172,11,203,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",182,,1,4,,33,,132,7,5,,,
"Comercio al por mayor (032)",50,,1,7,1,35,,,3,3,,,
"Comercio al por menor (033)",930,,4,30,1,659,,40,1,195,,,
"Hoteles y restaurantes (034)",158,,1,7,2,104,,,,44,,,
"Trans., almac. y comunicaciones (035)",815,,5,12,11,,,4,717,66,,,
"Intermediación financiera (036)",16,1,2,4,7,,,1,,1,,,
"Activid.inmobil., empres. y alquileres (037)",181,,59,54,12,27,,1,11,17,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",389,26,28,20,79,7,,1,20,93,115,,
"Enseñanza (039)",657,5,632,,7,,,,2,11,,,
"Servicios sociales y de salud (040)",120,,60,45,8,,,,4,3,,,
"Otras activ. serv.comun.soc y personales (041)",144,,15,73,12,7,,,5,32,,,
"Hogares privados con servicio doméstico (042)",29,,,,,,,,,29,,,
"Actividad economica no especificada (044)",324,,4,5,22,,,,,1,,292,
"Desocupado (045)",935,,,,,,,,,,,,935
"Mujeres (046)",8951,6,917,182,150,1695,1446,142,37,3556,5,420,395
"Agric., ganadería, caza y silvicultura (047)",3980,,1,1,,,1445,,,2533,,,
"Pesca (048)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (049)",1,,,,,1,,,,,,,
"Industrias manufactureras (050)",166,,2,10,1,12,,131,7,3,,,
"Suministro de electricidad, gas y agua (051)",2,,,,,,,,1,1,,,
"Construcción (052)",59,,1,3,,,,1,21,33,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",1678,,5,16,2,1354,,8,,293,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",21,,1,,,16,,4,,,,,
"Comercio al por mayor (055)",56,,1,1,,53,,,,1,,,
"Comercio al por menor (056)",1601,,3,15,2,1285,,4,,292,,,
"Hoteles y restaurantes (057)",499,,2,17,7,273,,,,200,,,
"Trans., almac. y comunicaciones (058)",39,,1,7,5,,,,6,20,,,
"Intermediación financiera (059)",11,,1,2,8,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",69,,12,19,30,,,1,,7,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",160,5,12,5,59,1,,,2,71,5,,
"Enseñanza (062)",815,1,793,5,10,,,,,6,,,
"Servicios sociales y de salud (063)",166,,77,76,7,3,,1,,2,,,
"Otras activ. serv.comun.soc y personales (064)",174,,10,17,4,51,,,,92,,,
"Hogares privados con servicio doméstico (065)",294,,,,,,,,,294,,,
"Actividad economica no especificada (067)",442,,,4,17,,,,,1,,420,
"Desocupado (068)",395,,,,,,,,,,,,395
,,,,,,,,,,,,,
"URBANA (069)",14105,26,1516,445,297,2291,2970,615,1028,3629,110,376,802
"Agric., ganadería, caza y silvicultura (070)",5126,,9,8,1,,2970,1,3,2134,,,
"Pesca (071)",5,,,,,,,,,5,,,
"Explotación de minas y canteras (072)",13,,,1,,,,6,,6,,,
"Industrias manufactureras (073)",483,,3,22,2,31,,397,22,6,,,
"Suministro de electricidad, gas y agua (074)",19,,,4,2,,,4,5,4,,,
"Construcción (075)",626,,28,20,,,,28,339,211,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",2513,,11,54,4,1834,,171,10,429,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",191,,2,3,,47,,128,7,4,,,
"Comercio al por mayor (078)",95,,2,8,1,78,,,2,4,,,
"Comercio al por menor (079)",2227,,7,43,3,1709,,43,1,421,,,
"Hoteles y restaurantes (080)",603,,3,23,8,337,,,,232,,,
"Trans., almac. y comunicaciones (081)",737,,6,19,14,,,3,617,78,,,
"Intermediación financiera (082)",27,1,3,6,15,,,1,,1,,,
"Activid.inmobil., empres. y alquileres (083)",232,,66,65,42,24,,2,9,24,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",448,20,36,22,128,6,,1,15,110,110,,
"Enseñanza (085)",1258,5,1215,5,17,,,,,16,,,
"Servicios sociales y de salud (086)",240,,112,103,13,3,,1,4,4,,,
"Otras activ. serv.comun.soc y personales (087)",294,,20,84,16,56,,,4,114,,,
"Hogares privados con servicio doméstico (088)",253,,,,,,,,,253,,,
"Actividad economica no especificada (090)",426,,4,9,35,,,,,2,,376,
"Desocupado (091)",802,,,,,,,,,,,,802
"Hombres (092)",8575,23,730,278,156,799,2408,493,1000,1908,105,156,519
"Agric., ganadería, caza y silvicultura (093)",3721,,8,7,1,,2408,1,3,1293,,,
"Pesca (094)",5,,,,,,,,,5,,,
"Explotación de minas y canteras (095)",13,,,1,,,,6,,6,,,
"Industrias manufactureras (096)",340,,2,12,1,20,,286,16,3,,,
"Suministro de electricidad, gas y agua (097)",17,,,4,2,,,4,4,3,,,
"Construcción (098)",592,,27,17,,,,27,324,197,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",1033,,6,38,2,648,,163,10,166,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",170,,1,3,,31,,124,7,4,,,
"Comercio al por mayor (101)",46,,1,7,1,32,,,2,3,,,
"Comercio al por menor (102)",817,,4,28,1,585,,39,1,159,,,
"Hoteles y restaurantes (103)",145,,1,7,2,95,,,,40,,,
"Trans., almac. y comunicaciones (104)",702,,5,12,10,,,3,613,59,,,
"Intermediación financiera (105)",16,1,2,4,7,,,1,,1,,,
"Activid.inmobil., empres. y alquileres (106)",164,,55,46,12,24,,1,9,17,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",318,18,25,19,74,5,,1,13,58,105,,
"Enseñanza (108)",560,4,539,,7,,,,,10,,,
"Servicios sociales y de salud (109)",94,,42,39,7,,,,4,2,,,
"Otras activ. serv.comun.soc y personales (110)",130,,14,67,12,7,,,4,26,,,
"Hogares privados con servicio doméstico (111)",21,,,,,,,,,21,,,
"Actividad economica no especificada (113)",185,,4,5,19,,,,,1,,156,
"Desocupado (114)",519,,,,,,,,,,,,519
"Mujeres (115)",5530,3,786,167,141,1492,562,122,28,1721,5,220,283
"Agric., ganadería, caza y silvicultura (116)",1405,,1,1,,,562,,,841,,,
"Industrias manufactureras (119)",143,,1,10,1,11,,111,6,3,,,
"Suministro de electricidad, gas y agua (120)",2,,,,,,,,1,1,,,
"Construcción (121)",34,,1,3,,,,1,15,14,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",1480,,5,16,2,1186,,8,,263,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",21,,1,,,16,,4,,,,,
"Comercio al por mayor (124)",49,,1,1,,46,,,,1,,,
"Comercio al por menor (125)",1410,,3,15,2,1124,,4,,262,,,
"Hoteles y restaurantes (126)",458,,2,16,6,242,,,,192,,,
"Trans., almac. y comunicaciones (127)",35,,1,7,4,,,,4,19,,,
"Intermediación financiera (128)",11,,1,2,8,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",68,,11,19,30,,,1,,7,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",130,2,11,3,54,1,,,2,52,5,,
"Enseñanza (131)",698,1,676,5,10,,,,,6,,,
"Servicios sociales y de salud (132)",146,,70,64,6,3,,1,,2,,,
"Otras activ. serv.comun.soc y personales (133)",164,,6,17,4,49,,,,88,,,
"Hogares privados con servicio doméstico (134)",232,,,,,,,,,232,,,
"Actividad economica no especificada (136)",241,,,4,16,,,,,1,,220,
"Desocupado (137)",283,,,,,,,,,,,,283
,,,,,,,,,,,,,
"RURAL (138)",14641,12,252,45,21,296,7979,93,313,4756,10,336,528
"Agric., ganadería, caza y silvicultura (139)",12297,,,,,,7977,1,2,4317,,,
"Pesca (140)",4,,1,,,,2,,,1,,,
"Explotación de minas y canteras (141)",12,,,1,1,1,,2,2,5,,,
"Industrias manufactureras (142)",90,,2,1,,1,,79,6,1,,,
"Suministro de electricidad, gas y agua (143)",1,,,,,,,,,1,,,
"Construcción (144)",398,,,4,1,,,1,184,208,,,
