"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia MARISCAL LUZURIAGA (000)",16178,2961,3084,2761,2299,1782,3291
"Conviviente (001)",4532,60,872,1554,1008,483,555
"Separado(a) (002)",468,4,90,120,92,54,108
"Casado(a) (003)",4502,6,144,640,982,1050,1680
"Viudo(a) (004)",1006,,8,19,77,131,771
"Divorciado(a) (005)",48,,4,11,9,5,19
"Soltero(a) (006)",5622,2891,1966,417,131,59,158
"Hombres (008)",7857,1524,1544,1346,1141,841,1461
"Conviviente (009)",2209,21,320,781,537,257,293
"Separado(a) (010)",74,1,8,9,15,11,30
"Casado(a) (011)",2213,2,53,273,483,514,888
"Viudo(a) (012)",197,,,4,12,23,158
"Divorciado(a) (013)",16,,,1,4,2,9
"Soltero(a) (014)",3148,1500,1163,278,90,34,83
"Mujeres (016)",8321,1437,1540,1415,1158,941,1830
"Conviviente (017)",2323,39,552,773,471,226,262
"Separado(a) (018)",394,3,82,111,77,43,78
"Casado(a) (019)",2289,4,91,367,499,536,792
"Viudo(a) (020)",809,,8,15,65,108,613
"Divorciado(a) (021)",32,,4,10,5,3,10
"Soltero(a) (022)",2474,1391,803,139,41,25,75
,,,,,,,
"URBANA (024)",2185,359,340,429,386,258,413
"Conviviente (025)",592,9,89,226,157,61,50
"Separado(a) (026)",66,,7,12,16,12,19
"Casado(a) (027)",675,1,12,97,175,160,230
"Viudo(a) (028)",101,,1,,7,8,85
"Divorciado(a) (029)",2,,,,,,2
"Soltero(a) (030)",749,349,231,94,31,17,27
"Hombres (032)",1092,176,172,219,205,126,194
"Conviviente (033)",294,3,23,115,90,37,26
"Separado(a) (034)",16,,1,3,2,2,8
"Casado(a) (035)",345,,5,36,93,77,134
"Viudo(a) (036)",17,,,,,3,14
"Divorciado(a) (037)",1,,,,,,1
"Soltero(a) (038)",419,173,143,65,20,7,11
"Mujeres (040)",1093,183,168,210,181,132,219
"Conviviente (041)",298,6,66,111,67,24,24
"Separado(a) (042)",50,,6,9,14,10,11
"Casado(a) (043)",330,1,7,61,82,83,96
"Viudo(a) (044)",84,,1,,7,5,71
"Divorciado(a) (045)",1,,,,,,1
"Soltero(a) (046)",330,176,88,29,11,10,16
,,,,,,,
"RURAL (048)",13993,2602,2744,2332,1913,1524,2878
"Conviviente (049)",3940,51,783,1328,851,422,505
"Separado(a) (050)",402,4,83,108,76,42,89
"Casado(a) (051)",3827,5,132,543,807,890,1450
"Viudo(a) (052)",905,,7,19,70,123,686
"Divorciado(a) (053)",46,,4,11,9,5,17
"Soltero(a) (054)",4873,2542,1735,323,100,42,131
"Hombres (056)",6765,1348,1372,1127,936,715,1267
"Conviviente (057)",1915,18,297,666,447,220,267
"Separado(a) (058)",58,1,7,6,13,9,22
"Casado(a) (059)",1868,2,48,237,390,437,754
"Viudo(a) (060)",180,,,4,12,20,144
"Divorciado(a) (061)",15,,,1,4,2,8
"Soltero(a) (062)",2729,1327,1020,213,70,27,72
"Mujeres (064)",7228,1254,1372,1205,977,809,1611
"Conviviente (065)",2025,33,486,662,404,202,238
"Separado(a) (066)",344,3,76,102,63,33,67
"Casado(a) (067)",1959,3,84,306,417,453,696
"Viudo(a) (068)",725,,7,15,58,103,542
"Divorciado(a) (069)",31,,4,10,5,3,9
"Soltero(a) (070)",2144,1215,715,110,30,15,59
