"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CAJAMARCA (000)",105793,31703,20284,40380,2266,7418,3742
"Conviviente (001)",38689,8238,8878,17833,820,2150,770
"Separado(a) (002)",3897,1179,438,1548,61,197,474
"Casado(a) (003)",30069,11048,4918,11783,829,1184,307
"Viudo(a) (004)",2361,323,254,1439,64,169,112
"Divorciado(a) (005)",625,315,54,203,20,15,18
"Soltero(a) (006)",30152,10600,5742,7574,472,3703,2061
"Hombres (008)",73873,18302,18783,30638,1717,4316,117
"Conviviente (009)",30357,5487,8380,14744,674,1036,36
"Separado(a) (010)",1030,292,268,415,26,27,2
"Casado(a) (011)",22195,7060,4668,9299,626,518,24
"Viudo(a) (012)",1007,86,180,650,32,59,
"Divorciado(a) (013)",274,125,39,95,12,3,
"Soltero(a) (014)",19010,5252,5248,5435,347,2673,55
"Mujeres (016)",31920,13401,1501,9742,549,3102,3625
"Conviviente (017)",8332,2751,498,3089,146,1114,734
"Separado(a) (018)",2867,887,170,1133,35,170,472
"Casado(a) (019)",7874,3988,250,2484,203,666,283
"Viudo(a) (020)",1354,237,74,789,32,110,112
"Divorciado(a) (021)",351,190,15,108,8,12,18
"Soltero(a) (022)",11142,5348,494,2139,125,1030,2006
,,,,,,,
"URBANA (024)",65971,28651,10098,20789,1703,1841,2889
"Conviviente (025)",21097,7218,4302,7865,533,599,580
"Separado(a) (026)",2723,1057,229,993,50,51,343
"Casado(a) (027)",20457,10197,2507,6325,666,521,241
"Viudo(a) (028)",1143,282,90,621,36,35,79
"Divorciado(a) (029)",524,300,29,154,18,7,16
"Soltero(a) (030)",20027,9597,2941,4831,400,628,1630
"Hombres (032)",40987,16121,9375,13461,1212,722,96
"Conviviente (033)",14807,4654,4053,5491,410,170,29
"Separado(a) (034)",681,260,159,231,23,6,2
"Casado(a) (035)",13598,6374,2348,4228,472,155,21
"Viudo(a) (036)",306,71,66,150,12,7,
"Divorciado(a) (037)",216,117,20,67,11,1,
"Soltero(a) (038)",11379,4645,2729,3294,284,383,44
"Mujeres (040)",24984,12530,723,7328,491,1119,2793
"Conviviente (041)",6290,2564,249,2374,123,429,551
"Separado(a) (042)",2042,797,70,762,27,45,341
"Casado(a) (043)",6859,3823,159,2097,194,366,220
"Viudo(a) (044)",837,211,24,471,24,28,79
"Divorciado(a) (045)",308,183,9,87,7,6,16
"Soltero(a) (046)",8648,4952,212,1537,116,245,1586
,,,,,,,
"RURAL (048)",39822,3052,10186,19591,563,5577,853
"Conviviente (049)",17592,1020,4576,9968,287,1551,190
"Separado(a) (050)",1174,122,209,555,11,146,131
"Casado(a) (051)",9612,851,2411,5458,163,663,66
"Viudo(a) (052)",1218,41,164,818,28,134,33
"Divorciado(a) (053)",101,15,25,49,2,8,2
"Soltero(a) (054)",10125,1003,2801,2743,72,3075,431
"Hombres (056)",32886,2181,9408,17177,505,3594,21
"Conviviente (057)",15550,833,4327,9253,264,866,7
"Separado(a) (058)",349,32,109,184,3,21,
"Casado(a) (059)",8597,686,2320,5071,154,363,3
"Viudo(a) (060)",701,15,114,500,20,52,
"Divorciado(a) (061)",58,8,19,28,1,2,
"Soltero(a) (062)",7631,607,2519,2141,63,2290,11
"Mujeres (064)",6936,871,778,2414,58,1983,832
"Conviviente (065)",2042,187,249,715,23,685,183
"Separado(a) (066)",825,90,100,371,8,125,131
"Casado(a) (067)",1015,165,91,387,9,300,63
"Viudo(a) (068)",517,26,50,318,8,82,33
"Divorciado(a) (069)",43,7,6,21,1,6,2
"Soltero(a) (070)",2494,396,282,602,9,785,420
