"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia AREQUIPA (000)",9757,9195,562
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",2808,2808,
"Casa pensión (003)",284,284,
"Hospital, clinica (004)",1417,1417,
"Cárcel, centro de readaptación social (005)",1114,1114,
"Asilo (006)",311,311,
"Aldea infantil, orfelinato, etc (007)",708,708,
"Otro (008)",1895,1358,537
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",1220,1195,25
