"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUANCABAMBA",,,,,,,,,
"Viviendas particulares (001)",589,324,93,40,38,2,,1,91
"Ocupantes presentes (002)",2448,1299,369,154,192,7,,6,421
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",574,313,93,40,38,2,,1,87
"Ocupantes presentes (005)",2389,1257,369,154,192,7,,6,404
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1,1,,,,,,,
"Ocupantes presentes (014)",5,5,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",12,8,,,,,,,4
"Ocupantes presentes (017)",44,27,,,,,,,17
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,2,,,,,,,
"Ocupantes presentes (020)",10,10,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",111,65,22,5,8,2,,1,8
"Ocupantes presentes (029)",414,235,96,17,34,7,,6,19
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",108,62,22,5,8,2,,1,8
"Ocupantes presentes (032)",399,220,96,17,34,7,,6,19
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1,1,,,,,,,
"Ocupantes presentes (041)",5,5,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,2,,,,,,,
"Ocupantes presentes (047)",10,10,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",478,259,71,35,30,,,,83
"Ocupantes presentes (056)",2034,1064,273,137,158,,,,402
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",466,251,71,35,30,,,,79
"Ocupantes presentes (059)",1990,1037,273,137,158,,,,385
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",12,8,,,,,,,4
"Ocupantes presentes (071)",44,27,,,,,,,17
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
