"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia SANCHEZ CARRION",,,,,,,
"Viviendas particulares (001)",29513,1904,3663,237,21995,715,999
"Ocupantes presentes (002)",135592,8109,16080,1142,102964,2913,4384
"Casa independiente",,,,,,,
"Viviendas particulares (004)",28491,1817,3640,230,21210,696,898
"Ocupantes presentes (005)",130998,7690,15985,1107,99434,2842,3940
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",11,7,,,4,,
"Ocupantes presentes (008)",60,40,,,20,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",45,26,,,9,,10
"Ocupantes presentes (011)",190,110,,,34,,46
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",86,36,,3,43,3,1
"Ocupantes presentes (014)",418,180,,22,197,11,8
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",869,16,23,4,725,12,89
"Ocupantes presentes (017)",3884,73,95,13,3263,55,385
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",3,2,,,1,,
"Ocupantes presentes (020)",18,16,,,2,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",8,,,,3,4,1
"Ocupantes presentes (023)",24,,,,14,5,5
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",7454,1414,330,103,5178,120,309
"Ocupantes presentes (029)",35959,6078,1513,530,26001,508,1329
"Casa independiente",,,,,,,
"Viviendas particulares (031)",7305,1343,330,100,5119,116,297
"Ocupantes presentes (032)",35254,5732,1513,508,25735,496,1270
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",11,7,,,4,,
"Ocupantes presentes (035)",60,40,,,20,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",45,26,,,9,,10
"Ocupantes presentes (038)",190,110,,,34,,46
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",86,36,,3,43,3,1
"Ocupantes presentes (041)",418,180,,22,197,11,8
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",3,2,,,1,,
"Ocupantes presentes (047)",18,16,,,2,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",4,,,,2,1,1
"Ocupantes presentes (050)",19,,,,13,1,5
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",22059,490,3333,134,16817,595,690
"Ocupantes presentes (056)",99633,2031,14567,612,76963,2405,3055
"Casa independiente",,,,,,,
"Viviendas particulares (058)",21186,474,3310,130,16091,580,601
"Ocupantes presentes (059)",95744,1958,14472,599,73699,2346,2670
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",869,16,23,4,725,12,89
"Ocupantes presentes (071)",3884,73,95,13,3263,55,385
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",4,,,,1,3,
"Ocupantes presentes (077)",5,,,,1,4,
"Otro tipo",,,,,,,
